Quality,I_BG,Raw_I,Radius,Frames,Set_ID
90.2130126953125,225.98809523809518,1249.0,1.5,7,1
123.3321533203125,283.03571428571445,1530.571428571429,1.5,4,1
61.861083984375,148.8809523809523,1100.190476190476,1.5,7,1
91.794677734375,220.48809523809516,1164.095238095238,1.5,8,1
82.1038818359375,223.2380952380952,1302.095238095238,1.5,9,1
69.944580078125,190.83333333333326,1052.190476190476,1.5,8,1
65.7857666015625,172.5357142857142,1132.190476190476,1.5,5,1
53.27349853515625,132.80952380952385,900.4285714285714,1.5,6,1
89.815185546875,223.5595238095237,1054.095238095238,1.5,11,1
65.599365234375,158.95238095238096,1004.809523809524,1.5,5,1
94.079833984375,237.19047619047612,1215.428571428571,1.5,8,1
86.16796875,226.30952380952382,1476.5238095238096,1.5,6,1
65.41943359375,149.13095238095227,894.0952380952381,1.5,4,1
74.1207275390625,158.79761904761904,1068.904761904762,1.5,4,1
88.171142578125,198.30952380952382,1284.809523809524,1.5,5,1
69.421142578125,164.952380952381,1026.952380952381,1.5,3,1
64.3404541015625,147.63095238095232,1120.7619047619048,1.5,5,1
96.201416015625,206.71428571428558,1540.428571428571,1.5,5,1
64.3878173828125,162.25,1343.3333333333333,1.5,6,1
90.779541015625,199.19047619047615,1223.190476190476,1.5,7,1
