Quality,I_BG,Raw_I,Radius,Frames,Set_ID
18.30950927734375,42.60714285714283,313.42857142857144,1.5,3,1
20.8302001953125,53.00000000000001,349.1428571428572,1.5,5,1
20.23736572265625,48.95238095238096,371.0952380952381,1.5,4,1
31.49798583984375,74.53571428571428,382.8095238095238,1.5,5,1
24.117431640625,54.46428571428572,384.1428571428572,1.5,5,1
27.60653686523437,63.5,394.6666666666667,1.5,4,1
23.64437866210937,61.83333333333337,403.4761904761905,1.5,4,1
31.49798583984375,74.53571428571428,382.8095238095238,1.5,5,1
26.463775634765625,60.27380952380952,416.5238095238095,1.5,4,1
20.334381103515625,47.40476190476188,366.3333333333333,1.5,5,1
17.260009765625,43.79761904761904,336.3333333333333,1.5,4,1
25.13363647460937,47.178571428571445,361.4285714285714,1.5,5,1
16.165435791015625,41.70238095238097,308.95238095238096,1.5,3,1
16.994110107421875,41.91666666666663,366.5238095238095,1.5,4,1
18.865753173828125,48.928571428571445,396.9047619047619,1.5,5,1
17.7540283203125,42.71428571428572,339.1428571428572,1.5,6,1
13.332855224609377,30.523809523809526,340.5238095238095,1.5,4,1
22.55859375,56.05952380952384,452.95238095238096,1.5,4,1
