Quality,I_BG,Raw_I,Radius,Distance,Cell_ID,Nu_ID,Set_ID
41.945068359375,125.58665105386416,440.2295081967213,3.5,57.547323834541956,0,1,1
40.59912109375,121.12681498829035,422.8196721311475,3.5,57.547323834541956,0,2,1
52.558502197265625,147.58981264637004,505.75409836065575,3.5,46.805710500471136,1,1,1
45.5289306640625,127.72974238875877,491.2295081967213,3.5,46.805710500471136,1,2,1
46.00518798828125,136.8115925058548,456.59016393442624,3.5,63.79775332437065,2,1,1
41.2728271484375,119.11217798594849,421.9836065573771,3.5,63.79775332437065,2,2,1
41.48208618164063,121.26217798594848,392.9836065573771,3.5,51.1962893236025,3,1,1
54.3245849609375,150.2066744730679,445.88524590163934,3.5,51.1962893236025,3,2,1
51.60430908203125,153.68911007025764,520.0819672131148,3.5,69.45320691654567,4,1,1
56.83062744140625,172.575644028103,555.0327868852459,3.5,69.45320691654567,4,2,1
57.5146484375,166.53758782201407,567.1803278688525,3.5,59.932811630441016,5,1,1
58.66973876953125,172.98793911007024,556.2950819672132,3.5,59.932811630441016,5,2,1
24.8865966796875,71.59918032786886,312.04918032786884,3.5,52.08397196717018,6,1,1
27.6483154296875,80.20222482435595,337.2950819672131,3.5,52.08397196717018,6,2,1
36.437591552734375,105.75199063231848,397.0,3.5,82.08019791686064,7,1,1
26.29437255859375,86.7002341920375,380.55737704918033,3.5,82.08019791686064,7,2,1
47.136962890625,139.24730679156906,444.59016393442624,3.5,66.61091785149331,8,1,1
56.22222900390625,162.54672131147547,460.1967213114754,3.5,66.61091785149331,8,2,1
52.32223510742188,149.93758782201405,409.4590163934426,3.5,70.59043772003542,9,1,1
41.74679565429688,119.84437939110076,379.62295081967216,3.5,70.59043772003542,9,2,1
62.16314697265625,175.42962529274007,567.5081967213115,3.5,63.58563170060452,10,1,1
69.297119140625,210.08220140515218,561.639344262295,3.5,63.58563170060452,10,2,1
40.512481689453125,112.3755269320843,420.75409836065575,3.5,33.83054564635184,11,1,1
28.46908569335937,87.95515222482436,368.0,3.5,33.83054564635184,11,2,1
38.15728759765625,111.38278688524593,446.0327868852459,3.5,55.345398794639,12,1,1
37.390167236328125,106.89051522248246,420.1147540983607,3.5,55.345398794639,12,2,1
40.51626586914063,121.03817330210774,428.7377049180328,3.5,70.55062697190223,13,1,1
28.7989501953125,83.95105386416861,397.5081967213115,3.5,70.55062697190223,13,2,1
37.005645751953125,110.25210772833718,462.0163934426229,3.5,34.267640409992566,14,1,1
36.232513427734375,107.42786885245904,491.0983606557377,3.5,34.267640409992566,14,2,1
43.0062255859375,125.80538641686178,527.0983606557377,3.5,41.53168029170229,15,1,1
41.75689697265625,118.14262295081966,554.4426229508197,3.5,41.53168029170229,15,2,1
46.13128662109375,134.15667447306785,497.75409836065575,3.5,67.81148224559772,16,1,1
60.90093994140625,170.07283372365342,548.344262295082,3.5,67.81148224559772,16,2,1
30.6644287109375,85.90433255269322,416.27868852459017,3.5,51.93260536624055,17,1,1
36.324737548828125,106.14473067915691,451.4590163934426,3.5,51.93260536624055,17,2,1
22.133026123046875,60.52201405152226,304.7377049180328,3.5,45.94978029351978,18,1,1
37.71453857421875,111.70491803278689,387.7049180327869,3.5,45.94978029351978,18,2,1
43.02789306640625,131.26569086651057,456.344262295082,3.5,74.42745881401193,19,1,1
49.0198974609375,150.8802107728338,525.9016393442623,3.5,74.42745881401193,19,2,1
35.784942626953125,105.85901639344256,371.5081967213115,3.5,65.49229051687968,20,1,1
37.84613037109375,117.06990632318495,434.37704918032784,3.5,65.49229051687968,20,2,1
32.3267822265625,92.6826697892272,461.75409836065575,3.5,44.55101081591204,21,1,1
39.33905029296875,110.17962529274007,451.672131147541,3.5,44.55101081591204,21,2,1
34.465240478515625,105.39098360655744,396.5409836065574,3.5,69.74977592773689,22,1,1
23.04547119140625,68.72482435597192,333.08196721311475,3.5,69.74977592773689,22,2,1
35.164703369140625,98.97447306791571,377.24590163934425,3.5,55.31270492877617,23,1,1
35.113128662109375,107.57412177985948,445.40983606557376,3.5,55.31270492877617,23,2,1
