,MANUAL_ID,TRACK_ID,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,MAX_DISTANCE_TRAVELED,TRACK_MEAN_Q_ENV,TRACK_MEAN_Q_IN,TRACK_MEAN_Q_IN_BEFORE,TRACK_MEAN_Q_IN_AFTER,Protein,FILE_ID,SET_ID,CONFINEMENT_RATIO,Dur,To_CH2,Tf_CH2,To_CH2_TfC1,Tf_CH2_TfC1,FR,Imax_C1,Imax_C2,TRACK_START_CH2,TRACK_STOP_CH2,COLOCALIZE_ID
10,Good,2772.0,11.27,292.0,390.0,0.8722728562996191,2772.0,84.5217842125593,596.283059416856,0.0874877809937768,0.7166956454186365,0.0056680172790805,0.0682354702243011,0.100799692608091,5.301665026732166,1.2551502108432675,0.286838589292584,4.37367481869613,0.1487555428156777,0.8126113225543311,Sec9,14,0,0.1017369892175216,11.27,7.705,11.73,-3.5649999999999995,0.4600000000000008,0.115,22.33981666666667,12.069433333333336,359.0,394.0,4
11,Good,266.0,10.58,33.0,125.0,0.5944895181513584,266.0,323.2033843358529,640.6166818204931,0.0396537660970961,0.1581001302322558,0.0016350287336643,0.0346192577162141,0.0224529495991907,7.869900529102613,0.6598435920649113,0.693145534556399,6.7090350872299584,-0.0175009227934337,0.7912765987335687,Sec9,3,0,0.1629565921375326,10.58,5.0600000000000005,12.19,-5.52,1.6099999999999994,0.115,45.26666666666668,38.72408333333334,77.0,139.0,5
12,Good,679.0,13.11,141.0,255.0,0.7015692219849109,679.0,90.92848724250344,496.7120055861709,0.0415925065715223,0.295756685822829,0.0067727962041001,0.0358507025596768,0.0320118271076094,6.954160607379416,0.7673338836001079,1.0086161290044366,5.087345989430009,0.9321103777204242,-0.0313288370768229,Sec9,4,0,0.1479621328361416,13.11,4.025,13.685,-9.085,0.5750000000000011,0.115,35.87131666666667,21.069450000000007,176.0,260.0,6
13,Good,255.0,8.625,53.0,128.0,0.6499608154987744,255.0,59.63537532965376,283.99368365211427,0.0599768764476954,0.2000505755673995,0.0076200871153847,0.0526658292071476,0.0383015230750142,5.139324288619192,0.7867665702325521,0.4458645368877211,3.759767114070424,0.8034540206666977,-0.2802586328415644,Sec9,5,0,0.1444914226936765,8.625,1.15,11.155,-7.475,2.53,0.115,22.00555,21.59906666666668,63.0,150.0,7
14,Good,1217.0,9.775,177.0,262.0,0.8566382573262303,1217.0,322.665349001188,82.61323224534927,0.0778142946028706,0.2186124255983929,0.0093554991575348,0.0684014984987242,0.0515452116424545,5.226795107819314,0.8566382573262303,0.0944973091746485,3.3950969883329822,0.6360437907869855,0.109627193874783,Sec9,7,0,0.1295147272933414,9.775,4.6000000000000005,11.155,-5.175,1.379999999999999,0.115,21.004650000000005,18.023150000000005,217.0,274.0,8
15,Good,1386.0,10.12,205.0,293.0,0.3496562282246755,1386.0,323.69606638195233,86.12824265901078,0.0674841101969192,0.1684366085952852,0.0081978215474306,0.0638078795532466,0.0348685697313472,4.884659113508932,0.9044954591589116,0.7673027852947791,4.146248982937895,0.4902963941059415,0.8895335727267796,Sec9,7,0,0.0588785451602088,10.12,4.945,14.03,-5.174999999999999,3.91,0.115,17.260200000000005,24.971300000000006,248.0,327.0,9
16,Good,699.0,8.51,159.0,233.0,1.287975317618597,699.0,233.190304817124,321.54639831876864,0.0943181843744349,0.7130729550017588,0.0,0.0717299295365522,0.0973281112767959,4.1194302876790365,1.287975317618597,0.4014371287027994,3.1303748801902485,0.4466554853651258,-0.0742254711332775,Sec9,8,0,0.1845356966437653,8.51,2.53,11.385,-5.98,2.875,0.115,17.946300000000004,20.528700000000004,181.0,258.0,10
17,Good,1137.0,11.155,116.0,213.0,1.1821648286122062,1137.0,61.36118266133624,246.76554637983887,0.0565694005908008,0.2716259471452808,0.0001622731298583,0.0448068776736514,0.0418188104008539,5.568074596171477,1.1821648286122062,0.9348175107216348,4.4684134286547454,0.9456649356418186,0.3129180726550874,Sec17,9,0,0.2154391976416677,11.155,9.66,15.065,-1.4949999999999992,3.91,0.115,25.12313333333334,45.50743333333335,200.0,247.0,0
18,Good,2966.0,5.5200000000000005,266.0,314.0,0.7614449116210615,2966.0,52.81791104698256,627.267833860133,0.0860164327787354,0.3115176561075555,0.0080117418295538,0.0621546927979749,0.0698140480818153,5.422324511469627,0.9967080626469662,0.9850525291598572,4.942857668783659,-0.0728055257645864,1.0363817063588945,Sec17,9,0,0.1844233147819372,5.5200000000000005,6.095000000000001,12.19,0.5750000000000002,6.669999999999999,0.115,24.794433333333338,43.57686666666668,319.0,372.0,1
19,Good,730.0,5.635000000000001,57.0,106.0,0.8011539635119828,730.0,370.714627995089,155.0733696465901,0.0820372133508899,0.3342787690997723,0.004612328014964,0.0692134063666288,0.0615426501858446,4.202841567993164,1.1745787370450589,0.6990955276489258,3.938235931396483,0.6113080221509176,0.7437742021348743,Sec17,12,0,0.1993007833904209,5.635000000000001,6.44,9.775,0.8049999999999997,4.14,0.115,20.048150000000007,47.673166666666674,113.0,142.0,2
20,Good,1629.0,8.395,100.0,173.0,0.3812778109226259,1629.0,404.4512851332616,537.8807479612555,0.0730149343152974,0.2836644677468246,0.0028754963705949,0.0723344903995015,0.0468211890068639,4.989547317092483,0.6232127330221717,0.442716763470624,3.4172518962138394,-0.2392028324187748,0.7842379978724887,Sec17,13,0,0.0715330878572689,8.395,10.81,16.79,2.415000000000001,8.395,0.115,17.48795,52.44260000000001,194.0,246.0,3
21,Good,6548.0,8.74,291.0,367.0,0.409870800480631,6548.0,97.12272832734548,658.8667570692635,0.0552877353497123,0.2214463567491274,0.002348027079986,0.0473843193937222,0.0367036321925531,6.307207677271459,0.8508678591848264,0.0910301134183809,4.3192725849014,1.0953474196176682,0.9832890222943018,Sec17,13,0,0.0975449042055469,8.74,7.475,12.305,-1.2650000000000006,3.5649999999999995,0.115,30.39166666666668,79.13333333333335,356.0,398.0,4
22,Good,2756.0,6.9,191.0,251.0,0.3656418694240479,2756.0,433.12838859988057,251.6388137468188,0.0616002748057655,0.1693798942149377,0.0076758771605142,0.0575378005894802,0.0350172820488797,5.188460428206647,0.5313841276433687,-0.0416137429534411,4.306781365788918,0.0551305498395647,0.9594677213638548,Sec17,14,0,0.0989286358913623,6.9,7.36,13.455,0.4599999999999999,6.555,0.115,27.10463333333334,47.87963333333335,255.0,308.0,5
23,Good,3423.0,6.67,232.0,290.0,1.00410072884865,3423.0,428.6557121420982,333.10362885854613,0.0707888785412343,0.230454028658265,0.0058110841377844,0.0614489748454029,0.0502535091367447,4.47210770946438,1.053775240468417,0.4377087463766841,3.982624671777988,0.7132364000592915,0.794781215607174,Sec17,14,0,0.2445593416455805,6.67,6.325,9.545,-0.3449999999999997,2.875,0.115,20.34906666666668,29.93796666666667,287.0,315.0,6
24,Good,3646.0,12.42,251.0,359.0,0.3027623899720801,3646.0,258.46303860462586,659.8706477786205,0.0586588976646965,0.2808316518713694,0.0054347772848049,0.0517937087265404,0.044421469349738,5.370629686828053,0.4047721588715111,0.7685674063656305,4.520368321347795,0.4967767624627975,1.098941681877015,Sec17,14,0,0.0477907968664684,12.42,9.545,20.24,-2.875,7.8199999999999985,0.115,17.164783333333336,60.58055000000002,334.0,427.0,7
25,Good,1124.0,5.635000000000001,120.0,169.0,0.3817171305968955,1124.0,467.00682619230975,380.59509678800407,0.0384235176921575,0.1092482888594598,0.0069751030169979,0.0371234060750582,0.0228600848211188,5.171895294189453,0.4770855426782677,0.6784114913940431,4.294492085774738,0.9353775145515564,-0.3706271156432136,Sec18,11,0,0.2027442043385541,5.635000000000001,5.405,9.775,-0.2300000000000004,4.14,0.115,18.657400000000003,35.76390000000001,167.0,205.0,0
26,Good,1137.0,3.45,116.0,146.0,0.9999012779559642,1137.0,327.80561231251374,343.92089328954535,0.0995490185449219,0.3482839138284588,0.0093142094438231,0.087193374581466,0.0769944157619114,4.46727309688445,0.9999012779559642,-0.1996467405749905,3.1349893795546664,0.6409463731069414,0.5698127141074528,Sec18,11,0,0.3348103586123512,3.45,4.485,7.82,1.035,4.37,0.115,12.912050000000004,53.09815000000001,155.0,184.0,1
27,Good,336.0,9.43,35.0,117.0,0.481410702087053,336.0,275.09855441411185,426.0648263249509,0.0560930954851722,0.1601566534444523,0.0107636213208427,0.0525186132124475,0.0286693748071919,5.11490621911474,1.0750490480486368,0.9955087776643684,3.835393147296214,0.1132691398499504,0.3336567954411583,Sec18,14,0,0.1046628318475633,9.43,9.43,12.995,0.0,3.5649999999999995,0.115,31.54628333333334,36.14258333333334,117.0,148.0,2
28,Good,545.0,7.13,101.0,163.0,0.7868186493148882,545.0,438.5937804123761,652.5671317373527,0.1074557175399077,0.6808857204946348,0.0223988591048976,0.094173917943392,0.0910350364380193,4.063201540992374,0.7868186493148882,0.1348051222543868,3.337664131554767,0.4075704302106583,0.0336075737362816,Sec18,1,0,0.1181009597868411,7.13,7.36,11.845,0.2300000000000004,4.715000000000001,0.115,23.500000000000007,25.135183333333337,165.0,204.0,3
29,Good,3521.0,8.625,316.0,391.0,0.6434158339696029,3521.0,282.00533629961353,32.92992281802503,0.0462519713321759,0.1704741335800451,0.006214608795124,0.0394697057536919,0.0290084602385186,6.38047278554816,0.6556650547831407,1.092971051366706,5.3963906974123255,0.7271110292464967,0.6580340975806828,Sec18,3,0,0.1854813435874745,8.625,8.05,14.375,-0.5749999999999993,5.75,0.115,21.11946666666667,24.912050000000008,386.0,441.0,4
30,Good,13256.0,9.72,309.0,390.0,0.676409551903726,13256.0,201.905364558922,369.659860309279,0.056074994561956,0.135402720248339,0.009764572956161,0.052295029311022,0.029130103111738,4.69118806792469,0.782654503799833,0.496122653309892,3.25150309927095,0.76234971909296,0.200984076848106,Sec9,0,1,0.148920838493552,9.72,3.48,11.88,-6.24,2.16,0.12,18.287033333333337,15.842583333333335,338.0,408.0,0
31,Good,4437.0,7.68,130.0,194.0,0.24523880029133,4437.0,306.884791330726,148.260720979905,0.050856058633939,0.119980254667664,0.008122521034829,0.045807726998716,0.028059466109722,5.04574496929462,0.283445963473371,0.503982388423039,3.66063523251786,0.668079088604639,0.060720655653212,Sec9,9,1,0.075347094475678,7.68,0.84,10.8,-6.84,3.120000000000001,0.12,19.333333333333336,18.306466666666672,137.0,220.0,1
32,Good,4941.0,6.0,108.0,158.0,0.900494482484507,4941.0,712.747370733533,48.0577517946927,0.077923443818897,0.266350165181309,0.007177485403338,0.066712270793062,0.054125973163871,4.70324677112056,0.900494482484507,-0.118621930889055,3.51502714801198,0.943924222673689,0.856459693303184,Sec9,11,1,0.231122865816188,6.0,-0.24,8.04,-6.24,2.039999999999999,0.12,22.01666666666668,26.44538333333334,106.0,175.0,2
33,Good,15460.0,7.44,249.0,311.0,0.40898638304621,15460.0,232.369010758624,263.481290769279,0.129083771156737,0.673267346613786,0.007204547723899,0.089426400778785,0.144355673266909,5.05373721652561,0.962866400583889,0.258183860778808,4.49449114656532,0.323850419786241,0.223867931063213,Sec9,11,1,0.051102896252168,7.44,5.88,8.879999999999999,-1.5600000000000005,1.4399999999999986,0.12,18.98243333333334,12.3852,298.0,323.0,3
34,Good,15524.0,12.84,247.0,354.0,0.754256958034009,15524.0,901.791332389999,288.635898680123,0.063545028528129,0.173092789680328,0.007115942660966,0.06248371202764,0.034840363407696,5.56236966451009,1.04573775459101,0.650994138364439,4.52180333785069,-0.400249208722796,-0.132846347869389,Sec9,11,1,0.110931265784162,12.84,6.84,15.0,-6.0,2.16,0.12,22.841666666666672,26.433350000000004,304.0,372.0,4
35,Good,4715.0,6.96,90.0,148.0,0.610192736689782,4715.0,114.927641485838,224.437946059742,0.120303983931928,0.818736744149117,0.003732422973982,0.079303967098346,0.130053186050707,4.32774753893836,0.79633547071023,0.335896247928425,3.4593683160182,0.501771442473881,0.345236157614087,Sec9,12,1,0.087449842323084,6.96,3.36,11.04,-3.6,4.079999999999999,0.12,18.668533333333336,29.747250000000008,118.0,182.0,5
36,Good,18918.0,11.28,245.0,339.0,0.578982674165576,18918.0,165.532063455579,178.185800354267,0.101570903753097,0.692541326340791,0.0,0.066255255124921,0.124498551181482,5.23434151097348,1.03037741750205,0.256175530082301,3.60869355229606,0.485077297876751,0.506995034596277,Sec9,12,1,0.060641285280577,11.28,2.16,14.28,-9.12,3.0,0.12,20.99168333333333,16.75461666666667,263.0,364.0,6
37,Good,1847.0,13.32,57.0,168.0,0.268872216684472,1847.0,517.693986476467,40.9751317346041,0.064920845385806,0.28924704126291,0.012603632360002,0.062275493763514,0.03657977905208,5.31128168106079,0.710311158546276,0.804269301891327,3.74370851970854,0.043067871578156,0.633284644475059,Sec9,13,1,0.03731116266259,13.32,5.64,16.439999999999998,-7.680000000000001,3.119999999999997,0.12,17.056466666666672,43.70091666666667,104.0,194.0,7
38,Good,534.0,10.8,35.0,125.0,0.621118865666881,534.0,431.162902530123,34.5956811173299,0.053587777461898,0.204957729393053,0.006119287760851,0.046957391660796,0.033780401142012,4.28371047973633,0.754508735078072,0.636028076004196,3.28987647674896,0.546390366932702,0.735425646342928,Sec9,2,1,0.128785350997975,10.8,6.12,13.44,-4.680000000000001,2.639999999999999,0.12,16.429650000000002,19.85278333333334,86.0,147.0,8
39,Good,2081.0,12.72,154.0,260.0,0.379307758839402,2081.0,692.816923275543,101.402702193201,0.071539831636468,0.754806650652275,0.0140413215958,0.05438372544092,0.096237622131329,5.49763859543845,1.33271202294358,0.504871986959582,4.43765560241256,0.771344866071429,0.883941529289124,Sec9,2,1,0.050019338898842,12.72,1.7999999999999998,14.16,-10.920000000000002,1.4399999999999995,0.12,25.54536666666668,28.006483333333343,169.0,272.0,9
40,Good,2617.0,12.12,165.0,266.0,0.625588345634296,2617.0,491.23088331635,391.622380029649,0.087015751639625,0.687162308044672,0.003493888533918,0.065579679535326,0.096056880837345,4.41664564843271,0.875795635455173,0.517117492825377,3.4799515053078,0.822252727690197,0.039860256134518,Sec9,2,1,0.071181871091955,12.12,7.199999999999999,12.84,-4.92,0.7200000000000006,0.12,20.20928333333333,8.714816666666668,225.0,272.0,10
41,Good,3810.0,10.08,253.0,337.0,0.149134933662598,3810.0,153.677663948235,439.737356875053,0.086944934620503,0.275942242375912,0.011031673768594,0.075799885619528,0.055594678516653,4.37779173009536,0.606919080691652,0.429611549377441,3.34383492812612,0.600866348024399,0.614845669458783,Sec9,2,1,0.020420003588306,10.08,1.7999999999999998,14.04,-8.280000000000001,3.959999999999999,0.12,14.024083333333335,24.425000000000004,268.0,370.0,11
42,Good,514.0,11.52,55.0,151.0,0.643462542279615,514.0,566.372105219864,70.9739173214755,0.118065048363569,0.752047909305437,0.001274898826892,0.086578329160327,0.120761996921686,4.59793016099438,0.855151550036531,0.046730612233742,3.45645532466019,0.684775670369466,0.687633302476671,Sec9,3,1,0.056771541690918,11.52,2.52,13.56,-9.0,2.040000000000001,0.12,20.136100000000003,25.98703333333334,76.0,168.0,12
43,Good,520.0,7.2,42.0,102.0,0.706610478812436,520.0,187.169629889855,363.804244730077,0.077378296788584,0.23189951525149,0.002665171669173,0.06568996256131,0.050133383385404,4.5433114473937,1.14645562938986,0.549313926696778,3.45683717640806,-0.464625918675983,0.404469641428145,Sec9,3,1,0.152198249409878,7.2,5.04,10.56,-2.16,3.3600000000000003,0.12,22.319433333333336,16.998150000000003,84.0,130.0,13
44,Good,5912.0,10.44,296.0,383.0,1.28994701371325,5912.0,437.734547856152,147.346280539014,0.072278806219763,0.689343735384911,0.0,0.056916454294787,0.078371583375075,5.40252312746915,1.28994701371325,-0.173707848245447,3.36227946329598,-0.195233057415675,0.411613524906219,Sec9,4,1,0.205135888991254,10.44,5.88,12.0,-4.56,1.5600000000000005,0.12,26.590750000000007,13.225000000000003,345.0,396.0,14
45,Good,499.0,13.2,31.0,141.0,0.178871606237088,499.0,437.094951228417,343.714303027804,0.084676546630232,0.633968201391687,0.00673254001316,0.06172454034265,0.092934572638361,5.27791774165523,0.716181214246234,0.846571852709796,4.65970076789131,0.906442127530537,-0.085951123918806,Sec9,6,1,0.01920372967437,13.2,-0.36,17.4,-13.56,4.199999999999999,0.12,28.87870000000001,29.479616666666672,28.0,176.0,15
46,Good,9597.0,12.6,243.0,348.0,1.16351107012609,9597.0,811.514490599975,341.994960754121,0.090327972171422,0.392957997638598,0.008049546282402,0.072486071956071,0.065132326142802,5.97447730010411,1.40914567918177,0.489909074891288,4.91561594149352,0.814901503305586,0.194744503687299,Sec9,8,1,0.122675817294949,12.6,5.16,16.919999999999998,-7.439999999999999,4.319999999999999,0.12,21.94260000000001,10.77591666666667,286.0,384.0,16
47,Good,1292.0,7.32,60.0,121.0,0.175317148400866,1292.0,745.666357843798,70.1655332306457,0.082431857143825,0.231144481131493,0.011537206187788,0.066466342156766,0.050831247364677,4.53013130926317,0.678743574131532,-0.00093509304908,3.52283138015364,0.493192460801866,-0.385020967513796,Sec9,0,2,0.034865787484496,7.32,0.6,9.48,-6.720000000000001,2.16,0.12,22.11481666666667,25.64445000000001,65.0,139.0,0
48,Good,3395.0,7.56,133.0,196.0,0.782040046681987,3395.0,249.566221646497,205.681682646816,0.087151164407299,0.268747643036042,0.012044269111634,0.07975370710153,0.055154560296572,4.20445168018341,0.812422679303987,0.58698433637619,3.69961320691638,0.362103310842363,0.249170273069351,Sec9,9,2,0.142434517757034,7.56,1.7999999999999998,9.96,-5.76,2.400000000000001,0.12,18.12776666666668,11.539800000000003,148.0,216.0,1
49,Good,6007.0,14.16,121.0,239.0,0.385329836605072,6007.0,896.288464013223,214.185970949724,0.053884483197847,0.182699834047641,0.003568972401963,0.049345741701055,0.032331160507639,5.22738153794233,0.679811541806842,-0.028112994923311,3.41773743901043,0.800212920658172,-0.138715971083868,Sec9,10,2,0.060601993302666,14.16,4.2,17.759999999999998,-9.96,3.599999999999998,0.12,28.978700000000007,20.70091666666667,156.0,269.0,2
50,Good,1449.0,6.84,57.0,114.0,0.433954274047956,1449.0,695.539802633473,141.558386657413,0.104441705394493,0.728371039596781,0.00143464421605,0.073926922804183,0.126977564030103,4.7595926482102,1.26161294292884,0.375058966669543,4.45971225139282,0.084205930195157,0.466558668348524,Sec9,11,2,0.072894566871327,6.84,0.24,9.12,-6.6,2.28,0.12,23.81666666666667,16.025933333333334,59.0,133.0,3
51,Good,11130.0,11.04,249.0,341.0,1.15017330288698,11130.0,449.235128308383,139.612297711844,0.085427797002337,0.845635212467239,0.006388712472335,0.063920162573241,0.099034083410993,4.49973022296865,1.33856404533429,0.475735906375352,3.20253506641092,0.262046935066344,0.123309846908327,Sec9,13,2,0.146344447190769,11.04,11.28,13.2,0.2400000000000002,2.16,0.12,17.60926666666667,12.99445,343.0,359.0,4
52,Good,2401.0,13.68,59.0,173.0,0.523407424622672,2401.0,389.899208794333,107.050949513839,0.057030034888589,0.161061240053341,0.005567229310674,0.049527023655774,0.034160313686244,4.78844674151877,1.06150006455859,0.441243778726329,3.47058520478327,0.285721067398313,0.510799317132859,Sec9,14,2,0.080506582319541,13.68,3.96,17.4,-9.72,3.719999999999999,0.12,13.25276666666667,27.54628333333334,92.0,204.0,5
53,Good,12423.0,8.88,205.0,279.0,1.15229171372895,12423.0,555.811854422759,41.4930998895387,0.098369039079788,0.594896195407659,0.006469475101654,0.069572642237198,0.100589270014609,4.62158081054688,1.15229171372895,0.188301696777344,3.37833581429941,-0.070655580550905,-0.013395006694491,Sec9,14,2,0.158296856314269,8.88,1.56,13.32,-7.32,4.44,0.12,19.090733333333336,19.10185000000001,218.0,316.0,6
54,Good,444.0,7.32,28.0,89.0,0.20300912151879,444.0,867.05327973058,85.6518045146263,0.06031368198784,0.352964885395428,0.004823626004331,0.043332853125792,0.053578000668106,4.49365658913889,0.801487412614693,0.77748633046304,4.17097702846732,0.528672324286567,0.996861049107143,Sec9,1,2,0.055178498076521,7.32,3.24,10.56,-4.08,3.24,0.12,26.230566666666675,13.4796,55.0,116.00000000000001,7
55,Good,3442.0,9.36,220.0,298.0,0.412811464652688,3442.0,894.744992477043,86.0738336901923,0.072970801438519,0.29248383328499,0.001889686888188,0.065084127391887,0.051359831298351,5.74897389472285,0.587247182233424,0.433199560189549,4.83819392294153,0.764214939541287,0.941785176595052,Sec9,1,2,0.07252838903645,9.36,2.64,13.44,-6.719999999999999,4.08,0.12,27.712050000000005,33.473150000000004,242.0,332.0,8
56,Good,4076.0,14.16,238.0,356.0,0.37492434286209,4076.0,955.697789819406,404.496008444723,0.086386087250544,0.776814693634574,0.007583189553788,0.064470388254701,0.096246862006947,5.2849063071884,0.654034483153607,0.109227245394923,3.15216696852284,0.140578285096184,0.103125118073963,Sec9,1,2,0.036780516870665,14.16,6.359999999999999,14.52,-7.800000000000001,0.3599999999999994,0.12,18.871300000000005,12.159266666666667,291.0,359.0,9
57,Good,474.0,11.28,33.0,127.0,0.684608874148415,474.0,534.36017023786,177.389836188654,0.082684386013116,0.711413922886828,0.003697763364901,0.057298003027936,0.103381855829871,4.58621870342054,1.33150901979798,0.380845226488615,3.77869442945335,0.217977463252961,0.23138545808338,Sec9,3,2,0.088082810799165,11.28,6.72,12.12,-4.56,0.8399999999999999,0.12,26.635183333333337,19.15835,89.0,134.0,10
58,Good,5268.0,14.64,251.0,373.0,0.687974023109624,5268.0,704.08657688933,154.714510226577,0.056785564157137,0.205709615688337,0.003387353404873,0.052453509845597,0.037467969416849,5.91957600911458,0.692575172563365,0.727331504201502,4.53500591577876,0.170523461841401,0.23751641833593,Sec9,4,2,0.099305720048137,14.64,10.8,13.8,-3.84,-0.8399999999999999,0.12,23.607400000000005,14.79813333333334,341.0,366.0,11
59,Good,7107.0,10.08,283.0,367.0,0.675492905235058,7107.0,318.786183882931,318.228931188906,0.089268955211503,0.296600341977697,0.007249417871013,0.077333663028802,0.059521297247833,5.06343697940602,0.743789590344076,0.239558540793026,3.94179269129934,0.603617562188042,0.751316524687267,Sec9,4,2,0.090082629354477,10.08,4.92,13.8,-5.16,3.7200000000000006,0.12,21.268533333333338,14.601850000000002,324.0,398.0,12
