,Unnamed: 0,MANUAL_ID,TRACK_ID,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,MAX_DISTANCE_TRAVELED,TRACK_MEAN_Q_ENV,TRACK_MEAN_Q_IN,TRACK_MEAN_Q_IN_BEFORE,TRACK_MEAN_Q_IN_AFTER,Protein,FILE_ID,SET_ID,CONFINEMENT_RATIO,Dur,To_CH2,Tf_CH2,To_CH2_TfC1,Tf_CH2_TfC1,FR,Imax_C1,Imax_C2,TRACK_START_CH2,TRACK_STOP_CH2,COLOCALIZE_ID,index,EXPERIMENT,CHANNEL,NOTES,CORRELATION_FACTOR,REASON_DISCARDED
30,30,Good,13256.0,9.72,309.0,390.0,0.676409551903726,13256.0,201.905364558922,369.659860309279,0.056074994561956,0.135402720248339,0.009764572956161,0.052295029311022,0.029130103111738,4.69118806792469,0.782654503799833,0.496122653309892,3.25150309927095,0.76234971909296,0.200984076848106,Sec9,0,1,0.148920838493552,9.72,3.48,11.88,-6.24,2.16,0.12,18.287033333333337,15.842583333333335,338.0,408.0,0,,,,,,
31,31,Good,4437.0,7.68,130.0,194.0,0.24523880029133,4437.0,306.884791330726,148.260720979905,0.050856058633939,0.119980254667664,0.008122521034829,0.045807726998716,0.028059466109722,5.04574496929462,0.283445963473371,0.503982388423039,3.66063523251786,0.668079088604639,0.060720655653212,Sec9,9,1,0.075347094475678,7.68,0.84,10.8,-6.84,3.120000000000001,0.12,19.333333333333336,18.306466666666672,137.0,220.0,1,,,,,,
32,32,Good,4941.0,6.0,108.0,158.0,0.900494482484507,4941.0,712.747370733533,48.0577517946927,0.077923443818897,0.266350165181309,0.007177485403338,0.066712270793062,0.054125973163871,4.70324677112056,0.900494482484507,-0.118621930889055,3.51502714801198,0.943924222673689,0.856459693303184,Sec9,11,1,0.231122865816188,6.0,-0.24,8.04,-6.24,2.039999999999999,0.12,22.01666666666668,26.44538333333334,106.0,175.0,2,,,,,,
33,33,Good,15460.0,7.44,249.0,311.0,0.40898638304621,15460.0,232.369010758624,263.481290769279,0.129083771156737,0.673267346613786,0.007204547723899,0.089426400778785,0.144355673266909,5.05373721652561,0.962866400583889,0.258183860778808,4.49449114656532,0.323850419786241,0.223867931063213,Sec9,11,1,0.051102896252168,7.44,5.88,8.879999999999999,-1.5600000000000005,1.4399999999999986,0.12,18.98243333333334,12.3852,298.0,323.0,3,,,,,,
34,34,Good,15524.0,12.84,247.0,354.0,0.754256958034009,15524.0,901.791332389999,288.635898680123,0.063545028528129,0.173092789680328,0.007115942660966,0.06248371202764,0.034840363407696,5.56236966451009,1.04573775459101,0.650994138364439,4.52180333785069,-0.400249208722796,-0.132846347869389,Sec9,11,1,0.110931265784162,12.84,6.84,15.0,-6.0,2.16,0.12,22.841666666666672,26.433350000000004,304.0,372.0,4,,,,,,
35,35,Good,4715.0,6.96,90.0,148.0,0.610192736689782,4715.0,114.927641485838,224.437946059742,0.120303983931928,0.818736744149117,0.003732422973982,0.079303967098346,0.130053186050707,4.32774753893836,0.79633547071023,0.335896247928425,3.4593683160182,0.501771442473881,0.345236157614087,Sec9,12,1,0.087449842323084,6.96,3.36,11.04,-3.6,4.079999999999999,0.12,18.668533333333336,29.747250000000008,118.0,182.0,5,,,,,,
36,36,Good,18918.0,11.28,245.0,339.0,0.578982674165576,18918.0,165.532063455579,178.185800354267,0.101570903753097,0.692541326340791,0.0,0.066255255124921,0.124498551181482,5.23434151097348,1.03037741750205,0.256175530082301,3.60869355229606,0.485077297876751,0.506995034596277,Sec9,12,1,0.060641285280577,11.28,2.16,14.28,-9.12,3.0,0.12,20.99168333333333,16.75461666666667,263.0,364.0,6,,,,,,
37,37,Good,1847.0,13.32,57.0,168.0,0.268872216684472,1847.0,517.693986476467,40.9751317346041,0.064920845385806,0.28924704126291,0.012603632360002,0.062275493763514,0.03657977905208,5.31128168106079,0.710311158546276,0.804269301891327,3.74370851970854,0.043067871578156,0.633284644475059,Sec9,13,1,0.03731116266259,13.32,5.64,16.439999999999998,-7.680000000000001,3.119999999999997,0.12,17.056466666666672,43.70091666666667,104.0,194.0,7,,,,,,
38,38,Good,534.0,10.8,35.0,125.0,0.621118865666881,534.0,431.162902530123,34.5956811173299,0.053587777461898,0.204957729393053,0.006119287760851,0.046957391660796,0.033780401142012,4.28371047973633,0.754508735078072,0.636028076004196,3.28987647674896,0.546390366932702,0.735425646342928,Sec9,2,1,0.128785350997975,10.8,6.12,13.44,-4.680000000000001,2.639999999999999,0.12,16.429650000000002,19.85278333333334,86.0,147.0,8,,,,,,
39,39,Good,2081.0,12.72,154.0,260.0,0.379307758839402,2081.0,692.816923275543,101.402702193201,0.071539831636468,0.754806650652275,0.0140413215958,0.05438372544092,0.096237622131329,5.49763859543845,1.33271202294358,0.504871986959582,4.43765560241256,0.771344866071429,0.883941529289124,Sec9,2,1,0.050019338898842,12.72,1.7999999999999998,14.16,-10.920000000000002,1.4399999999999995,0.12,25.54536666666668,28.006483333333343,169.0,272.0,9,,,,,,
