Frame,X,Y,Intensity_Corrected,Intensity_Raw
0,211.2249,239.5738,-7.4000,155.000
1,211.2249,239.5738,1.6167,159.667
2,211.2249,239.5738,2.8833,151.333
3,211.2249,239.5738,-5.0444,146.556
4,211.2249,239.5738,-0.3278,145.222
5,211.2249,239.5738,-5.7722,142.778
6,211.2249,239.5738,-0.9833,150.667
7,211.2249,239.5738,-2.2944,147.556
8,211.2249,239.5738,1.9722,149.222
9,211.2249,239.5738,4.2611,147.111
10,211.2249,239.5738,1.5667,153.667
11,211.2249,239.5738,-2.6722,146.778
12,211.2249,239.5738,2.3722,148.222
13,211.2249,239.5738,-8.9833,140.667
14,211.2249,239.5738,0.9667,147.667
15,211.2249,239.5738,-1.7611,142.889
16,211.2249,239.5738,-4.4278,145.222
17,211.2249,239.5738,-4.3222,141.778
18,211.2249,239.5738,-0.1056,146.444
19,211.2249,239.5738,-0.1944,146.556
20,211.2249,239.5738,-3.5500,145.000
21,211.2249,239.5738,0.5056,148.556
22,211.2249,239.5738,1.2222,146.222
23,211.2249,239.5738,-0.8222,147.778
24,211.2249,239.5738,1.1722,147.222
25,211.2249,239.5738,-4.3167,140.333
26,211.2249,239.5738,-5.2167,141.333
27,211.2249,239.5738,4.9944,150.444
28,211.2249,239.5738,4.0056,147.556
29,211.2249,239.5738,-1.5056,145.444
30,211.2249,239.5738,3.8444,150.444
31,211.2249,239.5738,-0.9056,150.444
32,211.2249,239.5738,-2.5389,146.111
33,211.2249,239.5738,-4.8111,141.889
34,211.2249,239.5738,-3.9500,145.000
35,211.2249,239.5738,-0.3111,143.889
36,211.2249,239.5738,5.0444,149.444
37,211.2249,239.5738,-1.9167,142.333
38,211.2249,239.5738,-2.6556,141.444
39,211.2249,239.5738,-0.4833,143.667
40,211.2249,239.5738,3.0167,144.667
41,211.2249,239.5738,0.2889,142.889
42,211.2249,239.5738,-3.3667,143.333
43,211.2249,239.5738,1.4333,143.333
44,211.2249,239.5738,-0.8444,141.556
45,211.2249,239.5738,-0.0389,144.111
46,211.2249,239.5738,1.9222,144.222
47,211.2249,239.5738,6.1389,147.889
48,211.2249,239.5738,-1.9111,143.889
49,211.2249,239.5738,2.1833,147.333
50,211.2249,239.5738,-2.8722,139.778
51,211.2249,239.5738,1.7056,145.556
52,211.2249,239.5738,-6.3111,140.889
53,211.2249,239.5738,0.3500,144.000
54,211.2249,239.5738,0.2000,143.000
55,211.2249,239.5738,5.9611,152.111
56,211.2249,239.5738,0.7111,148.111
57,211.2249,239.5738,-2.0500,144.000
58,211.2249,239.5738,1.8500,152.000
59,211.2249,239.5738,-1.2944,143.556
60,211.2249,239.5738,1.6000,147.000
61,211.2249,239.5738,-2.6333,142.667
62,211.2249,239.5738,-5.3889,144.111
63,211.2249,239.5738,0.6500,146.000
64,211.2249,239.5738,7.0500,149.000
65,211.2249,239.5738,-1.6889,141.111
66,211.2249,239.5738,-1.8667,144.333
67,211.2249,239.5738,5.7667,150.667
68,211.2249,239.5738,-5.0667,139.333
69,211.2249,239.5738,6.3833,151.333
70,211.2249,239.5738,3.3889,146.889
71,211.2249,239.5738,3.3167,146.667
72,211.2249,239.5738,-1.5222,144.778
73,211.2249,239.5738,-4.4778,139.222
74,211.2249,239.5738,2.1278,143.778
75,211.2249,239.5738,1.0889,144.889
76,211.2249,239.5738,-2.9167,146.333
77,211.2249,239.5738,4.7944,152.444
78,211.2249,239.5738,-3.0167,147.333
79,211.2249,239.5738,3.2444,151.444
80,211.2249,239.5738,4.3833,150.333
81,211.2249,239.5738,0.7944,150.444
82,211.2249,239.5738,-0.2333,145.667
83,211.2249,239.5738,-1.1667,143.333
84,211.2249,239.5738,2.7056,144.556
85,211.2249,239.5738,-3.8667,142.333
86,211.2249,239.5738,3.8111,149.111
87,211.2249,239.5738,-1.8000,143.000
88,211.2249,239.5738,-0.3889,146.111
89,211.2249,239.5738,-2.8222,141.778
90,211.2249,239.5738,0.0278,144.778
91,211.2249,239.5738,0.0722,144.222
92,211.2249,239.5738,-3.2000,142.000
93,211.2249,239.5738,-3.9000,141.000
94,211.2249,239.5738,-1.6111,142.889
95,211.2249,239.5738,-2.9444,141.556
96,211.2249,239.5738,-3.3222,149.778
97,211.2249,239.5738,1.8833,144.333
98,211.2249,239.5738,3.3222,147.222
99,211.2249,239.5738,4.1444,146.444
100,211.2249,239.5738,-0.7389,144.111
101,211.2249,239.5738,-2.9667,141.333
102,211.2249,239.5738,-1.0500,144.000
103,211.2249,239.5738,-4.6056,140.444
104,211.2249,239.5738,-2.8111,141.889
105,211.2249,239.5738,1.3167,139.667
106,211.2249,239.5738,-5.3000,137.000
107,211.2249,239.5738,-5.7111,139.889
108,211.2249,239.5738,-1.0056,141.444
109,211.2249,239.5738,9.2889,152.889
110,211.2249,239.5738,-0.4611,145.889
111,211.2249,239.5738,-1.8333,144.667
112,211.2249,239.5738,1.2167,144.667
113,211.2249,239.5738,1.9167,145.667
114,211.2249,239.5738,-4.6944,137.556
115,211.2249,239.5738,1.5722,144.222
116,211.2249,239.5738,0.3722,141.222
117,211.2249,239.5738,-1.5778,142.222
118,211.2249,239.5738,-1.0278,143.222
119,211.2249,239.5738,4.5667,145.667
120,211.2249,239.5738,-4.1611,142.889
121,211.2249,239.5738,1.1167,140.667
122,211.2249,239.5738,-1.4611,139.889
123,211.2249,239.5738,1.4778,144.778
124,211.2249,239.5738,-7.3000,132.000
125,211.2249,239.5738,-0.1667,140.333
126,211.2249,239.5738,-1.5611,137.889
127,211.2249,239.5738,-2.0167,141.333
128,211.2249,239.5738,-4.3389,137.111
129,211.2249,239.5738,0.6944,142.444
130,211.2249,239.5738,-3.3778,139.222
131,211.2249,239.5738,-5.2278,138.222
132,211.2249,239.5738,-5.3444,139.556
133,211.2249,239.5738,-3.6111,137.889
134,211.2249,239.5738,4.4167,142.667
135,211.2249,239.5738,-8.1889,132.111
136,211.2249,239.5738,0.2944,142.444
137,211.2249,239.5738,-1.2278,140.222
138,211.2249,239.5738,7.3000,145.000
139,211.2249,239.5738,4.9111,142.111
140,211.2249,239.5738,3.1000,147.000
141,211.2249,239.5738,-2.1722,142.778
142,211.2249,239.5738,-3.2444,140.556
143,211.2249,239.5738,-0.8611,142.889
144,211.2249,239.5738,-3.0389,139.111
145,211.2249,239.5738,-0.0389,139.111
146,211.2249,239.5738,-1.0833,139.667
147,211.2249,239.5738,0.1278,140.778
148,211.2249,239.5738,-3.1944,140.556
149,211.2249,239.5738,0.6444,138.444
150,211.2249,239.5738,-1.3944,139.556
151,211.2249,239.5738,2.4778,144.778
152,211.2249,239.5738,-3.7167,139.333
153,211.2249,239.5738,7.7833,147.333
154,211.2249,239.5738,3.3333,144.333
