Frame,X,Y,Intensity_Corrected,Intensity_Raw
0,381.1367,15.5906,5.5500,153.000
1,381.1367,15.5906,4.4778,146.778
2,381.1367,15.5906,0.4611,142.111
3,381.1367,15.5906,4.8556,143.556
4,381.1367,15.5906,7.7556,148.556
5,381.1367,15.5906,7.4556,144.556
6,381.1367,15.5906,6.2667,146.667
7,381.1367,15.5906,2.8444,142.444
8,381.1367,15.5906,8.3111,148.111
9,381.1367,15.5906,5.2833,145.333
10,381.1367,15.5906,7.3167,143.667
11,381.1367,15.5906,9.8389,145.889
12,381.1367,15.5906,-3.4444,139.556
13,381.1367,15.5906,14.6333,150.333
14,381.1367,15.5906,14.0444,153.444
15,381.1367,15.5906,12.6667,150.667
16,381.1367,15.5906,8.1944,142.444
17,381.1367,15.5906,11.3889,148.889
18,381.1367,15.5906,9.4056,148.556
19,381.1367,15.5906,4.8833,142.333
20,381.1367,15.5906,6.5889,145.889
21,381.1367,15.5906,5.9444,145.444
22,381.1367,15.5906,26.0611,161.111
23,381.1367,15.5906,5.2944,139.444
24,381.1367,15.5906,7.7889,142.889
25,381.1367,15.5906,18.6056,152.556
26,381.1367,15.5906,11.9722,145.222
27,381.1367,15.5906,7.7278,143.778
28,381.1367,15.5906,5.9222,145.222
29,381.1367,15.5906,13.0833,151.333
30,381.1367,15.5906,12.9167,150.667
31,381.1367,15.5906,8.5167,144.667
32,381.1367,15.5906,10.1444,146.444
33,381.1367,15.5906,11.4889,148.889
34,381.1367,15.5906,10.1056,147.556
35,381.1367,15.5906,5.8333,146.333
36,381.1367,15.5906,-0.2333,138.667
37,381.1367,15.5906,21.2444,155.444
38,381.1367,15.5906,7.8833,144.333
39,381.1367,15.5906,1.7722,141.222
40,381.1367,15.5906,8.2833,144.333
41,381.1367,15.5906,1.7500,139.000
42,381.1367,15.5906,-1.1889,137.111
43,381.1367,15.5906,9.3778,142.778
44,381.1367,15.5906,2.1000,137.000
45,381.1367,15.5906,5.3556,140.556
46,381.1367,15.5906,-1.1167,136.333
47,381.1367,15.5906,4.8611,139.111
48,381.1367,15.5906,6.6111,141.111
49,381.1367,15.5906,3.1944,136.444
50,381.1367,15.5906,2.0222,135.222
51,381.1367,15.5906,5.4556,139.556
52,381.1367,15.5906,1.9833,140.333
53,381.1367,15.5906,3.0056,138.556
54,381.1367,15.5906,-2.7333,135.667
55,381.1367,15.5906,7.0222,141.222
56,381.1367,15.5906,2.9778,138.778
57,381.1367,15.5906,4.5722,142.222
58,381.1367,15.5906,10.7611,144.111
59,381.1367,15.5906,1.0111,137.111
60,381.1367,15.5906,1.2778,138.778
61,381.1367,15.5906,0.1500,137.000
62,381.1367,15.5906,1.8556,134.556
63,381.1367,15.5906,3.2056,138.556
64,381.1367,15.5906,1.9611,134.111
65,381.1367,15.5906,3.5389,135.889
66,381.1367,15.5906,7.4222,140.222
67,381.1367,15.5906,6.8778,141.778
68,381.1367,15.5906,6.4333,138.333
69,381.1367,15.5906,2.7222,139.222
70,381.1367,15.5906,1.9333,138.333
71,381.1367,15.5906,2.3056,136.556
72,381.1367,15.5906,2.5500,139.000
73,381.1367,15.5906,3.3556,138.556
74,381.1367,15.5906,6.0333,140.333
75,381.1367,15.5906,2.2667,138.667
76,381.1367,15.5906,2.9667,139.667
77,381.1367,15.5906,-4.6056,128.444
78,381.1367,15.5906,3.7611,140.111
79,381.1367,15.5906,2.4667,135.667
80,381.1367,15.5906,5.7333,136.333
81,381.1367,15.5906,-1.5056,131.444
82,381.1367,15.5906,-0.8944,132.556
83,381.1367,15.5906,2.4778,134.778
84,381.1367,15.5906,4.9333,140.333
85,381.1367,15.5906,3.8111,135.111
86,381.1367,15.5906,2.1056,136.556
87,381.1367,15.5906,3.7778,133.778
88,381.1367,15.5906,3.0778,133.778
89,381.1367,15.5906,-1.2056,129.444
90,381.1367,15.5906,-0.9000,131.000
91,381.1367,15.5906,3.1389,131.889
92,381.1367,15.5906,0.0167,132.667
93,381.1367,15.5906,3.8500,134.000
94,381.1367,15.5906,-3.0056,127.444
95,381.1367,15.5906,-0.6111,133.889
96,381.1367,15.5906,-5.6500,131.000
97,381.1367,15.5906,7.2778,136.778
98,381.1367,15.5906,-1.4000,129.000
99,381.1367,15.5906,7.1556,137.556
100,381.1367,15.5906,-0.7611,133.889
101,381.1367,15.5906,-3.5500,131.000
102,381.1367,15.5906,1.4444,135.444
103,381.1367,15.5906,4.5056,137.556
104,381.1367,15.5906,4.9722,138.222
105,381.1367,15.5906,4.2667,135.667
106,381.1367,15.5906,-3.9333,131.667
107,381.1367,15.5906,1.5500,131.000
108,381.1367,15.5906,1.7889,133.889
109,381.1367,15.5906,-1.5222,128.778
110,381.1367,15.5906,7.3556,136.556
111,381.1367,15.5906,8.5111,141.111
112,381.1367,15.5906,1.0278,136.778
113,381.1367,15.5906,-1.4889,134.111
114,381.1367,15.5906,-1.8222,131.778
115,381.1367,15.5906,3.8111,136.111
116,381.1367,15.5906,-3.9056,130.444
117,381.1367,15.5906,0.5944,132.444
118,381.1367,15.5906,3.4500,134.000
119,381.1367,15.5906,-0.1111,132.889
120,381.1367,15.5906,2.6778,133.778
121,381.1367,15.5906,-2.6944,127.556
122,381.1367,15.5906,5.9222,136.222
123,381.1367,15.5906,1.3722,132.222
124,381.1367,15.5906,5.8778,134.778
125,381.1367,15.5906,-2.9556,130.444
126,381.1367,15.5906,8.2667,139.667
127,381.1367,15.5906,-3.8556,129.444
128,381.1367,15.5906,-1.5833,125.667
129,381.1367,15.5906,1.5500,132.000
130,381.1367,15.5906,0.0611,132.111
131,381.1367,15.5906,-3.7389,132.111
132,381.1367,15.5906,2.0667,134.667
133,381.1367,15.5906,-3.6833,133.667
134,381.1367,15.5906,-3.3556,132.444
135,381.1367,15.5906,-3.2278,130.222
136,381.1367,15.5906,-1.9056,133.444
137,381.1367,15.5906,4.8167,134.667
138,381.1367,15.5906,5.8500,136.000
139,381.1367,15.5906,-2.7556,128.444
140,381.1367,15.5906,7.3389,139.889
141,381.1367,15.5906,-0.6778,134.222
142,381.1367,15.5906,5.4222,135.222
143,381.1367,15.5906,8.3000,137.000
144,381.1367,15.5906,3.3444,135.444
145,381.1367,15.5906,0.8278,132.778
146,381.1367,15.5906,0.9222,130.222
147,381.1367,15.5906,-0.1611,131.889
148,381.1367,15.5906,-2.3222,129.778
149,381.1367,15.5906,-1.0500,131.000
150,381.1367,15.5906,2.7722,137.222
151,381.1367,15.5906,-2.3833,130.667
152,381.1367,15.5906,-1.9556,130.444
153,381.1367,15.5906,2.7278,137.778
154,381.1367,15.5906,-6.2222,128.778
155,381.1367,15.5906,-0.6056,130.444
156,381.1367,15.5906,1.6944,132.444
157,381.1367,15.5906,0.8000,134.000
158,381.1367,15.5906,3.7222,133.222
159,381.1367,15.5906,5.4611,135.111
160,381.1367,15.5906,-7.5111,122.889
161,381.1367,15.5906,5.5333,132.333
162,381.1367,15.5906,-2.9111,129.889
163,381.1367,15.5906,0.2722,132.222
164,381.1367,15.5906,-1.4778,132.222
165,381.1367,15.5906,2.9944,134.444
166,381.1367,15.5906,-0.6833,130.667
167,381.1367,15.5906,-2.3167,131.333
168,381.1367,15.5906,7.6500,140.000
169,381.1367,15.5906,4.2222,134.222
170,381.1367,15.5906,6.5056,138.556
171,381.1367,15.5906,9.7611,140.111
172,381.1367,15.5906,4.6000,136.000
173,381.1367,15.5906,-1.3778,133.222
174,381.1367,15.5906,7.4111,136.111
175,381.1367,15.5906,1.4722,134.222
176,381.1367,15.5906,2.9278,136.778
177,381.1367,15.5906,-0.2056,132.444
178,381.1367,15.5906,6.0778,135.778
179,381.1367,15.5906,5.0833,137.333
180,381.1367,15.5906,-0.0056,133.444
181,381.1367,15.5906,6.4389,141.889
182,381.1367,15.5906,1.7944,134.444
183,381.1367,15.5906,13.0278,144.778
184,380.9964,15.5759,5.3056,133.556
185,380.8400,15.6295,8.5056,139.556
186,380.7160,15.6825,10.6778,144.778
187,380.6561,15.7154,9.4556,138.556
188,380.5818,15.6988,7.1611,135.111
189,380.4755,15.9157,8.9944,142.444
190,380.4668,15.9335,6.4444,135.444
191,380.4869,15.9035,0.3389,130.889
192,380.6488,15.7568,10.0611,142.111
193,380.7034,15.7670,11.1611,139.111
194,380.7218,15.7708,-0.3000,129.000
195,380.7350,15.7484,3.6611,134.111
196,380.6811,15.6053,9.3944,137.444
197,380.6047,15.4469,8.9444,139.444
198,380.6047,15.4469,7.8667,138.667
199,380.5772,15.4717,8.1500,139.000
200,380.5782,15.3932,6.0000,137.000
201,380.6571,15.3901,7.5722,138.222
202,380.6571,15.3901,5.5111,136.111
203,380.6571,15.3901,5.6833,136.333
204,380.7455,15.4630,6.9667,140.667
205,380.7713,15.4602,6.8833,139.333
206,380.8097,15.5069,8.7389,140.889
207,380.6399,15.6527,6.1444,140.444
208,380.5756,15.7325,5.2056,138.556
209,380.5194,15.8610,7.9111,141.111
210,380.3168,15.8840,5.0778,135.778
211,380.2331,15.9289,11.8611,143.111
212,380.2442,15.9378,3.3722,135.222
213,380.3181,15.9443,8.5444,139.444
214,380.4170,15.9366,10.8056,141.556
215,380.6193,15.9682,-0.8556,133.444
216,380.7634,15.9066,9.3111,139.111
217,380.8960,15.7921,1.3722,134.222
218,380.9832,15.7395,5.8611,134.111
219,380.9534,15.6602,7.3889,142.889
220,380.9474,15.7338,2.9000,137.000
221,380.8455,15.8581,0.5500,133.000
222,380.8455,15.8581,8.4278,137.778
223,380.8455,15.8581,6.7111,139.111
224,380.8455,15.8581,-2.4611,129.889
225,380.8455,15.8581,0.0556,138.556
226,380.8455,15.8581,2.4167,133.667
227,380.8455,15.8581,5.0667,134.667
228,380.8455,15.8581,3.6278,134.778
