Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
193.1111,168.3333,168.3333,11.0611,-0.0667,-0.0667,0.5910,0.9411,0.9411,-0.3200,1.0112,1.0112,0
209.4444,171.2222,171.2222,17.5444,-6.1778,-6.1778,3.3543,0.6200,0.6200,1.5133,-0.5756,-0.5756,1
196.3333,152.6667,152.6667,12.5833,-12.7333,-12.7333,2.0555,-1.9804,-1.9804,1.7517,-1.5055,-1.5055,2
205.5556,161.0000,161.0000,14.9556,-5.1500,-5.1500,3.2940,-0.5397,-0.5397,2.3308,-0.6730,-0.6730,3
214.0000,162.2222,162.2222,28.0500,-6.9778,-6.9778,4.0011,-0.6418,-0.6418,3.6879,-1.0209,-1.0209,4
197.4444,173.4444,173.4444,7.6444,0.2944,0.2944,2.0390,0.6311,0.6311,0.9296,0.0732,0.0732,5
203.4444,171.0000,171.0000,17.6944,-4.8000,-4.8000,3.1484,0.6795,0.6795,2.3995,-0.1102,-0.1102,6
202.5556,168.7778,168.7778,12.7056,-5.3222,-5.3222,3.3160,0.0140,0.0140,2.0392,-0.7964,-0.7964,7
206.6667,177.1111,177.1111,17.7167,9.5611,9.5611,3.7140,2.3687,2.3687,2.5813,2.5966,2.5966,8
203.6667,172.7778,172.7778,8.2667,2.2778,2.2778,2.5671,0.1962,0.1962,0.2000,-0.3200,-0.3200,9
202.3333,175.0000,175.0000,4.4333,0.2000,0.2000,0.7923,0.4278,0.4278,-0.7953,-0.1910,-0.1910,10
219.7778,169.7778,169.7778,25.4278,-11.2222,-11.2222,4.1714,-1.3062,-1.3062,2.7310,-2.7967,-2.7967,11
211.4444,167.8889,167.8889,24.5444,-7.0111,-7.0111,3.3157,-0.1981,-0.1981,2.4236,-1.0191,-1.0191,12
195.7778,165.6667,165.6667,3.2278,-1.3333,-1.3333,1.6894,-1.2432,-1.2432,0.0864,-1.1802,-1.1802,13
203.5556,168.0000,168.0000,16.7056,-3.2500,-3.2500,3.4801,-0.0280,-0.0280,2.5999,-0.6778,-0.6778,14
207.6667,167.3333,167.3333,23.0167,-7.0667,-7.0667,3.8494,0.2744,0.2744,2.5486,-0.4699,-0.4699,15
208.5556,158.7778,158.7778,25.0556,-11.0722,-11.0722,3.2841,-0.9330,-0.9330,2.8831,-1.1759,-1.1759,16
200.2222,158.2222,158.2222,16.7222,-11.7278,-11.7278,2.2562,-0.8963,-0.8963,2.2334,-1.3014,-1.3014,17
207.8889,158.3333,158.3333,22.5889,-15.0667,-15.0667,3.7858,-2.6202,-2.6202,3.6296,-3.3059,-3.3059,18
199.3333,159.0000,159.0000,16.3833,-11.1000,-11.1000,2.6626,-1.3353,-1.3353,1.5638,-2.0742,-2.0742,19
193.3333,159.4444,159.4444,9.4333,-11.9556,-11.9556,2.1088,-0.2676,-0.2676,1.0552,-0.8397,-0.8397,20
188.3333,162.0000,162.0000,-6.1167,-3.6000,-3.6000,1.3138,0.1558,0.1558,-0.5363,-0.5071,-0.5071,21
194.8889,168.5556,168.5556,11.1389,-1.1944,-1.1944,2.2148,0.5443,0.5443,1.6568,-0.0969,-0.0969,22
207.6667,171.5556,171.5556,13.2667,1.6056,1.6056,3.6846,0.7595,0.7595,1.4087,0.3100,0.3100,23
194.6667,159.3333,159.3333,9.4167,-8.2167,-8.2167,2.0270,-0.7249,-0.7249,1.3311,-1.0803,-1.0803,24
199.7778,161.2222,161.2222,12.0778,-6.5778,-6.5778,3.3505,-0.5341,-0.5341,2.2595,-1.3046,-1.3046,25
188.6667,164.6667,164.6667,4.7667,-2.2833,-2.2833,1.3917,-0.0424,-0.0424,0.4434,-0.4016,-0.4016,26
207.6667,161.5556,161.5556,16.5167,-5.9944,-5.9944,4.2419,-0.7920,-0.7920,2.9130,-0.8935,-0.8935,27
198.8889,175.7778,175.7778,11.0889,-0.4222,-0.4222,2.6060,2.4878,2.4878,1.0047,0.8526,0.8526,28
221.2222,180.5556,180.5556,30.1722,6.1556,6.1556,6.0343,3.0527,3.0527,4.2777,2.0102,2.0102,29
189.8889,175.1111,175.1111,0.2389,4.1111,4.1111,0.5286,2.2189,2.2189,-0.5335,2.0017,2.0017,30
210.0000,170.6667,170.6667,15.4500,2.1167,2.1167,3.4316,-0.3498,-0.3498,1.7933,-0.5723,-0.5723,31
197.5556,173.6667,173.6667,1.5056,-0.5833,-0.5833,1.4287,0.1157,0.1157,-0.7390,-0.6668,-0.6668,32
190.8889,168.7778,168.7778,-9.8611,-4.0222,-4.0222,-0.4949,-0.3219,-0.3219,-2.7142,-0.6558,-0.6558,33
212.2222,176.3333,176.3333,17.4722,0.0833,0.0833,4.2622,1.2589,1.2589,2.3774,0.3759,0.3759,34
194.4444,178.7778,178.7778,5.2944,8.7278,8.7278,3.5646,1.9348,1.9348,2.1556,1.4813,1.4813,35
