,Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,165.1111,165.1111,165.1111,-0.4389,-0.4389,-0.4389,0.819,0.819,0.819,0.9758,0.9758,0.9758,1.0
2,160.0,160.0,160.0,-5.55,-5.55,-5.55,-0.2769,-0.2769,-0.2769,-0.6471,-0.6471,-0.6471,2.0
3,156.8889,156.8889,156.8889,-9.4111,-9.4111,-9.4111,-1.3771,-1.3771,-1.3771,-2.1261,-2.1261,-2.1261,3.0
4,164.4444,164.4444,164.4444,-0.3056,-0.3056,-0.3056,1.1665,1.1665,1.1665,0.5049,0.5049,0.5049,4.0
5,162.8889,162.8889,162.8889,0.7889,0.7889,0.7889,0.2671,0.2671,0.2671,0.0256,0.0256,0.0256,5.0
6,171.3333,171.3333,171.3333,9.4333,9.4333,9.4333,2.0445,2.0445,2.0445,1.7367,1.7367,1.7367,6.0
7,171.2222,171.2222,171.2222,3.0722,3.0722,3.0722,1.765,1.765,1.765,1.3374,1.3374,1.3374,7.0
8,162.6667,162.6667,162.6667,-7.2833,-7.2833,-7.2833,-0.3876,-0.3876,-0.3876,-1.346,-1.346,-1.346,8.0
9,155.6667,155.6667,155.6667,-13.3833,-13.3833,-13.3833,-1.1918,-1.1918,-1.1918,-1.7215,-1.7215,-1.7215,9.0
10,160.5556,160.5556,160.5556,3.6556,3.6556,3.6556,0.8591,0.8591,0.8591,0.888,0.888,0.888,10.0
11,156.5556,156.5556,156.5556,-1.6444,-1.6444,-1.6444,0.1628,0.1628,0.1628,-0.2361,-0.2361,-0.2361,11.0
12,159.5556,159.5556,159.5556,-3.0444,-3.0444,-3.0444,-0.4153,-0.4153,-0.4153,-1.2428,-1.2428,-1.2428,12.0
13,148.1111,148.1111,148.1111,-18.0389,-18.0389,-18.0389,-1.7713,-1.7713,-1.7713,-2.4453,-2.4453,-2.4453,13.0
14,167.5556,167.5556,167.5556,1.6556,1.6556,1.6556,0.9006,0.9006,0.9006,0.679,0.679,0.679,14.0
15,160.6667,160.6667,160.6667,2.1167,2.1167,2.1167,0.7009,0.7009,0.7009,0.6075,0.6075,0.6075,15.0
16,155.7778,155.7778,155.7778,-1.8722,-1.8722,-1.8722,-0.993,-0.993,-0.993,-0.997,-0.997,-0.997,16.0
17,150.0,150.0,150.0,-10.85,-10.85,-10.85,-0.7393,-0.7393,-0.7393,-1.1814,-1.1814,-1.1814,17.0
18,147.5556,147.5556,147.5556,-13.8944,-13.8944,-13.8944,-1.7524,-1.7524,-1.7524,-1.7723,-1.7723,-1.7723,18.0
19,146.1111,146.1111,146.1111,-6.7889,-6.7889,-6.7889,-1.7088,-1.7088,-1.7088,-1.3785,-1.3785,-1.3785,19.0
20,173.1111,173.1111,173.1111,15.6611,15.6611,15.6611,3.0022,3.0022,3.0022,2.9921,2.9921,2.9921,20.0
21,154.0,154.0,154.0,-10.5,-10.5,-10.5,-0.4331,-0.4331,-0.4331,-1.1234,-1.1234,-1.1234,21.0
22,154.3333,154.3333,154.3333,-2.8167,-2.8167,-2.8167,-1.289,-1.289,-1.289,-0.8675,-0.8675,-0.8675,22.0
23,161.3333,161.3333,161.3333,4.8833,4.8833,4.8833,0.6398,0.6398,0.6398,0.3835,0.3835,0.3835,23.0
24,146.0,146.0,146.0,-9.6,-9.6,-9.6,-1.5488,-1.5488,-1.5488,-1.2887,-1.2887,-1.2887,24.0
25,154.6667,154.6667,154.6667,3.5667,3.5667,3.5667,0.0389,0.0389,0.0389,0.4848,0.4848,0.4848,25.0
26,160.1111,160.1111,160.1111,4.5111,4.5111,4.5111,0.9927,0.9927,0.9927,1.3764,1.3764,1.3764,26.0
27,154.8889,154.8889,154.8889,-11.5111,-11.5111,-11.5111,-0.3278,-0.3278,-0.3278,-0.9356,-0.9356,-0.9356,27.0
28,156.4444,156.4444,156.4444,2.2944,2.2944,2.2944,-1.0714,-1.0714,-1.0714,-0.2463,-0.2463,-0.2463,28.0
29,158.0,158.0,158.0,-0.25,-0.25,-0.25,0.2232,0.2232,0.2232,0.509,0.509,0.509,29.0
30,156.6667,156.6667,156.6667,-2.9333,-2.9333,-2.9333,0.3021,0.3021,0.3021,0.0971,0.0971,0.0971,30.0
31,155.8889,155.8889,155.8889,-1.3611,-1.3611,-1.3611,0.7389,0.7389,0.7389,0.7047,0.7047,0.7047,31.0
32,165.5556,165.5556,165.5556,-0.3444,-0.3444,-0.3444,1.6841,1.6841,1.6841,0.3168,0.3168,0.3168,32.0
33,151.1111,151.1111,151.1111,-13.1889,-13.1889,-13.1889,-0.8647,-0.8647,-0.8647,-1.9637,-1.9637,-1.9637,33.0
34,153.6667,153.6667,153.6667,-3.2833,-3.2833,-3.2833,0.1849,0.1849,0.1849,-0.3999,-0.3999,-0.3999,34.0
35,155.7778,155.7778,155.7778,2.6778,2.6778,2.6778,0.5066,0.5066,0.5066,0.4599,0.4599,0.4599,35.0
