Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
171.0000,156.5556,156.5556,15.3000,-4.7444,-4.7444,2.3395,0.3453,0.3453,1.4496,-0.9137,-0.9137,0
151.1111,146.8889,146.8889,-1.7889,-8.9111,-8.9111,-0.6427,-0.4802,-0.4802,-1.0458,-0.6369,-0.6369,1
158.8889,160.0000,160.0000,-2.5111,2.7500,2.7500,1.0764,1.3801,1.3801,-0.2256,0.1961,0.1961,2
174.0000,169.1111,169.1111,19.3000,16.0611,16.0611,3.2418,3.0487,3.0487,3.2359,2.7568,2.7568,3
160.3333,157.1111,157.1111,5.0833,0.4111,0.4111,0.0983,0.3024,0.3024,0.1214,-0.2262,-0.2262,4
163.2222,165.7778,165.7778,4.9722,11.4778,11.4778,1.0465,2.6552,2.6552,-0.3188,1.6386,1.6386,5
167.0000,160.1111,160.1111,7.5000,3.5611,3.5611,1.9720,2.2194,2.2194,1.1502,1.6440,1.6440,6
161.7778,160.5556,160.5556,-0.6222,8.1056,8.1056,0.8871,1.2714,1.2714,-0.2560,0.4494,0.4494,7
158.1111,161.1111,161.1111,2.6111,8.6611,8.6611,0.9936,1.9244,1.9244,0.5424,1.4749,1.4749,8
163.4444,157.3333,157.3333,7.7444,0.3833,0.3833,1.3200,1.0892,1.0892,0.7508,0.1491,0.1491,9
161.8889,161.3333,161.3333,7.3889,5.0833,5.0833,1.1717,2.0964,2.0964,0.6836,1.7252,1.7252,10
159.7778,159.7778,159.7778,5.2778,10.7778,10.7778,1.0692,1.3576,1.3576,0.4839,1.0842,1.0842,11
152.0000,150.2222,150.2222,0.1000,-0.6778,-0.6778,-0.4756,0.3826,0.3826,-0.6568,0.1848,0.1848,12
170.8889,168.2222,168.2222,16.8889,15.2722,15.2722,2.8978,2.8010,2.8010,2.6616,2.1629,2.1629,13
165.4444,162.8889,162.8889,1.5944,5.0889,5.0889,1.2354,1.3862,1.3862,0.0594,0.4576,0.4576,14
172.7778,170.7778,170.7778,13.8778,18.9278,18.9278,2.7060,3.4236,3.4236,2.6704,3.3156,3.3156,15
165.4444,160.5556,160.5556,-0.5556,-0.2944,-0.2944,1.2423,1.8184,1.8184,-0.4438,0.5791,0.5791,16
166.8889,160.1111,160.1111,-0.9611,-4.7389,-4.7389,1.0054,0.5063,0.5063,-0.5437,-0.9664,-0.9664,17
167.2222,159.0000,159.0000,6.0222,1.0500,1.0500,0.8321,0.7259,0.7259,-0.0173,-0.2386,-0.2386,18
162.1111,155.0000,155.0000,5.4611,2.6500,2.6500,0.8420,0.8490,0.8490,0.6857,0.6945,0.6945,19
167.4444,163.3333,163.3333,7.1444,6.9333,6.9333,1.9120,1.6333,1.6333,0.9613,0.8697,0.8697,20
160.1111,154.1111,154.1111,9.3611,2.9111,2.9111,1.1738,1.0785,1.0785,0.7991,0.4814,0.4814,21
163.0000,156.1111,156.1111,4.4500,-4.0889,-4.0889,1.1795,1.1975,1.1975,0.1109,0.0699,0.0699,22
160.2222,155.6667,155.6667,5.4722,6.3167,6.3167,0.0870,0.3167,0.3167,0.0263,0.7424,0.7424,23
