Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
118.5556,201.3333,201.3333,-3.5444,-3.4167,-3.4167,-0.6500,0.4074,0.4074,-0.6473,-0.9447,-0.9447,0
120.2222,201.1111,201.1111,-1.2278,0.0611,0.0611,-0.4695,-0.5032,-0.5032,-0.5361,-1.1527,-1.1527,1
119.3333,185.6667,185.6667,-7.8667,-10.6833,-10.6833,-0.6048,-2.0943,-2.0943,-1.0627,-2.7891,-2.7891,2
122.1111,199.4444,199.4444,-1.4889,0.0444,0.0444,-0.0287,0.2552,0.2552,-0.1394,-0.8922,-0.8922,3
119.8889,191.2222,191.2222,-3.1111,2.1722,2.1722,-0.6744,-0.5776,-0.5776,-0.6856,-1.2193,-1.2193,4
119.2222,193.7778,193.7778,-3.3278,-5.1222,-5.1222,-0.7321,-0.6035,-0.6035,-0.7625,-1.6031,-1.6031,5
123.2222,191.4444,191.4444,-1.7778,3.7944,3.7944,-0.0196,0.3437,0.3437,-0.3384,0.0117,0.0117,6
121.6667,196.5556,196.5556,-3.5333,3.4056,3.4056,-0.2460,0.5648,0.5648,-0.5485,-0.2415,-0.2415,7
120.4444,191.1111,191.1111,-1.3556,-0.8389,-0.8389,-0.2658,-0.2773,-0.2773,-0.3542,-0.8759,-0.8759,8
119.5556,187.2222,187.2222,-3.7444,1.9222,1.9222,-0.5780,-0.5256,-0.5256,-0.8869,-0.9404,-0.9404,9
123.4444,184.1111,184.1111,-1.0056,-4.3889,-4.3889,0.3379,-1.3085,-1.3085,0.1610,-1.8440,-1.8440,10
120.6667,192.4444,192.4444,0.8167,-4.8056,-4.8056,-0.5110,-0.7235,-0.7235,-0.1684,-2.0469,-2.0469,11
118.3333,182.0000,182.0000,-6.4167,-9.3000,-9.3000,-0.5966,-2.1052,-2.1052,-0.8450,-2.7368,-2.7368,12
120.2222,185.3333,185.3333,-0.9778,-3.9167,-3.9167,-0.3933,-0.5494,-0.5494,-0.3058,-1.0962,-1.0962,13
116.3333,198.3333,198.3333,-5.1667,4.4833,4.4833,-0.9794,1.1861,1.1861,-1.0403,0.2970,0.2970,14
118.0000,190.5556,190.5556,-1.6000,3.8556,3.8556,-0.5528,-0.3455,-0.3455,-0.2868,-0.8256,-0.8256,15
117.4444,192.7778,192.7778,-4.8556,-3.7722,-3.7722,-0.6477,-0.1380,-0.1380,-0.6616,-1.4187,-1.4187,16
118.4444,184.7778,184.7778,-5.8556,-5.5722,-5.5722,-0.5673,-0.5358,-0.5358,-0.6744,-1.1487,-1.1487,17
120.0000,192.2222,192.2222,-1.4500,3.6722,3.6722,-0.3104,-0.3604,-0.3604,-0.4114,-0.5831,-0.5831,18
121.6667,181.5556,181.5556,2.6167,-3.0944,-3.0944,0.1947,-1.1651,-1.1651,0.3874,-1.3563,-1.3563,19
117.6667,185.5556,185.5556,-3.3333,-4.4444,-4.4444,-0.5929,-1.7029,-1.7029,-0.5963,-2.4280,-2.4280,20
123.3333,183.4444,183.4444,1.8833,-9.3556,-9.3556,0.3664,-1.7138,-1.7138,0.4678,-2.5544,-2.5544,21
120.7778,180.7778,180.7778,-4.4722,-12.7222,-12.7222,-0.4836,-2.6423,-2.6423,-0.7193,-3.5868,-3.5868,22
120.2222,180.3333,180.3333,0.4222,-2.3167,-2.3167,-0.2108,-1.5139,-1.5139,-0.1622,-1.5550,-1.5550,23
124.7778,191.0000,191.0000,3.8778,1.7500,1.7500,0.1544,-0.6685,-0.6685,0.6322,-1.3148,-1.3148,24
118.7778,186.3333,186.3333,-2.0722,-7.4667,-7.4667,-0.6626,-0.6853,-0.6853,-0.6696,-1.6678,-1.6678,25
126.4444,187.5556,187.5556,3.6944,0.0056,0.0056,0.6978,0.7078,0.7078,0.8439,0.2202,0.2202,26
118.0000,196.1111,196.1111,-4.9500,2.1111,2.1111,-0.7318,0.7613,0.7613,-0.7810,-0.1850,-0.1850,27
118.5556,184.4444,184.4444,-5.8444,-10.4056,-10.4056,-0.5230,-1.2609,-1.2609,-0.8642,-2.5147,-2.5147,28
