,Mean_X,Intensity_Raw,Mean_Xt,Mean_BG_X,Intensity_Corrected,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
0,159.1111,153.6667,153.6667,4.2611,2.0667,2.0667,0.4703,-0.7592,-0.7592,0.7424,-0.3748,-0.3748,0
1,161.4444,155.3333,155.3333,4.6444,5.7333,5.7333,0.1627,0.1158,0.1158,0.6195,0.8675,0.8675,1
2,155.6667,150.5556,150.5556,-4.0333,-0.9444,-0.9444,-0.3454,-0.5206,-0.5206,-0.5985,-0.2775,-0.2775,2
3,164.0,159.3333,159.3333,5.6,8.9333,8.9333,1.8449,1.7387,1.7387,1.6432,1.7277,1.7277,3
4,158.0,153.7778,153.7778,1.75,6.2278,6.2278,0.6515,-0.2382,-0.2382,0.4858,0.4167,0.4167,4
5,158.2222,157.8889,157.8889,4.1722,9.0889,9.0889,0.2597,0.8603,0.8603,0.9034,1.8338,1.8338,5
6,167.3333,154.0,154.0,10.9333,4.2,4.2,2.2214,0.6058,0.6058,1.9037,0.7196,0.7196,6
7,154.2222,152.0,152.0,1.2722,8.6,8.6,-0.0114,-0.4025,-0.4025,0.2489,0.2687,0.2687,7
8,156.2222,152.4444,152.4444,-0.7278,4.3444,4.3444,-0.1278,-0.4568,-0.4568,-0.1233,0.1293,0.1293,8
9,158.2222,149.8889,149.8889,3.3222,-1.8611,-1.8611,1.1748,0.0873,0.0873,0.7366,0.0172,0.0172,9
10,151.1111,143.5556,143.5556,2.6611,4.0056,4.0056,-0.4002,-1.1396,-1.1396,0.4528,-0.2948,-0.2948,10
11,163.6667,160.3333,160.3333,7.8167,12.0833,12.0833,1.9487,2.1564,2.1564,1.5828,2.3237,2.3237,11
12,143.5556,142.8889,142.8889,-7.6444,-4.6611,-4.6611,-1.2782,-0.8966,-0.8966,-0.8434,-0.3607,-0.3607,12
13,151.1111,148.7778,148.7778,3.7611,4.1778,4.1778,-0.0371,-0.1776,-0.1776,0.6908,0.4113,0.4113,13
14,155.5556,151.2222,151.2222,6.3056,8.6722,8.6722,1.1545,0.5538,0.5538,1.9342,1.6759,1.6759,14
15,148.3333,147.0,147.0,-5.3667,-5.4,-5.4,0.0551,-0.2288,-0.2288,-0.4634,-0.4683,-0.4683,15
16,152.0,147.6667,147.6667,3.55,5.3167,5.3167,-0.0656,0.0218,0.0218,0.6081,0.8375,0.8375,16
17,149.8889,149.6667,149.6667,-10.2111,-2.9333,-2.9333,0.0829,0.2155,0.2155,-1.1871,-0.2741,-0.2741,17
18,153.6667,151.3333,151.3333,0.4667,8.3833,8.3833,0.8872,0.0542,0.0542,1.0231,1.0602,1.0602,18
19,155.6667,148.0,148.0,4.7667,2.5,2.5,0.6663,-0.1718,-0.1718,0.7981,0.361,0.361,19
20,156.6667,157.0,157.0,2.1667,8.65,8.65,0.6768,0.9646,0.9646,0.6952,1.1727,1.1727,20
21,147.5556,140.6667,140.6667,2.6556,-5.8333,-5.8333,-0.128,-1.0999,-1.0999,0.3625,-0.682,-0.682,21
22,148.4444,140.3333,140.3333,-2.8056,-7.4167,-7.4167,-0.0815,-0.5352,-0.5352,0.1582,-0.4892,-0.4892,22
23,154.3333,154.4444,154.4444,-2.6667,2.9444,2.9444,0.5712,0.7254,0.7254,0.4323,0.9789,0.9789,23
24,151.2222,149.6667,149.6667,3.3222,5.4667,5.4667,0.6642,0.5693,0.5693,1.4451,1.2018,1.2018,24
25,145.0,140.6667,140.6667,-5.9,-3.7333,-3.7333,-0.1672,-0.7771,-0.7771,0.2166,-0.0564,-0.0564,25
26,160.0,151.5556,151.5556,3.45,1.6556,1.6556,1.0274,0.1312,0.1312,0.8351,0.2387,0.2387,26
27,143.2222,141.6667,141.6667,-6.2278,-3.6833,-3.6833,-1.2678,-1.6344,-1.6344,-1.1872,-1.181,-1.181,27
28,150.5556,153.8889,153.8889,0.7556,6.5389,6.5389,0.295,0.4203,0.4203,0.3606,1.0441,1.0441,28
29,157.2222,155.0,155.0,7.4222,9.85,9.85,1.5295,1.1425,1.1425,1.9548,1.5496,1.5496,29
30,149.2222,142.0,142.0,-3.6278,-8.6,-8.6,-0.4129,-1.3743,-1.3743,-0.4483,-1.5236,-1.5236,30
31,156.8889,160.1111,160.1111,-0.6111,8.1111,8.1111,1.2664,2.1409,2.1409,0.8649,1.6768,1.6768,31
32,161.0,155.6667,155.6667,10.7,5.0667,5.0667,2.136,1.7235,1.7235,2.4096,1.8588,1.8588,32
33,159.8889,151.5556,151.5556,8.6889,6.8056,6.8056,2.4529,1.2625,1.2625,2.2218,1.48,1.48,33
34,147.0,147.1111,147.1111,1.15,6.4111,6.4111,-0.2332,-0.4158,-0.4158,0.2822,0.6522,0.6522,34
35,153.8889,154.4444,154.4444,5.0389,12.8944,12.8944,0.5604,0.9707,0.9707,0.9941,1.511,1.511,35
36,151.5556,149.0,149.0,3.1056,1.05,1.05,1.1024,0.7128,0.7128,1.0127,0.5599,0.5599,36
37,146.8889,144.3333,144.3333,-5.1111,-5.5167,-5.5167,-0.357,-0.9355,-0.9355,-0.5392,-1.1465,-1.1465,37
38,162.5556,151.8889,151.8889,11.0556,-2.3611,-2.3611,1.0791,0.5964,0.5964,0.6609,0.167,0.167,38
39,157.6667,155.1111,155.1111,7.2667,8.5111,8.5111,1.5347,1.5152,1.5152,1.9123,1.7584,1.7584,39
40,158.1111,157.0,157.0,10.5611,10.9,10.9,1.1737,1.1706,1.1706,1.7532,1.6245,1.6245,40
41,158.8889,154.0,154.0,9.5389,5.85,5.85,2.397,2.2037,2.2037,2.5585,2.2472,2.2472,41
42,165.3333,157.4444,157.4444,10.6833,1.6944,1.6944,3.2915,2.6328,2.6328,2.5247,1.7024,1.7024,42
43,157.7778,153.5556,153.5556,7.2778,8.7056,8.7056,1.8678,1.5101,1.5101,1.5053,1.6486,1.6486,43
44,161.2222,160.5556,160.5556,9.0722,12.8556,12.8556,2.4784,2.859,2.859,2.4388,2.7326,2.7326,44
45,149.1111,148.5556,148.5556,-2.3389,5.1056,5.1056,0.7639,0.9015,0.9015,0.6634,1.2114,1.2114,45
46,153.7778,147.7778,147.7778,6.6278,4.0778,4.0778,1.4483,0.771,0.771,1.1567,0.778,0.778,46
47,161.5556,157.3333,157.3333,12.7556,11.5333,11.5333,2.8513,2.0351,2.0351,3.0973,2.2583,2.2583,47
48,167.1111,153.5556,153.5556,17.1111,6.7556,6.7556,3.4072,1.3645,1.3645,3.5235,1.6163,1.6163,48
49,167.0,156.4444,156.4444,19.7,5.9444,5.9444,3.084,2.2818,2.2818,3.4061,2.052,2.052,49
50,152.1111,145.5556,145.5556,2.9611,0.1556,0.1556,0.8588,-0.1796,-0.1796,1.0585,0.1388,0.1388,50
51,161.1111,156.7778,156.7778,11.3111,10.7278,10.7278,3.3259,1.6051,1.6051,3.6651,1.7372,1.7372,51
52,155.5556,153.1111,153.1111,7.4556,4.2611,4.2611,0.7183,1.3831,1.3831,0.71,1.3943,1.3943,52
53,172.2222,154.5556,154.5556,24.5722,7.4056,7.4056,4.0605,1.9362,1.9362,4.5341,2.2492,2.2492,53
54,167.4444,160.0,160.0,15.7444,8.4,8.4,3.2759,2.9452,2.9452,3.1827,2.7343,2.7343,54
55,163.7778,161.2222,161.2222,9.7278,9.7722,9.7722,2.8797,2.0878,2.0878,2.4916,1.5996,1.5996,55
56,159.5556,159.5556,159.5556,8.1556,8.1556,8.1556,2.6105,2.6105,2.6105,2.0402,2.0402,2.0402,56
57,163.8889,163.8889,163.8889,19.3389,19.3389,19.3389,3.1233,3.1233,3.1233,3.6433,3.6433,3.6433,57
58,161.8889,161.8889,161.8889,16.5889,16.5889,16.5889,2.9478,2.9478,2.9478,3.8435,3.8435,3.8435,58
59,162.4444,162.4444,162.4444,19.3944,19.3944,19.3944,3.0892,3.0892,3.0892,3.7853,3.7853,3.7853,59
60,152.0,152.0,152.0,10.25,10.25,10.25,0.5259,0.5259,0.5259,1.3233,1.3233,1.3233,60
61,168.5556,158.7778,158.7778,24.8556,15.0778,15.0778,3.8482,2.2845,2.2845,3.9253,2.3615,2.3615,61
62,167.7778,156.5556,156.5556,23.7778,12.5556,12.5556,3.3886,1.8393,1.8393,3.6973,2.148,2.148,62
63,161.3333,150.0,150.0,12.2333,0.9,0.9,2.2474,0.9925,0.9925,2.0857,0.8307,0.8307,63
64,158.8889,158.8889,158.8889,8.8889,8.8889,8.8889,2.2995,2.2995,2.2995,1.8957,1.8957,1.8957,64
65,143.3333,143.3333,143.3333,0.6833,0.6833,0.6833,-0.4967,-0.4967,-0.4967,0.0947,0.0947,0.0947,65
66,167.4444,167.4444,167.4444,20.6944,20.6944,20.6944,4.0298,4.0298,4.0298,4.0524,4.0524,4.0524,66
67,162.3333,162.3333,162.3333,16.0333,16.0333,16.0333,2.3083,2.3083,2.3083,2.5381,2.5381,2.5381,67
68,167.6667,167.6667,167.6667,20.7667,20.7667,20.7667,3.7792,3.7792,3.7792,3.9928,3.9928,3.9928,68
69,170.3333,170.3333,170.3333,22.0333,22.0333,22.0333,3.9273,3.9273,3.9273,4.2378,4.2378,4.2378,69
70,165.3333,165.3333,165.3333,22.1333,22.1333,22.1333,2.9729,2.9729,2.9729,3.717,3.717,3.717,70
71,159.5556,159.5556,159.5556,14.2556,14.2556,14.2556,3.1699,3.1699,3.1699,3.4448,3.4448,3.4448,71
72,165.2222,165.2222,165.2222,21.1722,21.1722,21.1722,2.4811,2.4811,2.4811,2.9006,2.9006,2.9006,72
73,173.5556,165.7778,165.7778,29.7556,21.9778,21.9778,4.4057,3.5444,3.5444,4.8443,3.983,3.983,73
74,164.2222,157.3333,157.3333,18.2722,11.3833,11.3833,2.5332,1.6735,1.6735,3.1386,2.2789,2.2789,74
75,160.7778,146.5556,146.5556,9.8778,-5.7944,-5.7944,2.4682,0.1261,0.1261,2.2116,-0.5774,-0.5774,75
76,174.7778,162.0,162.0,22.4778,9.35,9.35,4.8125,2.4638,2.4638,4.8497,2.1309,2.1309,76
77,164.7778,154.1111,154.1111,22.1778,6.4111,6.4111,3.5359,1.8891,1.8891,4.1085,1.4974,1.4974,77
78,159.2222,144.8889,144.8889,15.9222,3.4389,3.4389,1.9704,0.4741,0.4741,2.8624,0.8608,0.8608,78
79,167.8889,160.6667,160.6667,24.3889,14.8167,14.8167,4.2198,2.4729,2.4729,5.338,2.6584,2.6584,79
80,159.6667,159.6667,159.6667,7.9667,7.9667,7.9667,3.1442,3.1442,3.1442,2.7846,2.7846,2.7846,80
81,159.3333,159.3333,159.3333,14.2333,14.2333,14.2333,3.4455,3.4455,3.4455,3.2002,3.2002,3.2002,81
82,160.3333,160.3333,160.3333,10.7833,10.7833,10.7833,2.0997,2.0997,2.0997,1.5457,1.5457,1.5457,82
83,169.3333,169.3333,169.3333,22.1333,22.1333,22.1333,5.2028,5.2028,5.2028,5.428,5.428,5.428,83
84,150.8889,150.8889,150.8889,0.7889,0.7889,0.7889,0.4583,0.4583,0.4583,0.2678,0.2678,0.2678,84
85,164.3333,164.3333,164.3333,13.3833,13.3833,13.3833,3.274,3.274,3.274,2.6633,2.6633,2.6633,85
86,172.7778,172.7778,172.7778,25.6778,25.6778,25.6778,4.7057,4.7057,4.7057,4.9697,4.9697,4.9697,86
87,165.8889,165.8889,165.8889,12.6889,12.6889,12.6889,4.1254,4.1254,4.1254,3.8642,3.8642,3.8642,87
88,164.3333,164.3333,164.3333,21.2333,21.2333,21.2333,2.7971,2.7971,2.7971,3.1575,3.1575,3.1575,88
89,155.3333,155.3333,155.3333,5.9833,5.9833,5.9833,2.316,2.316,2.316,1.9558,1.9558,1.9558,89
90,169.6667,169.6667,169.6667,24.7167,24.7167,24.7167,4.8898,4.8898,4.8898,5.2118,5.2118,5.2118,90
91,161.2222,161.2222,161.2222,15.0222,15.0222,15.0222,3.5504,3.5504,3.5504,3.1475,3.1475,3.1475,91
92,168.5556,168.5556,168.5556,21.3556,21.3556,21.3556,3.6119,3.6119,3.6119,3.9513,3.9513,3.9513,92
93,159.1111,159.1111,159.1111,12.3611,12.3611,12.3611,3.3355,3.3355,3.3355,3.0455,3.0455,3.0455,93
94,162.6667,162.6667,162.6667,13.9667,13.9667,13.9667,3.3459,3.3459,3.3459,3.1686,3.1686,3.1686,94
95,167.2222,167.2222,167.2222,22.3222,22.3222,22.3222,3.8537,3.8537,3.8537,4.1887,4.1887,4.1887,95
96,175.5556,175.5556,175.5556,23.5556,19.6056,19.6056,5.3966,5.3966,5.3966,4.6017,4.3586,4.3586,96
97,169.1111,169.1111,169.1111,17.8111,17.8111,17.8111,4.2414,4.2414,4.2414,3.5962,3.5962,3.5962,97
98,162.3333,162.3333,162.3333,15.8333,15.3833,15.3833,2.8593,2.8593,2.8593,3.0864,2.8333,2.8333,98
99,154.0,154.0,154.0,10.1,10.1,10.1,1.5656,1.5656,1.5656,1.6119,1.6119,1.6119,99
100,160.6667,160.6667,160.6667,13.6167,13.6167,13.6167,2.9058,2.9058,2.9058,3.1004,3.1004,3.1004,100
101,162.4444,162.4444,162.4444,12.6944,12.6944,12.6944,3.1589,3.1589,3.1589,2.8642,2.8642,2.8642,101
102,167.0,160.3333,160.3333,20.0,13.3333,13.3333,3.1422,2.4684,2.4684,3.4541,2.7803,2.7803,102
103,158.3333,158.3333,158.3333,9.7833,9.7833,9.7833,2.8625,2.8625,2.8625,2.3477,2.3477,2.3477,103
104,155.8889,155.8889,155.8889,12.0389,12.0389,12.0389,1.9667,1.9667,1.9667,2.0916,2.0916,2.0916,104
105,163.3333,163.3333,163.3333,15.2333,15.2333,15.2333,3.5643,3.5643,3.5643,3.3391,3.3391,3.3391,105
106,171.4444,171.4444,171.4444,24.9444,24.9444,24.9444,4.8195,4.8195,4.8195,4.7614,4.7614,4.7614,106
107,165.0,165.0,165.0,20.9,20.9,20.9,4.1183,4.1183,4.1183,4.0409,4.0409,4.0409,107
108,164.8889,164.8889,164.8889,19.2889,19.2889,19.2889,4.1654,4.1654,4.1654,3.9933,3.9933,3.9933,108
109,168.7778,168.7778,168.7778,18.0278,18.0278,18.0278,3.9359,3.9359,3.9359,3.6771,3.6771,3.6771,109
110,167.0,167.0,167.0,19.75,19.75,19.75,4.7994,4.7994,4.7994,4.5163,4.5163,4.5163,110
111,161.8889,161.8889,161.8889,16.0389,16.0389,16.0389,2.7944,2.7944,2.7944,2.5192,2.5192,2.5192,111
112,160.0,160.0,160.0,10.2,11.05,11.05,3.1472,3.1472,3.1472,2.6331,2.68,2.68,112
113,163.5556,155.5556,155.5556,19.9556,12.6056,12.6056,2.4516,2.2896,2.2896,2.68,2.2793,2.2793,113
114,166.8889,166.8889,166.8889,15.2889,14.6389,14.6389,4.1547,4.1547,4.1547,3.9445,3.2245,3.2245,114
115,165.8889,165.8889,165.8889,16.9889,18.3389,18.3389,4.3189,4.3189,4.3189,4.0818,4.0271,4.0271,115
116,161.1111,161.1111,161.1111,11.0111,11.0111,11.0111,3.128,3.128,3.128,2.3862,2.3862,2.3862,116
117,174.7778,174.7778,174.7778,25.3278,25.3278,25.3278,6.1962,6.1962,6.1962,5.6801,5.6801,5.6801,117
118,159.5556,159.5556,159.5556,19.9556,19.9556,19.9556,2.837,2.837,2.837,3.4783,3.4783,3.4783,118
119,173.8889,165.0,165.0,28.2389,19.35,19.35,5.346,3.4283,3.4283,5.6226,3.7048,3.7048,119
120,168.2222,154.2222,154.2222,21.4222,7.4222,7.4222,3.5691,1.8374,1.8374,3.1074,1.3757,1.3757,120
121,172.2222,156.5556,156.5556,24.3222,11.8556,11.8556,5.2149,2.5209,2.5209,5.3906,2.6189,2.6189,121
122,177.8889,164.5556,164.5556,31.9889,17.0056,17.0056,6.5352,3.8312,3.8312,6.6517,3.5952,3.5952,122
123,167.5556,152.4444,152.4444,23.6056,4.3444,4.3444,4.1477,1.9503,1.9503,4.1152,1.7126,1.7126,123
124,167.4444,154.4444,154.4444,21.4944,8.0944,8.0944,4.2394,1.9327,1.9327,4.611,1.7238,1.7238,124
125,182.2222,158.4444,158.4444,34.7222,10.9444,10.9444,6.7763,2.4918,2.4918,6.6546,2.3701,2.3701,125
126,166.0,164.4444,164.4444,23.5,19.6444,19.6444,4.2654,3.6057,3.6057,4.6238,3.6696,3.6696,126
