Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
153.5556,153.5556,153.5556,-3.4944,-3.4944,-3.4944,-0.4621,-0.4621,-0.4621,0.5469,0.5469,0.5469,0
143.4444,143.4444,143.4444,-14.5056,-14.5056,-14.5056,-1.7136,-1.7136,-1.7136,-1.6058,-1.6058,-1.6058,1
146.4444,146.4444,146.4444,-5.3556,-5.3556,-5.3556,-0.8975,-0.8975,-0.8975,0.1979,0.1979,0.1979,2
144.8889,144.8889,144.8889,-9.7111,-9.7111,-9.7111,-1.1238,-1.1238,-1.1238,-0.2734,-0.2734,-0.2734,3
138.1111,138.1111,138.1111,-12.0389,-12.0389,-12.0389,-1.8377,-1.8377,-1.8377,-0.7863,-0.7863,-0.7863,4
140.8889,140.8889,140.8889,-10.2111,-10.2111,-10.2111,-1.5505,-1.5505,-1.5505,-1.0281,-1.0281,-1.0281,5
140.3333,140.3333,140.3333,-3.4167,-3.4167,-3.4167,-1.0399,-1.0399,-1.0399,0.1699,0.1699,0.1699,6
138.2222,138.2222,138.2222,-12.5278,-12.5278,-12.5278,-2.1540,-2.1540,-2.1540,-1.7780,-1.7780,-1.7780,7
137.7778,137.7778,137.7778,-11.7222,-11.7222,-11.7222,-2.0349,-2.0349,-2.0349,-1.5038,-1.5038,-1.5038,8
144.8889,144.8889,144.8889,-6.3111,-6.3111,-6.3111,-1.3288,-1.3288,-1.3288,-0.7935,-0.7935,-0.7935,9
140.4444,140.4444,140.4444,-9.8056,-9.8056,-9.8056,-2.0469,-2.0469,-2.0469,-1.3004,-1.3004,-1.3004,10
142.2222,142.2222,142.2222,-10.6278,-10.6278,-10.6278,-1.6950,-1.6950,-1.6950,-1.1846,-1.1846,-1.1846,11
141.1111,141.1111,141.1111,-10.6389,-10.6389,-10.6389,-2.1617,-2.1617,-2.1617,-1.5803,-1.5803,-1.5803,12
