,Mean_X,Intensity_Raw,Mean_Xt,Mean_BG_X,Intensity_Corrected,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
0,152.6667,155.8889,155.8889,-13.2833,-10.0611,-10.0611,-2.1552,-2.8095,-2.8095,-2.211,-2.8652,-2.8652,0
1,172.3333,178.1111,178.1111,7.2833,13.0611,13.0611,2.2508,2.1263,2.1263,1.9093,1.7849,1.7849,1
2,170.1111,173.5556,173.5556,9.6111,13.0556,13.0556,1.4495,1.2362,1.2362,1.5297,1.3164,1.3164,2
3,177.0,176.5556,176.5556,14.85,14.4056,14.4056,2.9017,1.8645,1.8645,2.7167,1.6795,1.6795,3
4,163.3333,172.1111,172.1111,-0.3167,8.4611,8.4611,0.9234,1.4965,1.4965,0.1568,0.7299,0.7299,4
5,166.2222,171.4444,171.4444,9.7222,14.9444,14.9444,1.3783,1.6606,1.6606,1.3095,1.5918,1.5918,5
6,163.8889,171.6667,171.6667,7.4389,15.2167,15.2167,0.7323,1.4827,1.4827,0.9275,1.6778,1.6778,6
7,162.5556,167.5556,167.5556,-3.6944,1.3056,1.3056,0.8835,1.4861,1.4861,-0.3644,0.2381,0.2381,7
8,167.2222,169.0,169.0,10.6722,12.45,12.45,1.8864,0.9974,0.9974,1.9872,1.0982,1.0982,8
9,158.3333,151.0,151.0,-4.9167,-12.25,-12.25,-0.0988,-2.4207,-2.4207,-0.9086,-3.2304,-3.2304,9
10,165.3333,166.5556,166.5556,3.5333,4.7556,4.7556,2.2316,1.3551,1.3551,1.5038,0.6273,0.6273,10
11,162.4444,169.2222,169.2222,-0.6056,6.1722,6.1722,0.5519,0.3632,0.3632,0.0081,-0.1806,-0.1806,11
12,166.7778,168.5556,168.5556,4.7778,6.5556,6.5556,1.1374,1.251,1.251,0.4532,0.5668,0.5668,12
13,166.0,164.4444,164.4444,1.75,0.1944,0.1944,1.9294,0.8687,0.8687,0.6359,-0.4248,-0.4248,13
14,162.8889,167.3333,167.3333,-0.5611,3.8833,3.8833,1.4281,1.5656,1.5656,0.9276,1.0651,1.0651,14
15,154.1111,160.5556,160.5556,-8.9889,-2.5444,-2.5444,-0.3623,-0.0112,-0.0112,-1.1253,-0.7743,-0.7743,15
16,167.7778,167.6667,167.6667,6.7278,6.6167,6.6167,1.5131,1.7745,1.7745,0.6998,0.9612,0.9612,16
17,162.1111,173.4444,173.4444,7.0111,18.3444,18.3444,1.3283,2.8406,2.8406,1.4454,2.9577,2.9577,17
