Quality,I_BG,Raw_I,Radius,Frames,Set_ID
17.90350341796875,39.13095238095235,341.8095238095238,1.5,4,1
23.86801147460937,54.23809523809524,438.1428571428572,1.5,5,1
20.74200439453125,43.797619047619094,391.9047619047619,1.5,3,1
17.283111572265625,44.1428571428571,331.85714285714283,1.5,6,1
20.744659423828125,54.53571428571428,409.3809523809524,1.5,8,1
15.688323974609377,38.48809523809524,364.6666666666667,1.5,4,1
11.690826416015623,21.678571428571445,330.2857142857143,1.5,4,1
17.743011474609375,38.97619047619048,368.9047619047619,1.5,4,1
27.575714111328125,68.22619047619048,435.9047619047619,1.5,3,1
28.957244873046875,68.59523809523807,370.5238095238095,1.5,5,1
13.163299560546877,32.86904761904763,287.04761904761904,1.5,4,1
19.8961181640625,37.73809523809524,380.2857142857143,1.5,4,1
23.64910888671875,58.83333333333332,396.6190476190476,1.5,3,1
15.113739013671877,35.35714285714283,377.57142857142856,1.5,3,1
18.704254150390625,48.809523809523796,321.23809523809524,1.5,3,1
11.96441650390625,27.440476190476204,270.9047619047619,1.5,4,1
26.915924072265625,57.57142857142855,387.8571428571428,1.5,4,1
25.09042358398437,54.535714285714334,419.1428571428572,1.5,4,1
17.5177001953125,34.309523809523796,358.3809523809524,1.5,6,1
14.5396728515625,36.38095238095235,319.42857142857144,1.5,5,1
20.443572998046875,44.47619047619048,368.1904761904762,1.5,4,1
