Quality,I_BG,Raw_I,Radius,Frames,Set_ID
21.34686279296875,49.46428571428573,397.5238095238095,1.5,8,1
19.349273681640625,46.226190476190496,384.9047619047619,1.5,5,1
18.45440673828125,47.6190476190476,397.8571428571428,1.5,4,1
16.138214111328125,35.29761904761904,334.04761904761904,1.5,3,1
16.138214111328125,35.29761904761904,334.04761904761904,1.5,3,1
17.11614990234375,36.61904761904759,319.6190476190476,1.5,3,1
18.692169189453125,35.821428571428555,395.57142857142856,1.5,3,1
24.6007080078125,62.78571428571428,411.57142857142856,1.5,6,1
14.716949462890623,30.964285714285722,298.1428571428572,1.5,4,1
16.664306640625,36.82142857142861,318.42857142857144,1.5,4,1
21.601226806640625,48.9523809523809,323.0952380952381,1.5,5,1
12.354156494140623,23.452380952380963,301.3809523809524,1.5,5,1
12.349365234375,25.357142857142836,338.0,1.5,5,1
15.252197265625,33.178571428571445,376.4285714285714,1.5,5,1
25.40875244140625,55.119047619047656,482.9047619047619,1.5,4,1
22.46673583984375,59.583333333333314,433.8095238095238,1.5,4,1
