Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
295.2222,295.2222,295.2222,51.2222,51.2222,51.2222,8.4960,8.4960,8.4960,7.6584,7.6584,7.6584,0
273.7778,273.7778,273.7778,28.7278,28.7278,28.7278,4.1711,4.1711,4.1711,2.2943,2.2943,2.2943,1
264.8889,264.8889,264.8889,23.2389,23.2389,23.2389,4.2038,4.2038,4.2038,2.0162,2.0162,2.0162,2
257.7778,257.7778,257.7778,31.7778,31.7778,31.7778,5.1297,5.1297,5.1297,4.3787,4.3787,4.3787,3
251.4444,251.4444,251.4444,37.3944,37.3944,37.3944,3.6781,3.6781,3.6781,4.4854,4.4854,4.4854,4
249.4444,249.4444,249.4444,29.6944,29.6944,29.6944,3.7131,3.7131,3.7131,3.9006,3.9006,3.9006,5
254.4444,254.4444,254.4444,33.5944,33.5944,33.5944,3.8033,3.8033,3.8033,4.4905,4.4905,4.4905,6
259.2222,259.2222,259.2222,27.3222,27.3222,27.3222,3.1767,3.1767,3.1767,2.2616,2.2616,2.2616,7
259.1111,259.1111,259.1111,25.7611,25.7611,25.7611,3.2963,3.2963,3.2963,2.6037,2.6037,2.6037,8
264.0000,264.0000,264.0000,30.7500,30.7500,30.7500,5.5934,5.5934,5.5934,4.5119,4.5119,4.5119,9
258.7778,258.7778,258.7778,24.8278,24.8278,24.8278,5.7977,5.7977,5.7977,3.6291,3.6291,3.6291,10
259.8889,259.8889,259.8889,22.7389,22.7389,22.7389,4.2263,4.2263,4.2263,3.0604,3.0604,3.0604,11
256.8889,256.8889,256.8889,27.5389,27.5389,27.5389,3.4942,3.4942,3.4942,2.7847,2.7847,2.7847,12
251.8889,251.8889,251.8889,28.8389,28.8389,28.8389,1.6312,1.6312,1.6312,2.5704,2.5704,2.5704,13
245.2222,245.2222,245.2222,21.2222,21.2222,21.2222,0.8470,0.8470,0.8470,1.3196,1.3196,1.3196,14
245.6667,245.6667,245.6667,20.4167,20.4167,20.4167,1.2493,1.2493,1.2493,1.6521,1.6521,1.6521,15
235.1111,235.1111,235.1111,17.7611,17.7611,17.7611,-0.4214,-0.4214,-0.4214,1.0646,1.0646,1.0646,16
231.2222,231.2222,231.2222,14.3722,14.3722,14.3722,-0.9362,-0.9362,-0.9362,-0.0210,-0.0210,-0.0210,17
228.8889,228.8889,228.8889,1.1889,1.1889,1.1889,-2.3686,-2.3686,-2.3686,-1.7251,-1.7251,-1.7251,18
252.7778,252.7778,252.7778,31.4778,31.4778,31.4778,2.1217,2.1217,2.1217,3.0801,3.0801,3.0801,19
242.4444,242.4444,242.4444,7.2444,7.2444,7.2444,-0.2970,-0.2970,-0.2970,-0.6126,-0.6126,-0.6126,20
250.1111,250.1111,250.1111,11.7111,11.7111,11.7111,2.5206,2.5206,2.5206,1.9258,1.9258,1.9258,21
244.6667,244.6667,244.6667,23.5667,23.5667,23.5667,1.0571,1.0571,1.0571,1.5757,1.5757,1.5757,22
245.5556,245.5556,245.5556,19.6556,19.6556,19.6556,2.4287,2.4287,2.4287,2.7750,2.7750,2.7750,23
239.4444,239.4444,239.4444,16.3444,16.3444,16.3444,0.6366,0.6366,0.6366,1.3412,1.3412,1.3412,24
259.2222,259.2222,259.2222,39.7722,39.7722,39.7722,3.4217,3.4217,3.4217,4.4029,4.4029,4.4029,25
242.8889,242.8889,242.8889,18.4389,18.4389,18.4389,0.6429,0.6429,0.6429,0.9767,0.9767,0.9767,26
260.8889,260.8889,260.8889,21.1389,21.1389,21.1389,3.1448,3.1448,3.1448,2.0904,2.0904,2.0904,27
235.6667,235.6667,235.6667,21.5167,21.5167,21.5167,0.8861,0.8861,0.8861,1.4988,1.4988,1.4988,28
242.1111,242.1111,242.1111,16.1111,16.1111,16.1111,0.7900,0.7900,0.7900,-0.1840,-0.1840,-0.1840,29
235.3333,235.3333,235.3333,14.5833,14.5833,14.5833,0.3790,0.3790,0.3790,1.3513,1.3513,1.3513,30
239.2222,239.2222,239.2222,19.3722,19.3722,19.3722,0.5543,0.5543,0.5543,0.9279,0.9279,0.9279,31
204.1111,204.1111,204.1111,-7.6889,-7.6889,-7.6889,-2.3683,-2.3683,-2.3683,-0.9489,-0.9489,-0.9489,32
215.6667,215.6667,215.6667,0.6167,0.6167,0.6167,-3.6799,-3.6799,-3.6799,-2.1257,-2.1257,-2.1257,33
232.4444,232.4444,232.4444,12.6944,12.6944,12.6944,-0.1687,-0.1687,-0.1687,0.0556,0.0556,0.0556,34
243.2222,243.2222,243.2222,10.0722,10.0722,10.0722,0.0140,0.0140,0.0140,-0.8582,-0.8582,-0.8582,35
242.5556,242.5556,242.5556,14.8056,14.8056,14.8056,0.3545,0.3545,0.3545,1.3185,1.3185,1.3185,36
229.0000,229.0000,229.0000,8.2500,8.2500,8.2500,-0.7789,-0.7789,-0.7789,-0.1752,-0.1752,-0.1752,37
228.4444,228.4444,228.4444,6.5944,6.5944,6.5944,-1.4513,-1.4513,-1.4513,-0.9694,-0.9694,-0.9694,38
262.4444,262.4444,262.4444,36.8444,36.8444,36.8444,5.4137,5.4137,5.4137,5.3114,5.3114,5.3114,39
237.5556,237.5556,237.5556,12.5556,12.5556,12.5556,0.6048,0.6048,0.6048,0.8963,0.8963,0.8963,40
254.6667,254.6667,254.6667,29.6167,29.6167,29.6167,2.5795,2.5795,2.5795,2.9126,2.9126,2.9126,41
240.6667,240.6667,240.6667,20.2167,20.2167,20.2167,1.6154,1.6154,1.6154,1.1118,1.1118,1.1118,42
232.1111,232.1111,232.1111,11.2611,11.2611,11.2611,-0.4130,-0.4130,-0.4130,-1.0265,-1.0265,-1.0265,43
244.7778,244.7778,244.7778,27.6778,27.6778,27.6778,1.8389,1.8389,1.8389,2.9767,2.9767,2.9767,44
237.3333,237.3333,237.3333,18.0833,18.0833,18.0833,1.7108,1.7108,1.7108,1.7906,1.7906,1.7906,45
235.7778,235.7778,235.7778,14.0278,14.0278,14.0278,2.3529,2.3529,2.3529,1.9318,1.9318,1.9318,46
233.3333,233.3333,233.3333,20.8833,20.8833,20.8833,0.9430,0.9430,0.9430,1.1409,1.1409,1.1409,47
234.0000,234.0000,234.0000,13.2500,13.2500,13.2500,3.3110,3.3110,3.3110,2.4245,2.4245,2.4245,48
248.0000,248.0000,248.0000,32.9000,32.9000,32.9000,5.0821,5.0821,5.0821,4.8033,4.8033,4.8033,49
251.0000,251.0000,251.0000,25.7500,25.7500,25.7500,6.8787,6.8787,6.8787,5.5727,5.5727,5.5727,50
248.1111,248.1111,248.1111,25.9611,25.9611,25.9611,4.7400,4.7400,4.7400,3.8377,3.8377,3.8377,51
238.3333,238.3333,238.3333,19.4833,19.4833,19.4833,2.9523,2.9523,2.9523,1.8141,1.8141,1.8141,52
223.3333,223.3333,223.3333,-0.5667,-0.5667,-0.5667,0.5760,0.5760,0.5760,-0.3909,-0.3909,-0.3909,53
223.3333,223.3333,223.3333,9.9833,9.9833,9.9833,0.9996,0.9996,0.9996,0.2806,0.2806,0.2806,54
244.8889,244.8889,244.8889,28.4389,28.4389,28.4389,3.7672,3.7672,3.7672,3.1946,3.1946,3.1946,55
258.3333,258.3333,258.3333,33.3833,33.3833,33.3833,5.7130,5.7130,5.7130,4.2126,4.2126,4.2126,56
248.0000,248.0000,248.0000,21.3500,21.3500,21.3500,5.7961,5.7961,5.7961,3.5935,3.5935,3.5935,57
248.1111,248.1111,248.1111,24.9611,24.9611,24.9611,4.8297,4.8297,4.8297,4.2558,4.2558,4.2558,58
225.0000,225.0000,225.0000,6.1500,6.1500,6.1500,0.4290,0.4290,0.4290,0.2203,0.2203,0.2203,59
234.8889,234.8889,234.8889,12.9889,12.9889,12.9889,2.8628,2.8628,2.8628,1.3116,1.3116,1.3116,60
225.8889,225.8889,225.8889,19.0889,19.0889,19.0889,1.3147,1.3147,1.3147,1.9862,1.9862,1.9862,61
240.3333,240.3333,240.3333,21.3333,21.3333,21.3333,3.5952,3.5952,3.5952,3.4705,3.4705,3.4705,62
232.4444,232.4444,232.4444,10.4944,10.4944,10.4944,0.5036,0.5036,0.5036,-0.2489,-0.2489,-0.2489,63
234.2222,234.2222,234.2222,3.0722,3.0722,3.0722,0.3220,0.3220,0.3220,-1.1550,-1.1550,-1.1550,64
248.3333,248.3333,248.3333,24.9333,24.9333,24.9333,3.2714,3.2714,3.2714,3.0219,3.0219,3.0219,65
222.6667,222.6667,222.6667,10.3167,10.3167,10.3167,-1.0331,-1.0331,-1.0331,-0.3610,-0.3610,-0.3610,66
233.5556,233.5556,233.5556,11.1556,11.1556,11.1556,0.1126,0.1126,0.1126,0.3624,0.3624,0.3624,67
243.4444,243.4444,243.4444,21.7944,21.7944,21.7944,1.4990,1.4990,1.4990,1.3539,1.3539,1.3539,68
