Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
176.6667,176.6667,176.6667,10.2667,10.2667,10.2667,0.6950,0.6950,0.6950,2.0301,2.0301,2.0301,0
176.1111,176.1111,176.1111,8.2611,8.2611,8.2611,0.7526,0.7526,0.7526,1.6297,1.6297,1.6297,1
187.6667,187.6667,187.6667,14.3167,14.3167,14.3167,2.2374,2.2374,2.2374,2.0916,2.0916,2.0916,2
184.1111,184.1111,184.1111,16.8111,16.8111,16.8111,1.5109,1.5109,1.5109,2.1821,2.1821,2.1821,3
189.0000,189.0000,189.0000,16.4000,16.4000,16.4000,1.7115,1.7115,1.7115,1.9578,1.9578,1.9578,4
180.7778,180.7778,180.7778,19.4778,19.4778,19.4778,2.1357,2.1357,2.1357,3.4299,3.4299,3.4299,5
178.5556,178.5556,178.5556,13.1056,13.1056,13.1056,0.9997,0.9997,0.9997,1.7511,1.7511,1.7511,6
178.6667,178.6667,178.6667,14.2667,14.2667,14.2667,0.0187,0.0187,0.0187,0.4404,0.4404,0.4404,7
177.6667,177.6667,177.6667,11.8167,11.8167,11.8167,0.6339,0.6339,0.6339,1.6468,1.6468,1.6468,8
189.1111,189.1111,189.1111,16.6611,16.6611,16.6611,2.9047,2.9047,2.9047,2.7521,2.7521,2.7521,9
181.3333,181.3333,181.3333,9.3333,9.3333,9.3333,1.4682,1.4682,1.4682,1.3611,1.3611,1.3611,10
187.0000,187.0000,187.0000,20.5000,20.5000,20.5000,2.4027,2.4027,2.4027,2.9891,2.9891,2.9891,11
172.3333,172.3333,172.3333,9.5333,9.5333,9.5333,0.3399,0.3399,0.3399,1.1829,1.1829,1.1829,12
171.0000,171.0000,171.0000,-0.2500,-0.2500,-0.2500,0.1422,0.1422,0.1422,-0.2378,-0.2378,-0.2378,13
190.1111,190.1111,190.1111,14.5611,14.5611,14.5611,3.5967,3.5967,3.5967,3.4349,3.4349,3.4349,14
188.3333,188.3333,188.3333,18.6333,18.6333,18.6333,2.8336,2.8336,2.8336,2.9623,2.9623,2.9623,15
178.8889,178.8889,178.8889,7.3389,7.3389,7.3389,1.5742,1.5742,1.5742,1.4942,1.4942,1.4942,16
177.7778,177.7778,177.7778,4.4778,4.4778,4.4778,0.7463,0.7463,0.7463,0.5832,0.5832,0.5832,17
171.8889,171.8889,171.8889,10.6889,10.6889,10.6889,0.0020,0.0020,0.0020,0.8543,0.8543,0.8543,18
175.3333,175.3333,175.3333,4.0833,4.0833,4.0833,0.5295,0.5295,0.5295,0.2547,0.2547,0.2547,19
176.3333,176.3333,176.3333,4.9333,4.9333,4.9333,0.8792,0.8792,0.8792,0.2560,0.2560,0.2560,20
171.1111,171.1111,171.1111,-3.4889,-3.4889,-3.4889,-0.5943,-0.5943,-0.5943,-0.8525,-0.8525,-0.8525,21
179.2222,179.2222,179.2222,9.5222,9.5222,9.5222,1.5018,1.5018,1.5018,1.4127,1.4127,1.4127,22
169.8889,169.8889,169.8889,4.4389,4.4389,4.4389,-0.4721,-0.4721,-0.4721,0.1011,0.1011,0.1011,23
189.4444,189.4444,189.4444,15.4444,15.4444,15.4444,2.3217,2.3217,2.3217,2.2444,2.2444,2.2444,24
183.0000,183.0000,183.0000,12.7000,12.7000,12.7000,1.8785,1.8785,1.8785,1.5597,1.5597,1.5597,25
175.5556,175.5556,175.5556,0.2056,0.2056,0.2056,1.3477,1.3477,1.3477,0.7704,0.7704,0.7704,26
182.0000,182.0000,182.0000,20.3500,20.3500,20.3500,2.8122,2.8122,2.8122,3.3844,3.3844,3.3844,27
170.8889,170.8889,170.8889,1.8889,1.8889,1.8889,0.3559,0.3559,0.3559,0.2500,0.2500,0.2500,28
181.7778,181.7778,181.7778,14.7778,14.7778,14.7778,1.1343,1.1343,1.1343,1.2612,1.2612,1.2612,29
185.5556,185.5556,185.5556,1.9556,1.9556,1.9556,1.3653,1.3653,1.3653,-0.1876,-0.1876,-0.1876,30
190.1111,190.1111,190.1111,15.6111,15.6111,15.6111,3.2680,3.2680,3.2680,2.6704,2.6704,2.6704,31
182.6667,182.6667,182.6667,12.3167,12.3167,12.3167,2.1132,2.1132,2.1132,1.6768,1.6768,1.6768,32
183.6667,183.6667,183.6667,8.2167,8.2167,8.2167,2.2464,2.2464,2.2464,1.9308,1.9308,1.9308,33
183.4444,183.4444,183.4444,9.6944,9.6944,9.6944,2.2631,2.2631,2.2631,1.5378,1.5378,1.5378,34
178.4444,178.4444,178.4444,6.0444,6.0444,6.0444,1.0578,1.0578,1.0578,0.8858,0.8858,0.8858,35
181.1111,181.1111,181.1111,7.7111,7.7111,7.7111,1.9829,1.9829,1.9829,1.4742,1.4742,1.4742,36
179.7778,179.7778,179.7778,13.2778,13.2778,13.2778,1.5998,1.5998,1.5998,1.9870,1.9870,1.9870,37
188.0000,188.0000,188.0000,11.1500,11.1500,11.1500,2.2222,2.2222,2.2222,1.3880,1.3880,1.3880,38
183.3333,183.3333,183.3333,9.6833,9.6833,9.6833,1.2526,1.2526,1.2526,0.6845,0.6845,0.6845,39
179.6667,179.6667,179.6667,9.7167,9.7167,9.7167,1.2869,1.2869,1.2869,1.1189,1.1189,1.1189,40
180.4444,180.4444,180.4444,6.0944,6.0944,6.0944,2.5788,2.5788,2.5788,1.4632,1.4632,1.4632,41
179.7778,179.7778,179.7778,13.1778,13.1778,13.1778,1.9364,1.9364,1.9364,2.2036,2.2036,2.2036,42
