Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
194.0000,194.0000,194.0000,16.0500,10.7000,10.7000,4.1780,4.1780,4.1780,3.7132,3.1754,3.1754,0
202.6667,202.6667,202.6667,23.5667,21.1167,21.1167,5.6901,5.6901,5.6901,5.1037,4.9421,4.9421,1
192.0000,192.0000,192.0000,13.2500,12.8500,12.8500,3.2453,3.2453,3.2453,2.9774,2.4740,2.4740,2
188.8889,188.8889,188.8889,17.5389,13.6889,13.6889,4.3453,4.3453,4.3453,4.4317,3.7290,3.7290,3
202.3333,202.3333,202.3333,28.2833,25.4333,25.4333,5.8386,5.8386,5.8386,5.4736,5.2761,5.2761,4
181.1111,181.1111,181.1111,14.5611,4.9111,4.9111,2.6391,2.6391,2.6391,2.8518,2.3292,2.3292,5
189.5556,189.5556,189.5556,11.7056,4.3556,4.3556,3.9175,3.9175,3.9175,3.1780,2.0628,2.0628,6
198.3333,198.3333,198.3333,17.3333,15.8833,15.8833,5.1170,5.1170,5.1170,3.9526,3.5094,3.5094,7
177.4444,177.4444,177.4444,9.3444,5.1944,5.1944,2.7952,2.7952,2.7952,2.6478,2.0810,2.0810,8
182.5556,182.5556,182.5556,7.5056,5.2556,5.2556,2.7106,2.7106,2.7106,1.8875,1.7278,1.7278,9
193.8889,193.8889,193.8889,18.2889,17.7389,17.7389,5.6810,5.6810,5.6810,4.8707,4.5649,4.5649,10
194.8889,194.8889,194.8889,19.5889,20.3889,20.3889,5.8367,5.8367,5.8367,5.0450,4.8000,4.8000,11
183.0000,183.0000,183.0000,8.6000,9.6000,9.6000,2.1811,2.1811,2.1811,1.3543,1.2170,1.2170,12
184.4444,184.4444,184.4444,3.4444,1.9944,1.9944,3.3613,3.3613,3.3613,2.3425,1.8259,1.8259,13
181.1111,181.1111,181.1111,6.1611,6.9611,6.9611,2.8935,2.8935,2.8935,2.3451,2.1874,2.1874,14
183.1111,183.1111,183.1111,6.7611,9.9611,9.9611,3.5715,3.5715,3.5715,2.7908,2.9540,2.9540,15
173.2222,173.2222,173.2222,2.1722,-2.0778,-2.0778,1.9261,1.9261,1.9261,1.7629,1.0166,1.0166,16
180.7778,180.7778,180.7778,6.5278,12.1278,12.1278,3.6664,3.6664,3.6664,3.0189,3.4152,3.4152,17
170.4444,170.4444,170.4444,8.8444,4.0444,4.0444,1.6179,1.6179,1.6179,2.2137,1.8480,1.8480,18
186.0000,186.0000,186.0000,21.9500,14.5000,14.5000,4.1872,4.1872,4.1872,4.4715,3.4298,3.4298,19
172.3333,172.3333,172.3333,-4.1667,-1.5667,-1.5667,1.4596,1.4596,1.4596,0.2566,0.4860,0.4860,20
174.5556,174.5556,174.5556,13.2556,10.3056,10.3056,3.4450,3.4450,3.4450,4.0159,3.7719,3.7719,21
181.8889,181.8889,181.8889,13.5889,12.4889,12.4889,4.2666,4.2666,4.2666,3.9453,3.7528,3.7528,22
171.1111,171.1111,171.1111,-2.3889,3.2111,3.2111,1.6726,1.6726,1.6726,1.2148,1.2471,1.2471,23
172.6667,172.6667,172.6667,-1.2833,-0.0833,-0.0833,1.4984,1.4984,1.4984,1.1311,0.8510,0.8510,24
172.4444,172.4444,172.4444,7.0444,-1.3556,-1.3556,2.3143,2.3143,2.3143,2.1592,1.3717,1.3717,25
167.3333,167.3333,167.3333,-1.6667,-0.2667,-0.2667,1.2231,1.2231,1.2231,0.7578,0.9294,0.9294,26
176.2222,176.2222,176.2222,7.9222,4.9722,4.9722,1.8793,1.8793,1.8793,1.2802,1.4024,1.4024,27
169.5556,169.5556,169.5556,-0.0444,-3.2944,-3.2944,1.0182,1.0182,1.0182,0.4411,-0.0123,-0.0123,28
162.8889,162.8889,162.8889,-1.2611,-0.7611,-0.7611,0.7140,0.7140,0.7140,0.7808,0.6587,0.6587,29
175.6667,175.6667,175.6667,7.9667,3.9167,3.9167,2.0128,2.0128,2.0128,1.7157,1.2878,1.2878,30
178.3333,178.3333,178.3333,13.4833,14.3833,14.3833,2.9316,2.9316,2.9316,3.0491,2.5469,2.5469,31
161.0000,161.0000,161.0000,-2.3000,-1.6000,-1.6000,0.4141,0.4141,0.4141,0.5782,0.6352,0.6352,32
172.4444,172.4444,172.4444,4.1944,8.2944,8.2944,2.2714,2.2714,2.2714,1.8151,2.0401,2.0401,33
171.0000,171.0000,171.0000,13.8500,3.2000,3.2000,2.4380,2.4380,2.4380,2.8389,2.2971,2.2971,34
174.8889,174.8889,174.8889,10.4389,8.6889,8.6889,2.3630,2.3630,2.3630,2.9520,2.0398,2.0398,35
180.5556,180.5556,180.5556,13.3056,13.4056,13.4056,3.3325,3.3325,3.3325,2.9690,3.3608,3.3608,36
172.4444,172.4444,172.4444,6.1944,7.5444,7.5444,2.7960,2.7960,2.7960,2.4640,2.1997,2.1997,37
176.7778,176.7778,176.7778,7.0278,14.3778,14.3778,3.0875,3.0875,3.0875,2.7332,2.9518,2.9518,38
172.7778,172.7778,172.7778,4.7278,5.8278,5.8278,2.7312,2.7312,2.7312,2.2977,2.6152,2.6152,39
167.3333,167.3333,167.3333,5.4833,1.4833,1.4833,1.8140,1.8140,1.8140,1.5260,1.4992,1.4992,40
160.2222,160.2222,160.2222,1.7722,3.4222,3.4222,1.2670,1.2670,1.2670,1.6265,1.8481,1.8481,41
171.8889,171.8889,171.8889,2.7389,1.3889,1.3889,2.8445,2.8445,2.8445,1.6696,1.4583,1.4583,42
173.0000,173.0000,173.0000,11.2500,12.8500,12.8500,3.5236,3.5236,3.5236,3.3678,3.6873,3.6873,43
167.6667,167.6667,167.6667,9.9667,8.8167,8.8167,2.3282,2.3282,2.3282,2.5111,2.6990,2.6990,44
178.5556,178.5556,178.5556,12.1056,13.6056,13.6056,3.5382,3.5382,3.5382,3.0430,3.1464,3.1464,45
171.5556,171.5556,171.5556,13.0056,11.2056,11.2056,4.2324,4.2324,4.2324,4.2428,4.2004,4.2004,46
174.2222,174.2222,174.2222,8.1722,11.9222,11.9222,3.4707,3.4707,3.4707,2.5072,2.9316,2.9316,47
177.8889,177.8889,177.8889,11.2889,15.2889,15.2889,3.5459,3.5459,3.5459,3.0071,3.2366,3.2366,48
170.0000,170.0000,170.0000,4.6500,6.3000,6.3000,2.9681,2.9681,2.9681,2.2470,2.5590,2.5590,49
177.2222,177.2222,177.2222,5.3222,9.4722,9.4722,3.2486,3.2486,3.2486,2.4274,2.8825,2.8825,50
176.2222,176.2222,176.2222,9.9222,11.3722,11.3722,3.6561,3.6561,3.6561,2.9166,3.3848,3.3848,51
173.6667,173.6667,173.6667,10.9667,15.5167,15.5167,3.0772,3.0772,3.0772,3.0173,3.3983,3.3983,52
174.7778,174.7778,174.7778,4.1778,4.4278,4.4278,3.3544,3.3544,3.3544,2.3586,2.5820,2.5820,53
167.1111,167.1111,167.1111,-1.3889,5.3611,5.3611,1.6436,1.6436,1.6436,1.0140,1.4599,1.4599,54
166.8889,166.8889,166.8889,2.9889,3.7389,3.7389,1.4422,1.4422,1.4422,1.0807,1.2002,1.2002,55
184.4444,184.4444,184.4444,15.6444,17.8944,17.8944,5.0019,5.0019,5.0019,3.8849,4.3666,4.3666,56
169.8889,169.8889,169.8889,3.2889,6.0389,6.0389,2.7341,2.7341,2.7341,1.9240,2.4873,2.4873,57
168.3333,168.3333,168.3333,-0.6667,1.9833,1.9833,2.1458,2.1458,2.1458,1.1434,1.3267,1.3267,58
174.6667,174.6667,174.6667,10.0667,5.4167,5.4167,3.3601,3.3601,3.3601,3.0399,2.6521,2.6521,59
166.1111,166.1111,166.1111,-2.6389,-3.9889,-3.9889,1.8125,1.8125,1.8125,0.3643,0.6042,0.6042,60
179.8889,179.8889,179.8889,11.3389,15.3389,15.3389,3.7976,3.7976,3.7976,2.5310,3.0288,3.0288,61
179.8889,179.8889,179.8889,13.7389,6.5389,6.5389,4.6125,4.6125,4.6125,3.4932,3.0393,3.0393,62
172.0000,172.0000,172.0000,9.2500,8.3000,8.3000,2.5235,2.5235,2.5235,2.0162,2.0364,2.0364,63
175.6667,175.6667,175.6667,13.9167,15.3667,15.3667,3.6312,3.6312,3.6312,3.4880,3.5128,3.5128,64
189.2222,189.2222,189.2222,23.4722,21.8222,21.8222,5.4229,5.4229,5.4229,5.2053,4.6924,4.6924,65
169.8889,169.8889,169.8889,2.6889,1.2889,1.2889,2.5782,2.5782,2.5782,1.5617,1.3686,1.3686,66
171.7778,171.7778,171.7778,4.4278,5.4778,5.4778,3.7898,3.7898,3.7898,2.5460,2.2432,2.2432,67
184.2222,184.2222,184.2222,19.4222,19.3722,19.3722,5.1062,5.1062,5.1062,4.1522,4.2791,4.2791,68
173.4444,173.4444,173.4444,8.1944,0.6444,0.6444,3.5037,3.5037,3.5037,2.6899,2.1212,2.1212,69
186.8889,186.8889,186.8889,16.0389,19.2889,19.2889,5.8483,5.8483,5.8483,4.6885,4.7310,4.7310,70
170.0000,170.0000,170.0000,-4.1500,0.3500,0.3500,2.2616,2.2616,2.2616,0.9245,0.9699,0.9699,71
186.0000,186.0000,186.0000,13.2500,16.4500,16.4500,5.9792,5.9792,5.9792,4.2205,4.6754,4.6754,72
182.2222,182.2222,182.2222,15.3222,16.0722,16.0722,4.6175,4.6175,4.6175,3.6937,3.8241,3.8241,73
172.5556,172.5556,172.5556,11.2056,12.6056,12.6056,3.4516,3.4516,3.4516,3.1224,2.9222,2.9222,74
167.2222,167.2222,167.2222,0.6722,2.4222,2.4222,1.9675,1.9675,1.9675,1.0863,1.2906,1.2906,75
176.8889,176.8889,176.8889,9.5889,16.0889,16.0889,4.5071,4.5071,4.5071,3.2603,4.2060,4.2060,76
178.7778,178.7778,178.7778,12.2778,13.0778,13.0778,5.0289,5.0289,5.0289,3.9841,3.6919,3.6919,77
173.7778,173.7778,173.7778,7.2778,11.6278,11.6278,3.9918,3.9918,3.9918,3.0182,3.3924,3.3924,78
180.3333,180.3333,180.3333,15.0333,13.7833,13.7833,4.5576,4.5576,4.5576,3.7167,3.5934,3.5934,79
173.3333,173.3333,173.3333,8.0833,6.1333,6.1333,4.0808,4.0808,4.0808,3.0376,2.7881,2.7881,80
181.1111,181.1111,181.1111,21.0611,19.6111,19.6111,4.8971,4.8971,4.8971,4.5154,4.6396,4.6396,81
183.0000,183.0000,183.0000,16.2500,20.4000,20.4000,5.7495,5.7495,5.7495,5.0720,4.7886,4.7886,82
166.5556,166.5556,166.5556,0.2556,2.9056,2.9056,2.3979,2.3979,2.3979,1.0458,1.1326,1.1326,83
178.1111,178.1111,178.1111,12.4611,10.9611,10.9611,3.2968,3.2968,3.2968,2.5211,2.5214,2.5214,84
183.8889,183.8889,183.8889,20.3889,17.3389,17.3389,4.8210,4.8210,4.8210,4.8288,4.4591,4.4591,85
174.6667,174.6667,174.6667,8.4667,9.7167,9.7167,3.1716,3.1716,3.1716,2.3782,2.4234,2.4234,86
177.2222,177.2222,177.2222,14.1722,10.8722,10.8722,3.8905,3.8905,3.8905,3.4154,2.8071,2.8071,87
185.8889,185.8889,185.8889,23.3389,21.4889,21.4889,5.7694,5.7694,5.7694,5.6054,5.4975,5.4975,88
175.5556,175.5556,175.5556,18.0056,16.5556,16.5556,3.9424,3.9424,3.9424,4.4288,4.4057,4.4057,89
173.0000,173.0000,173.0000,2.9000,3.5000,3.5000,2.9020,2.9020,2.9020,1.7035,1.8110,1.8110,90
170.2222,170.2222,170.2222,4.2722,4.7722,4.7722,2.7282,2.7282,2.7282,2.1654,2.1035,2.1035,91
176.5556,176.5556,176.5556,8.9556,12.7556,12.7556,3.2445,3.2445,3.2445,2.5115,2.8631,2.8631,92
181.5556,181.5556,181.5556,11.7056,9.6056,9.6056,4.7929,4.7929,4.7929,3.4809,3.6781,3.6781,93
190.0000,190.0000,190.0000,18.7000,22.1000,22.1000,5.5813,5.5813,5.5813,4.6775,5.1509,5.1509,94
177.7778,177.7778,177.7778,14.4778,12.4778,12.4778,3.9882,3.9882,3.9882,3.6874,3.2346,3.2346,95
180.0000,180.0000,180.0000,14.3500,9.3000,9.3000,4.1747,4.1747,4.1747,3.4264,2.8965,2.8965,96
192.6667,192.6667,192.6667,27.1167,24.7167,24.7167,6.7082,6.7082,6.7082,6.3010,5.7812,5.7812,97
187.6667,187.6667,187.6667,9.1667,18.4167,18.4167,5.1041,5.1041,5.1041,3.1937,4.1933,4.1933,98
187.1111,187.1111,187.1111,10.9111,14.4111,14.4111,4.8901,4.8901,4.8901,3.0983,3.4210,3.4210,99
189.2222,189.2222,189.2222,19.4722,19.0222,19.0222,6.5087,6.5087,6.5087,5.6752,5.6125,5.6125,100
179.6667,179.6667,179.6667,14.1667,13.2167,13.2167,4.7670,4.7670,4.7670,3.9013,3.6723,3.6723,101
195.3333,195.3333,195.3333,25.6833,23.0333,23.0333,7.3441,7.3441,7.3441,5.9806,6.1262,6.1262,102
177.7778,177.7778,177.7778,17.1278,14.2278,14.2278,4.5112,4.5112,4.5112,4.2292,4.2010,4.2010,103
181.2222,181.2222,181.2222,22.4222,17.6222,17.6222,6.1473,6.1473,6.1473,5.8149,5.8148,5.8148,104
195.3333,195.3333,195.3333,25.0333,27.5833,27.5833,6.8326,6.8326,6.8326,5.1961,5.5656,5.5656,105
181.7778,181.7778,181.7778,22.1778,21.3778,21.3778,5.8115,5.8115,5.8115,5.4054,5.5118,5.5118,106
183.2222,183.2222,183.2222,12.9222,13.8722,13.8722,5.0461,5.0461,5.0461,3.8335,4.0276,4.0276,107
