Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
269.3333,242.4444,242.4444,22.9833,-3.9056,-3.9056,3.0550,-0.1841,-0.1841,1.7252,-1.5139,-1.5139,0
301.2222,282.3333,282.3333,42.9222,24.0333,24.0333,7.6431,6.8458,6.8458,5.2719,4.4746,4.4746,1
272.4444,243.4444,243.4444,15.6944,-13.3056,-13.3056,1.7901,-0.5793,-0.5793,-0.1452,-2.5146,-2.5146,2
296.6667,260.4444,260.4444,48.2667,12.0444,12.0444,5.9507,3.7433,3.7433,4.4309,2.2235,2.2235,3
286.4444,253.4444,253.4444,33.9944,0.9944,0.9944,3.1024,0.8790,0.8790,2.1265,-0.0969,-0.0969,4
270.0000,233.5556,233.5556,29.3000,-7.1444,-7.1444,1.7414,-1.5862,-1.5862,0.9251,-2.4025,-2.4025,5
280.1111,257.6667,257.6667,31.5111,9.0667,9.0667,4.4629,3.3730,3.3730,2.9232,1.8333,1.8333,6
252.4444,232.1111,232.1111,18.2944,-2.0389,-2.0389,0.9189,0.9268,0.9268,0.6321,0.6400,0.6400,7
262.5556,232.6667,232.6667,22.1056,-7.7833,-7.7833,3.6291,1.2020,1.2020,2.5874,0.1603,0.1603,8
279.7778,264.3333,264.3333,39.2778,23.8333,23.8333,7.9019,8.1815,8.1815,5.9329,6.2125,6.2125,9
252.7778,235.1111,235.1111,19.9278,2.2611,2.2611,1.0469,1.0229,1.0229,0.0833,0.0593,0.0593,10
266.8889,246.8889,246.8889,25.4389,5.4389,5.4389,3.2932,2.6039,2.6039,1.5941,0.9048,0.9048,11
280.0000,261.6667,261.6667,37.6000,19.2667,19.2667,6.2016,5.4985,5.4985,4.6166,3.9134,3.9134,12
260.7778,236.4444,236.4444,26.2778,1.9444,1.9444,3.2039,1.4788,1.4788,1.2676,-0.4575,-0.4575,13
276.4444,252.8889,252.8889,30.7944,7.2389,7.2389,5.1832,4.5052,4.5052,3.4262,2.7481,2.7481,14
253.5556,244.3333,244.3333,21.7056,12.4833,12.4833,2.0485,2.8608,2.8608,0.5117,1.3241,1.3241,15
272.0000,243.4444,243.4444,35.9000,7.3444,7.3444,6.5048,3.9721,3.9721,4.3319,1.7991,1.7991,16
269.2222,252.6667,252.6667,27.4222,10.8667,10.8667,5.2414,3.9208,3.9208,2.5121,1.1914,1.1914,17
280.6667,252.0000,252.0000,36.1667,7.5000,7.5000,6.4156,3.4452,3.4452,4.1722,1.2019,1.2019,18
257.2222,238.5556,238.5556,14.2222,-4.4444,-4.4444,3.1211,1.6194,1.6194,0.4096,-1.0920,-1.0920,19
278.6667,253.0000,253.0000,37.2667,11.6000,11.6000,5.2493,3.6240,3.6240,3.2189,1.5936,1.5936,20
258.2222,242.4444,242.4444,15.1222,-0.6556,-0.6556,2.1134,1.7785,1.7785,0.7605,0.4256,0.4256,21
256.0000,236.4444,236.4444,16.9500,-2.6056,-2.6056,3.0651,1.1355,1.1355,1.1925,-0.7371,-0.7371,22
