Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
198.0000,198.0000,198.0000,3.9000,3.9000,3.9000,4.5953,4.5953,4.5953,1.3901,1.3901,1.3901,0
190.0000,190.0000,190.0000,3.8500,3.8500,3.8500,4.9616,4.9616,4.9616,3.0130,3.0130,3.0130,1
193.8889,193.8889,193.8889,1.8389,1.8389,1.8389,3.7372,3.7372,3.7372,0.9303,0.9303,0.9303,2
196.4444,196.4444,196.4444,12.5444,12.5444,12.5444,4.7919,4.7919,4.7919,2.8401,2.8401,2.8401,3
181.8889,181.8889,181.8889,-10.6111,-10.6111,-10.6111,3.3841,3.3841,3.3841,0.1577,0.1577,0.1577,4
172.4444,172.4444,172.4444,-9.4556,-9.4556,-9.4556,1.6434,1.6434,1.6434,0.1081,0.1081,0.1081,5
193.5556,193.5556,193.5556,12.2056,12.2056,12.2056,5.4997,5.4997,5.4997,3.6408,3.6408,3.6408,6
171.3333,171.3333,171.3333,-13.5667,-13.5667,-13.5667,2.2144,2.2144,2.2144,-0.2001,-0.2001,-0.2001,7
181.5556,181.5556,181.5556,-2.3944,-2.3944,-2.3944,2.7076,2.7076,2.7076,0.4285,0.4285,0.4285,8
181.6667,181.6667,181.6667,4.2667,4.2667,4.2667,3.6733,3.6733,3.6733,1.9169,1.9169,1.9169,9
198.6667,198.6667,198.6667,18.0667,18.0667,18.0667,5.7600,5.7600,5.7600,3.5412,3.5412,3.5412,10
190.2222,190.2222,190.2222,24.0722,24.0722,24.0722,5.1053,5.1053,5.1053,5.1086,5.1086,5.1086,11
188.4444,188.4444,188.4444,13.4444,13.4444,13.4444,5.0327,5.0327,5.0327,3.1560,3.1560,3.1560,12
196.1111,196.1111,196.1111,19.8111,19.8111,19.8111,6.0729,6.0729,6.0729,4.5507,4.5507,4.5507,13
175.4444,175.4444,175.4444,4.0444,4.0444,4.0444,3.1387,3.1387,3.1387,1.7168,1.7168,1.7168,14
197.5556,197.5556,197.5556,19.2056,19.2056,19.2056,6.3525,6.3525,6.3525,3.9853,3.9853,3.9853,15
183.4444,183.4444,183.4444,13.2944,13.2944,13.2944,5.2259,5.2259,5.2259,3.6516,3.6516,3.6516,16
190.4444,190.4444,190.4444,13.5444,13.5444,13.5444,5.3313,5.3313,5.3313,3.3997,3.3997,3.3997,17
175.3333,175.3333,175.3333,-3.1167,-3.1167,-3.1167,2.4485,2.4485,2.4485,0.5459,0.5459,0.5459,18
170.4444,170.4444,170.4444,6.1944,6.1944,6.1944,2.8919,2.8919,2.8919,2.1008,2.1008,2.1008,19
181.1111,181.1111,181.1111,11.8111,11.8111,11.8111,5.2743,5.2743,5.2743,3.7627,3.7627,3.7627,20
173.3333,173.3333,173.3333,7.1833,7.1833,7.1833,3.1660,3.1660,3.1660,2.4078,2.4078,2.4078,21
170.7778,170.7778,170.7778,-1.3222,-1.3222,-1.3222,2.9725,2.9725,2.9725,1.0761,1.0761,1.0761,22
