Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
241.7778,207.6667,207.6667,12.8278,-21.2833,-21.2833,2.2107,-1.4253,-1.4253,1.4145,-2.2215,-2.2215,0
241.2222,209.3333,209.3333,20.5722,-11.3167,-11.3167,0.4270,-1.9330,-1.9330,0.8045,-1.5555,-1.5555,1
230.6667,197.8889,197.8889,6.2167,-26.5611,-26.5611,-1.0951,-3.3548,-3.3548,-1.5036,-3.7633,-3.7633,2
240.1111,203.4444,203.4444,12.9611,-23.7056,-23.7056,1.7233,-2.6069,-2.6069,0.7920,-3.5381,-3.5381,3
231.5556,191.2222,191.2222,13.7056,-26.6278,-26.6278,-1.1647,-2.6971,-2.6971,-0.7145,-2.2469,-2.2469,4
235.3333,194.4444,194.4444,14.7333,-26.1556,-26.1556,1.5119,-1.9923,-1.9923,1.1435,-2.3607,-2.3607,5
233.0000,206.8889,206.8889,17.6000,-8.5111,-8.5111,2.0952,1.0260,1.0260,2.0110,0.9418,0.9418,6
231.6667,198.0000,198.0000,20.6167,-13.0500,-13.0500,2.8170,-0.4837,-0.4837,3.5329,0.2322,0.2322,7
229.1111,212.3333,212.3333,20.4111,3.6333,3.6333,2.1751,1.7089,1.7089,2.7993,2.3332,2.3332,8
240.0000,196.5556,196.5556,34.1500,-9.2944,-9.2944,2.8950,-0.7229,-0.7229,3.8406,0.2227,0.2227,9
228.4444,192.5556,192.5556,12.9444,-22.9444,-22.9444,1.4466,-2.2756,-2.2756,1.2090,-2.5132,-2.5132,10
217.5556,193.7778,193.7778,16.1556,-7.6222,-7.6222,0.0605,-0.9665,-0.9665,0.6614,-0.3657,-0.3657,11
213.7778,189.3333,189.3333,9.6278,-14.8167,-14.8167,-0.7285,-1.7901,-1.7901,0.0594,-1.0022,-1.0022,12
228.3333,204.4444,204.4444,25.1833,1.2944,1.2944,2.7291,1.5546,1.5546,3.3410,2.1665,2.1665,13
238.3333,196.6667,196.6667,30.2833,-11.3833,-11.3833,4.2663,-0.2783,-0.2783,3.9726,-0.5721,-0.5721,14
233.5556,199.3333,199.3333,29.2556,-4.9667,-4.9667,1.6720,-0.3370,-0.3370,2.5645,0.5555,0.5555,15
249.4444,223.0000,223.0000,41.2944,14.8500,14.8500,6.2293,4.4284,4.4284,6.4049,4.6040,4.6040,16
224.5556,211.7778,211.7778,19.0556,6.2778,6.2778,2.6328,2.4289,2.4289,2.9437,2.7397,2.7397,17
235.0000,218.4444,218.4444,28.9000,12.3444,12.3444,3.1879,2.9766,2.9766,3.8920,3.6807,3.6807,18
255.8889,228.2222,228.2222,23.5889,-4.0778,-4.0778,7.6989,4.7539,4.7539,4.7754,1.8304,1.8304,19
268.7778,205.6667,205.6667,43.3278,-19.7833,-19.7833,9.1249,0.8772,0.8772,6.5424,-1.7053,-1.7053,20
232.1111,200.7778,200.7778,19.7611,-11.5722,-11.5722,2.6398,0.0493,0.0493,1.1893,-1.4012,-1.4012,21
258.0000,216.7778,216.7778,41.2500,0.0278,0.0278,7.4827,4.2632,4.2632,5.6245,2.4050,2.4050,22
231.2222,207.3333,207.3333,10.5222,-13.3667,-13.3667,3.4078,0.6442,0.6442,1.1450,-1.6186,-1.6186,23
237.0000,213.3333,213.3333,25.8500,2.1833,2.1833,3.7980,2.9229,2.9229,3.2074,2.3323,2.3323,24
234.7778,195.1111,195.1111,27.1778,-12.4889,-12.4889,3.9911,0.5614,0.5614,2.6989,-0.7308,-0.7308,25
226.3333,203.0000,203.0000,20.3833,-2.9500,-2.9500,2.7850,1.2311,1.2311,2.0518,0.4978,0.4978,26
228.0000,205.5556,205.5556,12.3000,-10.1444,-10.1444,1.9323,0.2889,0.2889,0.4016,-1.2418,-1.2418,27
228.1111,212.1111,212.1111,20.0111,4.0111,4.0111,2.6943,1.8434,1.8434,1.7568,0.9058,0.9058,28
229.2222,197.5556,197.5556,16.7722,-14.8944,-14.8944,4.1677,0.3690,0.3690,2.6212,-1.1775,-1.1775,29
229.2222,207.3333,207.3333,18.7222,-3.1667,-3.1667,3.1903,1.4165,1.4165,2.6008,0.8269,0.8269,30
221.1111,201.8889,201.8889,14.4111,-4.8111,-4.8111,1.4928,0.5732,0.5732,0.5089,-0.4107,-0.4107,31
236.0000,204.1111,204.1111,23.7500,-8.1389,-8.1389,5.3362,1.2022,1.2022,3.6291,-0.5050,-0.5050,32
235.1111,201.1111,201.1111,23.9111,-10.0889,-10.0889,5.1831,0.9822,0.9822,2.4959,-1.7050,-1.7050,33
215.7778,184.8889,184.8889,14.8278,-16.0611,-16.0611,3.4894,0.2249,0.2249,2.4333,-0.8313,-0.8313,34
194.2222,180.2222,180.2222,-7.0778,-21.0778,-21.0778,-1.8342,-1.5778,-1.5778,-2.5184,-2.2620,-2.2620,35
213.1111,183.4444,183.4444,8.3111,-21.3556,-21.3556,1.8876,-0.2103,-0.2103,0.4849,-1.6130,-1.6130,36
214.5556,197.5556,197.5556,18.2056,1.2056,1.2056,1.7490,1.4301,1.4301,1.3560,1.0370,1.0370,37
205.2222,181.7778,181.7778,14.3222,-9.1222,-9.1222,1.0067,-0.3756,-0.3756,0.9902,-0.3921,-0.3921,38
219.7778,193.2222,193.2222,20.2778,-6.2778,-6.2778,3.0485,0.9319,0.9319,2.5927,0.4761,0.4761,39
213.7778,191.7778,191.7778,15.1778,-6.8222,-6.8222,2.1219,0.9922,0.9922,1.7662,0.6365,0.6365,40
197.0000,182.5556,182.5556,-0.7000,-15.1444,-15.1444,0.0995,-0.8028,-0.8028,-0.5831,-1.4855,-1.4855,41
202.4444,187.4444,187.4444,13.6944,-1.3056,-1.3056,0.4300,0.1268,0.1268,0.4884,0.1852,0.1852,42
220.4444,197.7778,197.7778,21.1444,-1.5222,-1.5222,3.9601,2.4561,2.4561,2.9629,1.4589,1.4589,43
209.1111,184.6667,184.6667,14.1111,-10.3333,-10.3333,0.8837,-0.2225,-0.2225,0.5122,-0.5940,-0.5940,44
202.1111,184.2222,184.2222,15.3611,-2.5278,-2.5278,0.9668,0.0379,0.0379,1.0625,0.1336,0.1336,45
197.2222,171.7778,171.7778,17.4722,-7.9722,-7.9722,0.0765,-1.6295,-1.6295,1.0412,-0.6648,-0.6648,46
196.1111,181.1111,181.1111,12.8111,-2.1889,-2.1889,-0.1132,0.3540,0.3540,-0.0269,0.4403,0.4403,47
186.8889,171.4444,171.4444,-0.8611,-16.3056,-16.3056,-0.8530,-2.3076,-2.3076,-0.9963,-2.4509,-2.4509,48
