,Mean_X,Intensity_Raw,Mean_Xt,Mean_BG_X,Intensity_Corrected,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
0,171.8889,171.8889,171.8889,-3.8111,-3.8111,-3.8111,0.2093,0.2093,0.2093,-0.0199,-0.0199,-0.0199,0
1,173.3333,173.3333,173.3333,-9.3167,-9.3167,-9.3167,-0.3195,-0.3195,-0.3195,-1.4355,-1.4355,-1.4355,1
2,178.8889,178.8889,178.8889,5.9389,5.9389,5.9389,2.2714,2.2714,2.2714,2.6851,2.6851,2.6851,2
3,170.4444,170.4444,170.4444,-2.0056,-2.0056,-2.0056,0.4438,0.4438,0.4438,-0.0242,-0.0242,-0.0242,3
4,168.4444,168.4444,168.4444,-6.6056,-6.6056,-6.6056,-0.9669,-0.9669,-0.9669,-1.6544,-1.6544,-1.6544,4
5,168.0,168.0,168.0,-4.95,-4.95,-4.95,0.1239,0.1239,0.1239,-0.5019,-0.5019,-0.5019,5
6,174.5556,174.5556,174.5556,-0.2444,-0.2444,-0.2444,0.5748,0.5748,0.5748,-0.1428,-0.1428,-0.1428,6
7,169.6667,169.6667,169.6667,0.7167,0.7167,0.7167,0.6878,0.6878,0.6878,0.7922,0.7922,0.7922,7
8,167.5556,167.5556,167.5556,-1.2444,-1.2444,-1.2444,-0.3899,-0.3899,-0.3899,-0.6115,-0.6115,-0.6115,8
9,169.5556,169.5556,169.5556,0.6056,0.6056,0.6056,0.5889,0.5889,0.5889,0.7471,0.7471,0.7471,9
10,165.8889,165.8889,165.8889,-5.0611,-5.0611,-5.0611,0.2757,0.2757,0.2757,-0.3848,-0.3848,-0.3848,10
11,157.7778,157.7778,157.7778,-10.8722,-10.8722,-10.8722,-1.5351,-1.5351,-1.5351,-2.3004,-2.3004,-2.3004,11
12,150.4444,150.4444,150.4444,-14.3056,-14.3056,-14.3056,-1.9563,-1.9563,-1.9563,-1.9644,-1.9644,-1.9644,12
13,155.4444,155.4444,155.4444,-11.2556,-11.2556,-11.2556,-1.025,-1.025,-1.025,-1.0391,-1.0391,-1.0391,13
14,169.5556,169.5556,169.5556,-5.1444,-5.1444,-5.1444,0.4727,0.4727,0.4727,-0.4655,-0.4655,-0.4655,14
15,168.8889,168.8889,168.8889,1.5889,1.5889,1.5889,0.5513,0.5513,0.5513,0.2769,0.2769,0.2769,15
16,165.3333,165.3333,165.3333,-6.0667,-6.0667,-6.0667,0.6352,0.6352,0.6352,0.1255,0.1255,0.1255,16
17,165.7778,165.7778,165.7778,-2.9222,-2.9222,-2.9222,-0.0584,-0.0584,-0.0584,-0.5836,-0.5836,-0.5836,17
18,154.7778,154.7778,154.7778,-18.5222,-18.5222,-18.5222,-2.0963,-2.0963,-2.0963,-2.9001,-2.9001,-2.9001,18
19,154.5556,154.5556,154.5556,-17.8444,-17.8444,-17.8444,-1.6078,-1.6078,-1.6078,-2.4544,-2.4544,-2.4544,19
20,153.5556,153.5556,153.5556,-10.7944,-10.7944,-10.7944,-0.9803,-0.9803,-0.9803,-1.155,-1.155,-1.155,20
21,166.8889,166.8889,166.8889,5.5889,5.5889,5.5889,0.5113,0.5113,0.5113,0.7405,0.7405,0.7405,21
22,160.0,160.0,160.0,-11.1,-11.1,-11.1,-1.4357,-1.4357,-1.4357,-2.0806,-2.0806,-2.0806,22
23,171.2222,171.2222,171.2222,-0.9778,-0.9778,-0.9778,1.0241,1.0241,1.0241,0.3166,0.3166,0.3166,23
24,166.5556,166.5556,166.5556,-1.5944,-1.5944,-1.5944,0.6292,0.6292,0.6292,-0.25,-0.25,-0.25,24
25,169.6667,169.6667,169.6667,0.8667,0.8667,0.8667,1.2074,1.2074,1.2074,0.7891,0.7891,0.7891,25
26,172.8889,172.8889,172.8889,1.0389,1.0389,1.0389,1.8154,1.8154,1.8154,1.002,1.002,1.002,26
27,157.2222,157.2222,157.2222,-5.9278,-5.9278,-5.9278,-0.64,-0.64,-0.64,-0.6751,-0.6751,-0.6751,27
28,162.3333,162.3333,162.3333,1.8833,1.8833,1.8833,0.4417,0.4417,0.4417,0.8927,0.8927,0.8927,28
29,154.2222,154.2222,154.2222,-16.4278,-16.4278,-16.4278,-1.9822,-1.9822,-1.9822,-2.4654,-2.4654,-2.4654,29
30,157.0,157.0,157.0,-6.9,-6.9,-6.9,-0.5079,-0.5079,-0.5079,-0.9298,-0.9298,-0.9298,30
31,162.4444,162.4444,162.4444,-2.6056,-2.6056,-2.6056,0.0832,0.0832,0.0832,-0.2419,-0.2419,-0.2419,31
32,153.0,153.0,153.0,-10.7,-10.7,-10.7,-1.4736,-1.4736,-1.4736,-1.4004,-1.4004,-1.4004,32
33,157.4444,157.4444,157.4444,-5.1556,-5.1556,-5.1556,-0.2272,-0.2272,-0.2272,-0.6227,-0.6227,-0.6227,33
34,157.1111,157.1111,157.1111,-6.0389,-6.0389,-6.0389,-1.1461,-1.1461,-1.1461,-1.6391,-1.6391,-1.6391,34
35,152.5556,152.5556,152.5556,-7.0444,-7.0444,-7.0444,-1.0786,-1.0786,-1.0786,-1.1231,-1.1231,-1.1231,35
36,159.1111,159.1111,159.1111,-2.9389,-2.9389,-2.9389,0.4826,0.4826,0.4826,0.0492,0.0492,0.0492,36
37,161.4444,161.4444,161.4444,5.0944,5.0944,5.0944,0.6592,0.6592,0.6592,1.4159,1.4159,1.4159,37
38,166.3333,166.3333,166.3333,6.3833,6.3833,6.3833,0.6621,0.6621,0.6621,0.762,0.762,0.762,38
39,153.5556,153.5556,153.5556,-8.2444,-8.2444,-8.2444,-1.0335,-1.0335,-1.0335,-1.2737,-1.2737,-1.2737,39
40,160.3333,160.3333,160.3333,-2.8167,-2.8167,-2.8167,-0.4542,-0.4542,-0.4542,-0.3992,-0.3992,-0.3992,40
41,152.7778,152.7778,152.7778,-9.9722,-9.9722,-9.9722,-1.5073,-1.5073,-1.5073,-1.9688,-1.9688,-1.9688,41
42,156.2222,156.2222,156.2222,-5.0278,-5.0278,-5.0278,0.2532,0.2532,0.2532,0.1963,0.1963,0.1963,42
43,159.1111,159.1111,159.1111,0.4111,0.4111,0.4111,-0.6212,-0.6212,-0.6212,-0.3218,-0.3218,-0.3218,43
44,156.7778,156.7778,156.7778,-10.6222,-10.6222,-10.6222,-1.0889,-1.0889,-1.0889,-1.8309,-1.8309,-1.8309,44
45,158.8889,158.8889,158.8889,-5.3111,-5.3111,-5.3111,-0.7479,-0.7479,-0.7479,-1.0676,-1.0676,-1.0676,45
46,164.3333,164.3333,164.3333,-5.4667,-5.4667,-5.4667,-0.0441,-0.0441,-0.0441,-0.7815,-0.7815,-0.7815,46
47,153.7778,153.7778,153.7778,-9.4222,-9.4222,-9.4222,-1.4963,-1.4963,-1.4963,-2.0095,-2.0095,-2.0095,47
48,165.0,165.0,165.0,4.65,4.65,4.65,0.4844,0.4844,0.4844,0.6367,0.6367,0.6367,48
49,161.4444,161.4444,161.4444,-0.4556,-0.4556,-0.4556,0.4957,0.4957,0.4957,0.6377,0.6377,0.6377,49
50,157.1111,157.1111,157.1111,-13.9889,-13.9889,-13.9889,-1.0866,-1.0866,-1.0866,-2.0178,-2.0178,-2.0178,50
51,161.3333,161.3333,161.3333,1.2833,1.2833,1.2833,0.0771,0.0771,0.0771,0.6498,0.6498,0.6498,51
52,153.1111,153.1111,153.1111,-9.7889,-9.7889,-9.7889,-1.3381,-1.3381,-1.3381,-1.1816,-1.1816,-1.1816,52
53,154.5556,154.5556,154.5556,-9.2444,-9.2444,-9.2444,-1.2793,-1.2793,-1.2793,-1.3372,-1.3372,-1.3372,53
54,152.6667,152.6667,152.6667,-7.2833,-7.2833,-7.2833,-1.2558,-1.2558,-1.2558,-0.8624,-0.8624,-0.8624,54
55,150.6667,150.6667,150.6667,-10.5333,-10.5333,-10.5333,-2.0268,-2.0268,-2.0268,-2.2913,-2.2913,-2.2913,55
56,159.3333,159.3333,159.3333,1.1833,1.1833,1.1833,0.5703,0.5703,0.5703,0.6173,0.6173,0.6173,56
57,148.6667,148.6667,148.6667,-10.3333,-10.3333,-10.3333,-2.3832,-2.3832,-2.3832,-1.8961,-1.8961,-1.8961,57
58,162.5556,162.5556,162.5556,4.6556,4.6556,4.6556,0.9007,0.9007,0.9007,0.8224,0.8224,0.8224,58
59,153.8889,153.8889,153.8889,-5.1611,-5.1611,-5.1611,-0.8739,-0.8739,-0.8739,-1.33,-1.33,-1.33,59
60,156.7778,156.7778,156.7778,-4.0222,-4.0222,-4.0222,-0.5647,-0.5647,-0.5647,-1.1093,-1.1093,-1.1093,60
61,159.1111,159.1111,159.1111,-8.3889,-8.3889,-8.3889,0.09,0.09,0.09,-0.553,-0.553,-0.553,61
62,160.8889,160.8889,160.8889,-0.2111,-0.2111,-0.2111,0.5862,0.5862,0.5862,0.2571,0.2571,0.2571,62
63,154.8889,154.8889,154.8889,-0.3111,-0.3111,-0.3111,0.0971,0.0971,0.0971,0.3827,0.3827,0.3827,63
64,153.6667,153.6667,153.6667,-7.6833,-7.6833,-7.6833,-0.4419,-0.4419,-0.4419,-1.0064,-1.0064,-1.0064,64
65,151.6667,151.6667,151.6667,-2.7833,-2.7833,-2.7833,-0.2554,-0.2554,-0.2554,-0.1694,-0.1694,-0.1694,65
66,154.7778,154.7778,154.7778,-0.7222,-0.7222,-0.7222,-0.276,-0.276,-0.276,-0.3636,-0.3636,-0.3636,66
67,150.7778,150.7778,150.7778,-0.4722,-0.4722,-0.4722,-0.9222,-0.9222,-0.9222,-0.3983,-0.3983,-0.3983,67
68,159.2222,159.2222,159.2222,1.2722,1.2722,1.2722,0.1511,0.1511,0.1511,0.461,0.461,0.461,68
69,151.1111,151.1111,151.1111,-7.2889,-7.2889,-7.2889,-0.68,-0.68,-0.68,-0.5726,-0.5726,-0.5726,69
70,157.7778,157.7778,157.7778,1.8778,1.8778,1.8778,0.1981,0.1981,0.1981,0.3316,0.3316,0.3316,70
71,157.6667,157.6667,157.6667,-2.1833,-2.1833,-2.1833,-0.4871,-0.4871,-0.4871,-0.8165,-0.8165,-0.8165,71
