,Mean_X,Intensity_Raw,Mean_Xt,Mean_BG_X,Intensity_Corrected,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
0,210.0,199.4444,199.4444,2.15,-8.4056,-8.4056,-1.0808,-1.9339,-1.9339,-0.7452,-1.5983,-1.5983,0
1,211.3333,198.3333,198.3333,12.6833,-0.3167,-0.3167,0.5086,-0.6899,-0.6899,2.0882,0.8897,0.8897,1
2,213.0,211.5556,211.5556,7.6,6.1556,6.1556,0.6609,1.5107,1.5107,0.9675,1.8174,1.8174,2
3,209.5556,199.2222,199.2222,13.7556,3.4222,3.4222,0.1256,-0.6313,-0.6313,0.8033,0.0464,0.0464,3
4,209.4444,196.8889,196.8889,8.0944,-4.4611,-4.4611,0.4123,-0.4984,-0.4984,-0.0424,-0.9531,-0.9531,4
5,196.1111,192.5556,192.5556,-0.2889,-3.8444,-3.8444,-0.2601,0.0551,0.0551,0.4766,0.7918,0.7918,5
6,195.5556,192.6667,192.6667,3.2556,0.3667,0.3667,-1.603,-0.4947,-0.4947,-0.8037,0.3046,0.3046,6
7,216.1111,212.5556,212.5556,25.5611,22.0056,22.0056,3.2761,3.4427,3.4427,4.6414,4.8079,4.8079,7
8,204.1111,200.8889,200.8889,5.0611,1.8389,1.8389,0.3688,0.8288,0.8288,0.7964,1.2564,1.2564,8
9,221.3333,210.5556,210.5556,16.6333,5.8556,5.8556,2.9029,2.6448,2.6448,2.4126,2.1544,2.1544,9
10,204.6667,198.5556,198.5556,3.5667,-2.5444,-2.5444,0.5594,0.3539,0.3539,0.347,0.1415,0.1415,10
11,210.4444,203.1111,203.1111,11.8444,4.5111,4.5111,1.4186,1.8881,1.8881,1.2509,1.7204,1.7204,11
12,200.2222,192.0,192.0,10.1222,1.9,1.9,0.2336,0.0151,0.0151,1.1937,0.9752,0.9752,12
13,194.4444,193.7778,193.7778,-2.0556,-2.7222,-2.7222,-0.3949,0.6518,0.6518,-0.5303,0.5164,0.5164,13
14,199.5556,199.8889,199.8889,3.6556,3.9889,3.9889,-0.1261,0.6155,0.6155,0.3058,1.0473,1.0473,14
15,199.6667,194.3333,194.3333,12.6167,7.2833,7.2833,-0.24,-0.2385,-0.2385,0.8027,0.8042,0.8042,15
16,198.7778,188.8889,188.8889,4.1278,-5.7611,-5.7611,-0.6087,-0.7685,-0.7685,-0.1147,-0.2745,-0.2745,16
17,203.2222,192.1111,192.1111,10.0222,-1.0889,-1.0889,0.923,0.1947,0.1947,1.6314,0.9032,0.9032,17
18,204.7778,194.7778,194.7778,12.5778,2.5778,2.5778,0.7961,0.5486,0.5486,1.8105,1.563,1.563,18
19,205.8889,193.6667,193.6667,4.1889,-8.0333,-8.0333,0.5971,-0.0276,-0.0276,0.1015,-0.5232,-0.5232,19
20,193.0,184.3333,184.3333,5.1,-3.5667,-3.5667,-1.6705,-1.6645,-1.6645,-0.375,-0.369,-0.369,20
