,Mean_X,Intensity_Raw,Mean_Xt,Mean_BG_X,Intensity_Corrected,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
0,161.1111,161.1111,161.1111,6.6611,5.0611,5.0611,0.6097,0.6097,0.6097,1.0414,0.5106,0.5106,0
1,145.3333,145.3333,145.3333,-3.8167,-9.6167,-9.6167,-0.8573,-0.8573,-0.8573,-1.0521,-1.3435,-1.3435,1
2,155.4444,155.4444,155.4444,4.3944,6.6944,6.6944,0.9102,0.9102,0.9102,1.4504,1.3577,1.3577,2
3,156.7778,156.7778,156.7778,3.6778,5.5778,5.5778,0.7361,0.7361,0.7361,0.4049,1.1748,1.1748,3
4,154.0,154.0,154.0,1.05,-2.05,-2.05,0.2307,0.2307,0.2307,0.4057,-0.0193,-0.0193,4
5,151.3333,151.3333,151.3333,6.9833,3.3833,3.3833,0.7806,0.7806,0.7806,1.0483,1.06,1.06,5
6,154.1111,154.1111,154.1111,4.1611,6.0611,6.0611,1.1672,1.1672,1.1672,1.4203,1.6798,1.6798,6
7,147.1111,147.1111,147.1111,-2.5389,-8.7389,-8.7389,-0.6086,-0.6086,-0.6086,-0.8827,-1.2947,-1.2947,7
8,142.6667,142.6667,142.6667,-2.4333,-5.9833,-5.9833,-1.2613,-1.2613,-1.2613,-0.7011,-1.0158,-1.0158,8
9,153.1111,153.1111,153.1111,5.2611,4.9611,4.9611,1.3472,1.3472,1.3472,1.5547,1.5491,1.5491,9
10,147.6667,147.6667,147.6667,-5.7833,-2.0333,-2.0333,-0.3958,-0.3958,-0.3958,-0.663,-0.7352,-0.7352,10
11,155.8889,155.8889,155.8889,2.1889,-2.0611,-2.0611,0.5048,0.5048,0.5048,0.1785,-0.4634,-0.4634,11
12,140.3333,140.3333,140.3333,-4.6667,-3.9167,-3.9167,-1.2562,-1.2562,-1.2562,-1.0437,-1.2687,-1.2687,12
13,154.7778,154.7778,154.7778,2.1278,3.4778,3.4778,1.3373,1.3373,1.3373,0.8882,0.8061,0.8061,13
14,154.3333,154.3333,154.3333,0.9333,5.9333,5.9333,1.461,1.461,1.461,1.0742,1.5953,1.5953,14
15,150.1111,150.1111,150.1111,1.1611,2.9111,2.9111,-0.171,-0.171,-0.171,0.0402,0.2132,0.2132,15
16,162.4444,162.4444,162.4444,11.4444,8.5944,8.5944,2.0147,2.0147,2.0147,1.9144,2.1436,2.1436,16
17,150.5556,150.5556,150.5556,-1.4444,-0.8444,-0.8444,0.2611,0.2611,0.2611,-0.455,-0.6886,-0.6886,17
18,153.6667,153.6667,153.6667,6.7667,1.0667,1.0667,1.1611,1.1611,1.1611,1.3247,0.8711,0.8711,18
19,148.8889,148.8889,148.8889,2.9389,0.3389,0.3389,0.1985,0.1985,0.1985,0.5086,0.2132,0.2132,19
20,144.0,144.0,144.0,2.8,1.75,1.75,0.141,0.141,0.141,0.7208,1.1,1.1,20
21,141.4444,141.4444,141.4444,-1.8056,-2.8056,-2.8056,-0.2638,-0.2638,-0.2638,0.1117,0.0779,0.0779,21
22,153.1111,153.1111,153.1111,7.9111,6.9111,6.9111,1.3511,1.3511,1.3511,1.2964,1.8265,1.8265,22
23,144.0,144.0,144.0,-2.5,-5.25,-5.25,-0.2344,-0.2344,-0.2344,-0.3816,-0.3494,-0.3494,23
24,139.7778,139.7778,139.7778,-3.9222,-3.3222,-3.3222,-0.765,-0.765,-0.765,-0.3812,-0.4469,-0.4469,24
25,162.3333,162.3333,162.3333,12.8833,13.9833,13.9833,2.5879,2.5879,2.5879,2.4028,2.6556,2.6556,25
26,144.8889,144.8889,144.8889,2.3889,-7.3111,-7.3111,-0.1373,-0.1373,-0.1373,0.222,-0.5104,-0.5104,26
27,143.7778,143.7778,143.7778,-3.7222,-1.6222,-1.6222,0.1288,0.1288,0.1288,-0.2172,0.2989,0.2989,27
28,151.7778,151.7778,151.7778,8.4778,3.7278,3.7278,1.8876,1.8876,1.8876,2.2216,1.6327,1.6327,28
29,151.4444,151.4444,151.4444,10.4444,7.4444,7.4444,1.9048,1.9048,1.9048,2.2652,1.5345,1.5345,29
30,145.1111,145.1111,145.1111,1.6611,0.4111,0.4111,0.8399,0.8399,0.8399,0.8807,0.8404,0.8404,30
31,143.8889,143.8889,143.8889,-0.8111,-3.0111,-3.0111,0.5381,0.5381,0.5381,0.2994,0.0762,0.0762,31
32,144.3333,144.3333,144.3333,3.1833,2.8333,2.8333,0.8395,0.8395,0.8395,1.1324,1.2024,1.2024,32
33,144.3333,144.3333,144.3333,1.4833,1.8333,1.8333,0.4689,0.4689,0.4689,0.3108,0.591,0.591,33
34,143.8889,143.8889,143.8889,-5.0111,-8.5111,-8.5111,-0.4446,-0.4446,-0.4446,-0.7677,-0.9402,-0.9402,34
35,138.3333,138.3333,138.3333,-2.9167,-4.2667,-4.2667,-1.2419,-1.2419,-1.2419,-0.921,-0.8483,-0.8483,35
36,142.2222,142.2222,142.2222,-0.6278,-2.3278,-2.3278,0.4036,0.4036,0.4036,0.518,0.5128,0.5128,36
37,143.8889,143.8889,143.8889,1.5889,-2.1611,-2.1611,0.2645,0.2645,0.2645,0.5358,0.5923,0.5923,37
38,142.2222,142.2222,142.2222,0.2722,-3.3778,-3.3778,-0.3943,-0.3943,-0.3943,-0.1447,-0.6714,-0.6714,38
39,140.8889,140.8889,140.8889,-3.7111,-5.5611,-5.5611,-0.6356,-0.6356,-0.6356,-0.6455,-0.5511,-0.5511,39
40,141.2222,141.2222,141.2222,-7.2278,-4.7278,-4.7278,-0.64,-0.64,-0.64,-0.9525,-0.5884,-0.5884,40
41,144.5556,144.5556,144.5556,1.8056,1.9556,1.9556,0.2634,0.2634,0.2634,0.6194,0.4419,0.4419,41
42,141.7778,141.7778,141.7778,3.1278,-0.0222,-0.0222,0.237,0.237,0.237,0.5865,0.2363,0.2363,42
43,145.5556,145.5556,145.5556,1.9056,2.4056,2.4056,0.6175,0.6175,0.6175,0.8208,0.5563,0.5563,43
44,147.1111,147.1111,147.1111,-1.2389,-2.9889,-2.9889,-0.2377,-0.2377,-0.2377,-1.0084,-0.9387,-0.9387,44
45,151.2222,151.2222,151.2222,7.9222,7.3722,7.3722,1.6593,1.6593,1.6593,1.9202,1.9106,1.9106,45
46,143.5556,143.5556,143.5556,-5.9944,-4.0444,-4.0444,-0.0776,-0.0776,-0.0776,-0.6373,-0.4623,-0.4623,46
47,136.3333,136.3333,136.3333,-8.7167,-7.0167,-7.0167,-0.8905,-0.8905,-0.8905,-0.7058,-0.6331,-0.6331,47
48,144.4444,144.4444,144.4444,-3.6556,-4.4056,-4.4056,-0.1131,-0.1131,-0.1131,-0.5305,-0.5516,-0.5516,48
49,148.3333,148.3333,148.3333,4.0333,1.6333,1.6333,0.4253,0.4253,0.4253,0.7717,0.3728,0.3728,49
50,150.7778,150.7778,150.7778,6.6278,6.4278,6.4278,1.6416,1.6416,1.6416,1.6209,1.5634,1.5634,50
51,143.5556,143.5556,143.5556,0.7556,-5.4944,-5.4944,0.4366,0.4366,0.4366,0.5105,-0.1079,-0.1079,51
52,143.2222,143.2222,143.2222,0.3222,-1.6278,-1.6278,0.0269,0.0269,0.0269,-0.004,-0.0196,-0.0196,52
53,141.7778,141.7778,141.7778,-4.6222,-5.5222,-5.5222,0.0456,0.0456,0.0456,-0.257,-0.5662,-0.5662,53
54,146.1111,146.1111,146.1111,6.1611,5.4611,5.4611,0.8902,0.8902,0.8902,1.1613,1.1565,1.1565,54
55,142.5556,142.5556,142.5556,-1.6444,-1.8444,-1.8444,-0.1971,-0.1971,-0.1971,-0.5155,-0.2477,-0.2477,55
56,143.7778,143.7778,143.7778,-0.5722,0.8278,0.8278,-0.0684,-0.0684,-0.0684,0.0981,0.1053,0.1053,56
57,138.1111,138.1111,138.1111,-4.4389,-3.9389,-3.9389,-0.6742,-0.6742,-0.6742,-0.7848,-0.3352,-0.3352,57
