Frame,X,Y,Intensity_Corrected,Intensity_Raw
0,459.5998,171.8591,6.0000,227.000
1,459.5998,171.8591,-9.9778,217.222
2,459.5998,171.8591,3.9611,224.111
3,459.5998,171.8591,7.0722,213.222
4,459.5998,171.8591,-11.7944,199.556
5,459.5998,171.8591,-2.1444,208.556
6,459.5998,171.8591,-3.8500,210.000
7,459.5998,171.8591,3.5833,208.333
8,459.5998,171.8591,0.7111,215.111
9,459.5998,171.8591,6.8556,217.556
10,459.5998,171.8591,-2.4944,208.556
11,459.5998,171.8591,10.3389,218.889
12,459.5998,171.8591,-6.4667,205.333
13,459.5998,171.8591,6.5444,209.444
14,459.5998,171.8591,-0.9889,209.111
15,459.5998,171.8591,-2.5111,208.889
16,459.5998,171.8591,-1.4278,203.222
17,459.5998,171.8591,-3.4222,201.778
18,459.5998,171.8591,-1.6278,207.222
19,459.5998,171.8591,4.5556,204.556
20,459.5998,171.8591,-0.7000,204.000
21,459.5998,171.8591,0.3056,201.556
22,459.5998,171.8591,-4.3556,203.444
23,459.5998,171.8591,9.2444,209.444
24,459.5998,171.8591,-2.4944,204.556
25,459.5998,171.8591,-8.5333,201.667
26,459.5998,171.8591,0.8889,205.889
27,459.5998,171.8591,4.6667,204.667
28,459.5998,171.8591,9.8333,211.333
29,459.5998,171.8591,-1.3444,196.556
30,459.5998,171.8591,4.4722,202.222
31,459.5998,171.8591,13.0500,214.000
32,459.5998,171.8591,11.6444,203.444
33,459.5998,171.8591,3.3667,201.667
34,459.5998,171.8591,5.0389,207.889
35,459.5998,171.8591,0.4667,200.667
36,459.5998,171.8591,4.7389,208.889
37,459.5998,171.8591,2.3778,205.778
38,459.5998,171.8591,19.0000,219.000
39,459.5998,171.8591,0.1778,204.778
40,459.5998,171.8591,3.8944,205.444
41,459.5998,171.8591,-1.5444,198.556
42,459.5998,171.8591,4.8111,207.111
43,459.5998,171.8591,4.0333,201.333
44,459.5998,171.8591,3.2222,202.222
45,459.5998,171.8591,3.9444,207.444
46,459.5998,171.8591,13.4222,211.222
47,459.5998,171.8591,10.0111,213.111
48,459.5998,171.8591,0.8500,202.000
49,459.5998,171.8591,9.6167,205.667
50,459.5998,171.8591,6.4500,199.000
51,459.5998,171.8591,6.1278,204.778
52,459.5998,171.8591,2.6889,204.889
53,459.5998,171.8591,19.7278,221.778
54,459.5998,171.8591,3.6111,202.111
55,459.5998,171.8591,12.3889,209.889
56,459.5998,171.8591,14.7389,208.889
57,459.6258,171.9274,14.7167,215.667
58,459.6686,171.9773,-1.6333,198.667
59,459.6820,172.0011,19.5778,218.778
60,459.7076,172.0030,15.2222,212.222
61,459.7020,171.9725,13.4389,205.889
62,459.6953,171.9320,27.4389,221.889
63,459.7423,171.8784,10.8944,209.444
64,459.7836,171.8341,6.4278,204.778
65,459.8065,171.7540,12.2500,212.000
66,459.7850,171.7002,14.7389,210.889
67,459.7553,171.6674,22.5222,217.222
68,459.7576,171.6878,23.4944,224.444
69,459.7715,171.7663,21.0278,214.778
70,459.7876,171.8797,9.2389,204.889
71,459.7435,171.9486,5.3000,204.000
72,459.7083,171.9949,21.2889,214.889
73,459.6756,172.0312,19.8278,210.778
74,459.6957,172.0531,16.9500,223.000
75,459.6785,172.0972,17.5056,212.556
76,459.2325,172.5582,15.5833,213.333
77,459.2697,172.5117,19.5833,212.333
78,459.5308,172.1729,18.9222,213.222
79,459.5420,172.1770,19.2722,214.222
80,459.5800,172.1443,22.4944,219.444
81,459.5877,172.1177,24.0167,212.667
82,459.6121,172.1062,30.1000,218.000
83,459.6541,172.0722,31.7000,222.000
84,459.6894,172.0466,25.1167,221.667
85,459.7234,172.0261,21.3667,208.667
86,459.7165,172.0115,8.7056,204.556
87,459.7028,172.0088,25.7778,218.778
88,459.6499,172.0440,27.4278,222.778
89,459.6119,172.0850,26.7056,219.556
90,459.6155,172.1017,21.6944,217.444
91,459.6418,172.0998,15.3722,214.222
92,459.6683,172.0541,26.6722,223.222
93,459.6422,172.0114,27.3111,221.111
94,459.5659,171.9890,24.0222,211.222
95,459.5055,171.9655,26.5722,217.222
96,459.4275,172.0859,31.5222,224.222
97,459.4142,172.1745,25.0222,217.222
