Frame,X,Y,Intensity_Corrected,Intensity_Raw
0,210.9053,232.6854,5.9611,219.111
1,210.9053,232.6854,4.1611,220.111
2,210.9053,232.6854,6.9000,214.000
3,210.9053,232.6854,15.4889,221.889
4,210.9053,232.6854,11.3611,215.111
5,210.9053,232.6854,19.0278,219.778
6,210.9053,232.6854,18.0500,221.000
7,210.9053,232.6854,11.2278,209.778
8,210.9053,232.6854,9.9333,203.333
9,210.9053,232.6854,19.9722,217.222
10,210.9053,232.6854,-6.0167,199.333
11,210.9053,232.6854,16.8222,210.222
12,210.9053,232.6854,10.8778,207.778
13,210.9053,232.6854,15.6222,210.222
14,210.9093,232.7063,5.6889,204.889
15,210.8586,232.6333,6.4833,205.333
16,210.7888,232.6843,12.7000,206.000
17,210.6439,232.7384,23.3500,213.000
18,210.5003,232.8454,22.5333,217.333
19,210.4371,232.9964,29.9889,220.889
20,210.4327,233.0192,12.2444,200.444
21,210.4695,233.0209,12.8500,202.000
22,210.5286,232.8667,15.1778,204.778
23,210.6158,232.5584,15.3278,213.778
24,210.7150,232.4644,11.2889,209.889
25,210.7905,232.4015,10.4667,214.667
26,210.8496,232.4144,8.4500,208.000
27,210.8770,232.4558,20.8778,209.778
28,210.8680,232.5936,12.5611,204.111
29,210.8877,232.7115,13.2889,206.889
30,210.9043,232.8148,3.1944,201.444
31,210.9126,232.8816,9.5389,204.889
32,210.8558,232.9191,24.0889,212.889
33,210.7855,232.9164,9.6944,203.444
34,210.7270,232.8966,28.3556,214.556
35,210.7164,232.8516,14.9778,205.778
36,210.7179,232.7905,18.3944,213.444
37,210.7259,232.7343,22.6389,211.889
38,210.7467,232.6887,14.6167,205.667
39,210.7661,232.6712,32.0444,219.444
40,210.7790,232.6329,19.6833,207.333
41,210.7490,232.6214,26.3111,209.111
42,210.6965,232.6483,6.3833,197.333
43,210.5634,232.6058,22.1833,212.333
44,210.4758,232.5101,25.4111,208.111
45,210.4665,232.4690,15.5278,201.778
46,210.6095,232.5570,14.3500,205.000
47,210.7108,232.5023,13.2333,203.333
48,210.7505,232.4285,16.3611,215.111
49,210.7655,232.4218,14.0167,216.667
50,210.7504,232.4014,27.3944,216.444
51,210.7263,232.5036,25.3667,211.667
52,210.6304,232.4689,18.5333,213.333
53,210.6758,232.5562,12.5333,206.333
54,210.6940,232.6341,20.4500,213.000
55,210.7190,232.7096,15.7833,207.333
56,210.6816,232.7184,15.8333,209.333
57,210.5964,232.6883,16.4722,210.222
58,210.5338,232.6509,27.4778,213.778
59,210.5143,232.6542,16.2500,208.000
60,210.5264,232.6408,25.8167,208.667
61,210.5334,232.6248,20.0222,203.222
62,210.5507,232.6229,20.2889,205.889
63,210.5259,232.5655,32.7111,225.111
64,210.5078,232.5002,17.5222,204.222
65,210.4999,232.6824,21.2722,203.222
66,210.4784,232.6746,32.9333,222.333
67,210.4960,232.6591,32.1056,212.556
68,210.4705,232.6405,25.9722,209.222
69,210.4929,232.6583,27.2944,210.444
70,210.5079,232.6510,25.4056,213.556
71,210.5079,232.6510,11.3222,205.222
72,210.5079,232.6510,5.1444,191.444
73,210.5079,232.6510,16.0667,204.667
74,210.5079,232.6510,10.7278,193.778
75,210.5079,232.6510,13.5056,200.556
76,210.5079,232.6510,10.8389,190.889
77,210.5079,232.6510,13.9278,193.778
78,210.5079,232.6510,13.1944,195.444
79,210.5079,232.6510,6.8167,189.667
80,210.5079,232.6510,7.9444,190.444
81,210.5079,232.6510,5.1111,186.111
82,210.5079,232.6510,2.3167,182.667
83,210.5079,232.6510,7.8056,184.556
84,210.5079,232.6510,5.3667,184.667
85,210.5079,232.6510,3.0944,185.444
86,210.5079,232.6510,11.3556,189.556
87,210.5079,232.6510,-8.0833,171.667
88,210.5079,232.6510,3.7944,184.444
89,210.5079,232.6510,1.3111,177.111
90,210.5079,232.6510,10.9556,192.556
91,210.5079,232.6510,13.5556,187.556
92,210.5079,232.6510,11.0778,189.778
93,210.5079,232.6510,-0.9167,180.333
94,210.5079,232.6510,-7.4167,178.333
95,210.5079,232.6510,-9.8278,172.222
96,210.5079,232.6510,-1.8944,176.556
97,210.5079,232.6510,0.7333,178.333
98,210.5079,232.6510,12.8611,186.111
99,210.5079,232.6510,-0.5111,175.889
100,210.5079,232.6510,9.3444,189.444
101,210.5079,232.6510,-2.4611,175.889
102,210.5079,232.6510,-5.8389,168.111
103,210.5079,232.6510,4.6944,185.444
104,210.5079,232.6510,-9.5278,171.222
105,210.5079,232.6510,8.0778,188.778
106,210.5079,232.6510,-3.2722,179.778
107,210.5079,232.6510,0.0500,178.000
108,210.5079,232.6510,-2.3556,178.444
109,210.5079,232.6510,1.9944,174.444
110,210.5079,232.6510,-6.9556,170.444
111,210.5079,232.6510,2.0111,177.111
112,210.5079,232.6510,3.0500,179.000
113,210.5079,232.6510,-7.3000,179.000
114,210.5079,232.6510,1.4500,175.000
115,210.5079,232.6510,3.6889,176.889
116,210.5079,232.6510,-3.4111,169.889
117,210.5079,232.6510,6.4833,182.333
118,210.5079,232.6510,-1.3167,173.333
119,210.5079,232.6510,2.8778,184.778
120,210.5079,232.6510,-0.4611,175.889
121,210.5079,232.6510,-5.9667,173.333
122,210.5079,232.6510,7.3778,177.778
123,210.5079,232.6510,2.6167,180.667
124,210.5079,232.6510,6.1000,177.000
125,210.5079,232.6510,2.3500,180.000
126,210.5079,232.6510,1.1333,173.333
127,210.5079,232.6510,0.5056,174.556
128,210.5079,232.6510,-3.0278,173.222
129,210.5079,232.6510,-3.3556,171.444
130,210.5079,232.6510,17.7333,189.333
131,210.5079,232.6510,-0.4278,175.222
132,210.5079,232.6510,13.8056,183.556
133,210.5079,232.6510,-8.0889,164.111
134,210.5079,232.6510,2.1833,175.333
135,210.5079,232.6510,4.1222,176.222
136,210.5079,232.6510,3.3000,173.000
137,210.5079,232.6510,6.9167,179.667
138,210.5079,232.6510,-1.1722,174.778
139,210.5079,232.6510,6.8833,180.333
140,210.5079,232.6510,1.8222,178.222
141,210.5079,232.6510,0.9667,176.667
142,210.5079,232.6510,2.2056,178.556
143,210.5079,232.6510,10.5111,185.111
144,210.5079,232.6510,-9.8611,169.889
145,210.5079,232.6510,-10.6167,164.333
146,210.5079,232.6510,-6.2278,167.222
147,210.5079,232.6510,-0.9778,175.222
148,210.5079,232.6510,2.7556,175.556
149,210.5079,232.6510,1.5278,171.778
150,210.5079,232.6510,20.1278,185.778
151,210.5079,232.6510,-1.1278,172.222
152,210.5079,232.6510,-3.2389,171.111
153,210.5079,232.6510,-6.1611,166.889
154,210.5079,232.6510,-2.5389,171.111
155,210.5079,232.6510,-5.5278,172.222
156,210.5079,232.6510,11.6944,185.444
157,210.5079,232.6510,-5.8611,173.889
158,210.5079,232.6510,-5.7556,171.444
159,210.5079,232.6510,1.2500,171.000
160,210.5079,232.6510,-8.0167,165.333
161,210.5079,232.6510,-0.2278,174.222
162,210.5079,232.6510,12.0833,179.333
163,210.5079,232.6510,6.5833,185.333
164,210.5079,232.6510,-5.2611,171.889
165,210.5079,232.6510,6.5556,180.556
166,210.5079,232.6510,3.2889,172.889
167,210.5079,232.6510,11.2278,175.778
168,210.5079,232.6510,0.4778,171.778
169,210.5079,232.6510,1.7778,173.778
170,210.5079,232.6510,10.7500,179.000
171,210.5079,232.6510,-2.3722,168.778
172,210.5079,232.6510,3.6333,182.333
173,210.5079,232.6510,0.9722,175.222
174,210.5079,232.6510,4.7444,177.444
175,210.5079,232.6510,9.2000,179.000
176,210.5079,232.6510,3.9278,179.778
177,210.5079,232.6510,3.3722,177.222
178,210.5079,232.6510,-1.8722,167.778
179,210.5079,232.6510,-2.1556,170.444
180,210.5079,232.6510,7.3444,173.444
181,210.5079,232.6510,-0.1500,163.000
182,210.5079,232.6510,7.9222,179.222
183,210.5079,232.6510,-3.0556,173.444
184,210.5079,232.6510,0.8667,170.667
185,210.5079,232.6510,0.8111,177.111
186,210.5079,232.6510,-4.4722,163.778
187,210.5079,232.6510,0.6222,172.222
188,210.5079,232.6510,-5.6278,169.222
189,210.5079,232.6510,12.1056,174.556
190,210.5079,232.6510,0.9611,174.111
191,210.5079,232.6510,5.3500,175.000
192,210.5079,232.6510,3.7222,174.222
193,210.5079,232.6510,-0.8500,171.000
194,210.5079,232.6510,12.6667,179.667
195,210.5079,232.6510,-1.6889,170.111
196,210.5079,232.6510,4.3722,177.222
197,210.5079,232.6510,-8.1111,162.889
198,210.5079,232.6510,2.7333,176.333
199,210.5079,232.6510,5.3222,172.222
200,210.5079,232.6510,13.4167,175.667
201,210.5079,232.6510,-2.5944,170.556
202,210.5079,232.6510,9.1111,178.111
203,210.5079,232.6510,-3.2500,172.000
204,210.5079,232.6510,-5.0278,163.222
205,210.5079,232.6510,2.0722,171.222
206,210.5079,232.6510,-5.7500,169.000
207,210.5079,232.6510,2.4667,167.667
208,210.5079,232.6510,-1.2278,164.222
209,210.5079,232.6510,0.5278,165.778
210,210.5079,232.6510,-1.7278,171.222
211,210.5079,232.6510,-1.0667,169.333
212,210.5079,232.6510,9.9222,184.222
213,210.5079,232.6510,2.0167,176.667
214,210.5079,232.6510,7.7944,175.444
215,210.5079,232.6510,9.3167,181.667
216,210.5079,232.6510,-1.1444,175.556
217,210.5079,232.6510,5.2778,176.778
218,210.5079,232.6510,3.8556,173.556
219,210.5079,232.6510,6.4944,176.444
220,210.5079,232.6510,-3.4889,166.111
221,210.5079,232.6510,3.2111,177.111
222,210.5079,232.6510,7.1333,176.333
223,210.5079,232.6510,1.6167,175.667
224,210.5079,232.6510,6.1333,173.333
225,210.5079,232.6510,-1.6944,171.556
226,210.5079,232.6510,-0.6556,168.444
227,210.5079,232.6510,0.3833,172.333
228,210.5079,232.6510,5.1611,179.111
229,210.5079,232.6510,8.7056,179.556
230,210.5079,232.6510,1.6611,173.111
231,210.5079,232.6510,4.7111,174.111
232,210.5079,232.6510,18.8000,180.000
233,210.5079,232.6510,-2.2889,171.111
234,210.5079,232.6510,-1.5611,165.889
235,210.5079,232.6510,12.8167,177.667
236,210.5079,232.6510,-0.1444,166.556
237,210.5079,232.6510,1.7278,170.778
238,210.5079,232.6510,10.8722,166.222
239,210.5079,232.6510,-3.3833,164.667
240,210.5079,232.6510,6.2833,167.333
241,210.5079,232.6510,-0.7111,161.889
242,210.5079,232.6510,-3.8222,153.778
243,210.5079,232.6510,0.6389,164.889
244,210.5079,232.6510,-1.1444,170.556
245,210.5079,232.6510,6.5167,168.667
246,210.5079,232.6510,6.7778,173.778
247,210.5079,232.6510,3.5222,167.222
248,210.5079,232.6510,6.3222,168.222
249,210.5079,232.6510,-2.9389,168.111
250,210.5079,232.6510,2.9611,169.111
251,210.5079,232.6510,-1.1500,167.000
252,210.5079,232.6510,0.4889,162.889
253,210.5079,232.6510,2.7500,170.000
254,210.5079,232.6510,-1.0222,158.778
255,210.5079,232.6510,5.3333,167.333
256,210.5079,232.6510,-1.0111,158.889
257,210.5079,232.6510,-7.7056,162.444
258,210.5079,232.6510,-0.4278,166.222
259,210.5079,232.6510,-2.2833,159.667
260,210.5079,232.6510,7.1167,165.667
261,210.5079,232.6510,6.2833,175.333
262,210.5079,232.6510,2.6444,167.444
263,210.5079,232.6510,11.7944,171.444
264,210.5079,232.6510,-2.1222,162.778
265,210.5079,232.6510,8.0667,170.667
266,210.5079,232.6510,1.9444,163.444
267,210.5079,232.6510,1.8500,165.000
268,210.5079,232.6510,-0.6389,161.111
269,210.5079,232.6510,0.0833,161.333
270,210.5079,232.6510,-10.3444,151.556
271,210.5079,232.6510,-3.6611,161.889
272,210.5079,232.6510,3.0611,162.111
273,210.5079,232.6510,-0.2000,162.000
274,210.5079,232.6510,0.8944,167.444
275,210.5079,232.6510,5.9944,167.444
276,210.5079,232.6510,0.3833,161.333
277,210.5079,232.6510,4.0833,168.333
278,210.5079,232.6510,1.6000,163.000
279,210.5079,232.6510,14.1722,176.222
280,210.5079,232.6510,-3.0278,158.222
281,210.5079,232.6510,-0.5833,164.667
282,210.5079,232.6510,2.4556,163.556
283,210.5079,232.6510,-4.8222,165.778
284,210.5079,232.6510,0.4278,165.778
285,210.5079,232.6510,-2.0167,162.333
286,210.5079,232.6510,6.9111,171.111
287,210.5079,232.6510,-0.6222,162.778
288,210.5079,232.6510,5.0944,163.444
289,210.5079,232.6510,1.8778,165.778
290,210.5079,232.6510,8.0222,167.222
291,210.5079,232.6510,-8.2833,161.667
292,210.5079,232.6510,6.4556,171.556
293,210.5079,232.6510,-1.7222,164.778
294,210.5079,232.6510,2.8222,163.222
295,210.5079,232.6510,5.1000,163.000
296,210.5079,232.6510,2.7778,162.778
297,210.5079,232.6510,4.9389,165.889
298,210.5079,232.6510,5.3833,164.333
299,210.5079,232.6510,3.6056,169.556
300,210.5079,232.6510,-0.9278,159.222
301,210.5079,232.6510,13.1889,179.889
302,210.5079,232.6510,5.5167,171.667
303,210.5079,232.6510,0.6333,168.333
304,210.5079,232.6510,5.2556,167.556
305,210.5079,232.6510,6.9278,166.778
306,210.5079,232.6510,10.1111,168.111
307,210.5079,232.6510,-1.6389,159.111
308,210.5079,232.6510,6.2944,169.444
309,210.5079,232.6510,-0.6500,165.000
310,210.5079,232.6510,3.7056,165.556
311,210.5079,232.6510,-2.6611,159.889
312,210.5079,232.6510,7.7167,165.667
313,210.5079,232.6510,-0.1556,166.444
314,210.5079,232.6510,0.7111,164.111
315,210.5079,232.6510,-0.4333,168.667
316,210.5079,232.6510,6.1278,163.778
317,210.5079,232.6510,1.2167,162.667
318,210.5079,232.6510,2.3722,165.222
319,210.5079,232.6510,-0.3056,159.444
320,210.5079,232.6510,2.2444,162.444
321,210.5079,232.6510,-2.4778,156.222
322,210.5079,232.6510,4.6111,166.111
323,210.5079,232.6510,-0.2222,157.778
324,210.5079,232.6510,6.4000,162.000
325,210.5079,232.6510,-2.8611,162.889
326,210.5079,232.6510,1.2000,166.000
327,210.5079,232.6510,-1.5056,157.444
328,210.5079,232.6510,6.8333,167.333
329,210.5079,232.6510,6.6833,167.333
330,210.5079,232.6510,5.1556,162.556
331,210.5079,232.6510,3.9000,167.000
332,210.5079,232.6510,-2.8611,156.889
333,210.5079,232.6510,-9.4611,153.889
334,210.5079,232.6510,6.8056,165.556
335,210.5079,232.6510,-5.3222,159.778
336,210.5079,232.6510,-9.9778,151.222
337,210.5079,232.6510,-2.9444,160.556
338,210.5079,232.6510,-7.7889,156.111
339,210.5079,232.6510,-2.1778,157.222
340,210.5079,232.6510,2.8889,164.889
341,210.5079,232.6510,4.2333,164.333
342,210.5079,232.6510,2.0944,165.444
343,210.5079,232.6510,-0.5167,164.333
344,210.5079,232.6510,1.5944,164.444
