Frame,X,Y,Intensity_Corrected,Intensity_Raw
0,218.1237,225.8213,28.8278,223.778
1,218.1237,225.8213,13.9667,201.667
2,218.1237,225.8213,18.0500,194.000
3,218.1237,225.8213,14.3556,194.556
4,218.1237,225.8213,16.6000,196.000
5,218.1237,225.8213,18.2111,196.111
6,218.1237,225.8213,18.5000,199.000
7,218.1237,225.8213,18.1056,192.556
8,218.1237,225.8213,17.0889,193.889
9,218.1237,225.8213,16.1556,196.556
10,217.7929,225.8990,12.2556,188.556
11,217.4465,225.9120,16.7444,187.444
12,217.3354,225.9576,17.4389,184.889
13,217.2922,225.9852,11.2889,178.889
14,217.3211,225.9458,11.3222,184.222
15,217.3444,225.9370,15.8500,190.000
16,217.4552,225.9238,22.3444,186.444
17,217.6166,225.9379,17.3167,185.667
18,217.7157,225.9881,14.3444,181.444
19,217.7995,226.0667,14.4167,185.667
20,217.7751,226.1461,6.0833,178.333
21,217.6410,226.1966,16.6111,182.111
22,217.3943,226.0715,10.0278,183.778
23,217.2117,225.9329,24.4556,185.556
24,217.1084,225.8414,22.8778,186.778
25,217.1088,225.8380,19.6944,189.444
26,217.1530,225.8794,21.4722,188.222
27,217.2389,225.9698,20.6222,184.222
28,217.3651,226.1016,10.6722,174.222
29,217.5061,226.2507,8.1333,174.333
30,217.8259,226.2311,0.1444,171.444
31,217.9051,226.1769,2.9056,171.556
32,217.9063,226.0913,8.6722,178.222
33,217.8141,226.0843,13.5056,180.556
34,217.7197,226.0087,4.5389,173.889
35,217.5873,225.9843,18.2056,188.556
36,217.5687,226.0004,12.3222,176.222
37,217.4729,225.9244,5.8278,172.778
38,217.4438,225.9322,24.8611,186.111
39,217.3720,225.8879,13.8056,176.556
40,217.2816,225.8589,-5.1778,165.222
41,217.2222,225.9055,22.3556,182.556
42,217.1765,225.9351,20.4444,177.444
43,217.2103,225.9923,12.2389,171.889
44,217.2648,226.0134,7.9389,171.889
45,217.3023,226.0195,11.2444,169.444
46,217.3630,226.0031,9.7278,173.778
47,217.4342,225.9464,28.7611,191.111
48,217.5346,225.9432,28.9944,191.444
49,217.6955,225.9347,18.8611,186.111
50,217.7833,225.9520,20.7167,182.667
51,217.8450,225.9861,19.0889,189.889
52,217.8567,226.0229,10.8056,178.556
53,217.8189,226.0473,7.6944,176.444
54,217.7391,226.0388,3.3778,175.778
55,217.6135,226.0008,5.0278,176.778
56,217.5469,225.9890,19.4389,188.889
57,217.5254,225.9723,18.0389,184.889
58,217.5588,225.9905,16.8056,181.556
59,217.5956,226.0429,11.6222,182.222
60,217.6335,226.0849,6.4222,172.222
61,217.6093,226.1585,4.2833,170.333
62,217.5541,226.1987,18.3000,182.000
63,217.4863,226.2038,7.3111,171.111
64,217.4606,226.1289,15.7833,179.333
65,217.4487,226.0668,8.7500,175.000
66,217.4614,226.0490,7.1056,174.556
67,217.5547,226.1164,14.1444,177.444
68,217.6208,226.1086,10.0000,175.000
69,217.6228,226.0987,0.6000,168.000
70,217.5389,226.0914,-1.8111,163.889
71,217.3452,226.1794,-1.7167,165.333
72,217.2984,226.0927,15.7167,173.667
73,217.3037,226.0465,13.1389,174.889
74,217.4210,225.9686,13.7667,171.667
75,217.6287,225.9007,5.6722,171.222
76,217.7611,225.9077,5.1889,169.889
77,217.7713,225.9597,14.5222,174.222
78,217.7635,226.0290,15.2833,180.333
79,217.7496,226.1413,13.5444,175.444
80,217.6401,226.2653,7.8833,178.333
81,217.5012,226.4371,8.2000,177.000
82,217.6393,226.5843,5.2444,165.444
83,217.6393,226.5843,12.6278,173.778
84,217.6393,226.5843,10.4556,165.556
85,217.6393,226.5843,7.7111,162.111
86,217.6393,226.5843,10.1667,168.667
