,Mean_X,Intensity_Raw,Mean_Xt,Mean_BG_X,Intensity_Corrected,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
0,113.7778,167.0,167.0,-0.0722,-10.0,-10.0,0.3214,1.9025,1.9025,0.3851,-0.5089,-0.5089,0
1,109.2222,154.5556,154.5556,-3.8778,-9.6444,-9.6444,-0.2495,-0.7039,-0.7039,-0.42,-1.4013,-1.4013,1
2,112.7778,163.8889,163.8889,0.7778,3.4889,3.4889,-0.0845,1.0057,1.0057,0.0732,0.5246,0.5246,2
3,106.1111,159.2222,159.2222,-7.0389,-6.5778,-6.5778,-1.4466,0.0711,0.0711,-1.4037,-1.6291,-1.6291,3
4,110.2222,146.6667,146.6667,-1.3278,-17.4833,-17.4833,-0.3294,-1.5952,-1.5952,-0.228,-3.1206,-3.1206,4
5,111.0,151.0,151.0,-2.5,-21.05,-21.05,-0.6059,-0.9036,-0.9036,-0.5752,-2.9711,-2.9711,5
6,116.6667,162.0,162.0,-0.7833,5.35,5.35,0.234,2.152,2.152,-0.0323,1.6361,1.6361,6
7,112.8889,144.3333,144.3333,-1.0611,-12.4667,-12.4667,0.1433,-0.1064,-0.1064,-0.2607,-0.713,-0.713,7
8,115.3333,150.8889,150.8889,-1.5667,0.0389,0.0389,0.4691,0.6559,0.6559,0.1993,0.8233,0.8233,8
9,112.7778,149.5556,149.5556,2.2278,1.3556,1.3556,0.2646,0.534,0.534,0.5222,0.526,0.526,9
10,111.4444,146.5556,146.5556,-1.7056,-10.0444,-10.0444,-0.5607,-0.1986,-0.1986,-0.6852,-0.9778,-0.9778,10
11,107.6667,154.2222,154.2222,-6.9333,-8.0278,-8.0278,-0.8491,0.6565,0.6565,-1.1977,-0.9051,-0.9051,11
12,111.3333,158.6667,158.6667,-0.7667,-0.7333,-0.7333,-0.0333,1.713,1.713,-0.1881,0.7667,0.7667,12
13,116.7778,158.1111,158.1111,7.0278,5.9611,5.9611,0.8879,1.5699,1.5699,0.9531,1.1882,1.1882,13
14,108.1111,142.8889,142.8889,-6.2389,-9.9611,-9.9611,-0.6983,-0.5169,-0.5169,-0.9276,-1.0094,-1.0094,14
15,113.1111,156.6667,156.6667,-1.9889,1.0167,1.0167,0.3041,1.2804,1.2804,0.1971,0.422,0.422,15
16,112.8889,155.2222,155.2222,-3.1111,-3.9778,-3.9778,0.2059,0.9006,0.9006,-0.1131,-0.2208,-0.2208,16
17,116.3333,158.3333,158.3333,3.7833,-1.4667,-1.4667,0.6934,1.9712,1.9712,0.5313,0.725,0.725,17
18,109.3333,160.0,160.0,-3.4667,7.8,7.8,-0.1384,2.1453,2.1453,-0.2544,1.46,1.46,18
19,111.0,147.8889,147.8889,1.25,-1.8111,-1.8111,-0.2385,0.3775,0.3775,0.1356,0.019,0.019,19
20,114.1111,154.1111,154.1111,-2.7889,1.4111,1.4111,0.3345,0.1603,0.1603,-0.1469,-0.2557,-0.2557,20
21,113.4444,149.3333,149.3333,2.8444,-10.7667,-10.7667,0.1521,0.5883,0.5883,0.4197,-0.4833,-0.4833,21
22,106.6667,164.6667,164.6667,-3.1833,6.3167,6.3167,-0.7252,2.7907,2.7907,-0.2607,1.858,1.858,22
23,112.0,157.4444,157.4444,-0.95,6.5944,6.5944,-0.5374,1.4883,1.4883,-0.5192,1.4768,1.4768,23
24,112.1111,152.1111,152.1111,-2.7389,0.6611,0.6611,-0.0945,1.0289,1.0289,-0.1853,0.2903,0.2903,24
25,116.8889,154.5556,154.5556,2.1389,6.8556,6.8556,0.5143,1.9505,1.9505,0.1436,1.8938,1.8938,25
26,107.5556,149.2222,149.2222,-4.9444,2.5722,2.5722,-0.5439,1.0347,1.0347,-0.5621,0.6158,0.6158,26
27,117.2222,147.5556,147.5556,3.1722,-4.2444,-4.2444,0.8018,0.3203,0.3203,0.473,-0.305,-0.305,27
28,116.3333,157.3333,157.3333,8.0333,5.6833,5.6833,0.6797,1.5978,1.5978,0.9064,1.2115,1.2115,28
29,105.4444,150.1111,150.1111,-7.2556,0.1611,0.1611,-0.9248,1.148,1.148,-0.8432,0.9399,0.9399,29
30,113.7778,141.7778,141.7778,4.9278,-11.9222,-11.9222,0.144,-0.2054,-0.2054,0.4674,-0.8514,-0.8514,30
31,113.4444,152.6667,152.6667,0.4444,3.0667,3.0667,0.2541,1.8071,1.8071,0.0841,1.3456,1.3456,31
32,112.6667,155.5556,155.5556,1.0167,5.4556,5.4556,0.3202,2.0069,2.0069,0.8065,1.5562,1.5562,32
33,114.8889,147.8889,147.8889,0.4889,-9.3111,-9.3111,0.4912,0.2901,0.2901,0.2272,-1.2474,-1.2474,33
34,111.3333,147.0,147.0,-3.1167,4.7,4.7,-0.3239,0.7693,0.7693,-0.6267,1.1819,1.1819,34
35,109.4444,140.1111,140.1111,-4.1056,-7.2889,-7.2889,-0.5751,-0.3875,-0.3875,-0.6723,-0.8368,-0.8368,35
36,114.1111,140.7778,140.7778,1.2111,-3.1222,-3.1222,0.4018,0.5769,0.5769,0.42,0.6659,0.6659,36
37,114.1111,143.2222,143.2222,4.2611,-3.0278,-3.0278,-0.0399,0.5531,0.5531,0.2665,0.3257,0.3257,37
38,114.6667,138.3333,138.3333,1.7167,-8.6667,-8.6667,0.8193,-0.7384,-0.7384,0.696,-0.9952,-0.9952,38
39,116.6667,159.8889,159.8889,3.8167,13.3389,13.3389,0.7692,2.5254,2.5254,0.8689,2.5109,2.5109,39
40,111.2222,147.3333,147.3333,-1.4278,-2.8167,-2.8167,-0.1844,0.883,0.883,-0.3065,0.4542,0.4542,40
41,112.1111,149.6667,149.6667,-0.3889,2.4167,2.4167,-0.0363,0.9463,0.9463,-0.0982,0.7817,0.7817,41
42,112.1111,147.2222,147.2222,-2.4889,0.5222,0.5222,-0.1513,0.2519,0.2519,-0.3257,0.2645,0.2645,42
43,112.5556,145.6667,145.6667,-1.7944,-0.5333,-0.5333,-0.1808,0.4586,0.4586,-0.7067,0.4911,0.4911,43
