,Mean_X,Intensity_Raw,Mean_Xt,Mean_BG_X,Intensity_Corrected,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
0,227.3333,245.0,245.0,-28.4167,-10.75,-10.75,-2.9535,-0.6115,-0.6115,-4.0912,-1.7491,-1.7491,0
1,239.8889,264.4444,264.4444,-7.8111,16.7444,16.7444,0.2957,2.7316,2.7316,0.2694,2.7053,2.7053,1
2,241.0,262.6667,262.6667,-12.45,9.2167,9.2167,1.0723,4.3523,4.3523,-0.2026,3.0774,3.0774,2
3,251.8889,277.6667,277.6667,-4.5611,21.2167,21.2167,2.2373,5.7253,5.7253,0.3417,3.8297,3.8297,3
4,231.1111,261.0,261.0,-23.2889,6.6,6.6,0.0703,2.5605,2.5605,-0.7456,1.7446,1.7446,4
5,254.3333,259.6667,259.6667,7.0833,12.4167,12.4167,3.0953,2.9372,2.9372,2.9244,2.7663,2.7663,5
6,243.7778,257.2222,257.2222,-1.2722,12.1722,12.1722,1.6593,3.5371,3.5371,1.024,2.9018,2.9018,6
7,233.5556,244.0,244.0,-15.8444,-5.4,-5.4,1.2711,1.4021,1.4021,-0.6961,-0.5651,-0.5651,7
8,245.5556,252.5556,252.5556,2.5556,9.5556,9.5556,2.0886,3.1658,3.1658,1.1782,2.2555,2.2555,8
9,245.6667,278.1111,278.1111,1.5167,33.9611,33.9611,3.4579,6.8556,6.8556,2.4837,5.8813,5.8813,9
10,246.7778,258.1111,258.1111,4.4278,15.7611,15.7611,3.3383,3.8229,3.8229,3.083,3.5676,3.5676,10
11,234.2222,253.8889,253.8889,-14.7778,4.8889,4.8889,1.096,3.0301,3.0301,-0.9237,1.0103,1.0103,11
12,242.5556,260.1111,260.1111,-12.0444,5.5111,5.5111,2.5644,2.8435,2.8435,0.6192,0.8982,0.8982,12
13,250.4444,262.4444,262.4444,-3.0056,8.9944,8.9944,3.0404,3.1383,3.1383,1.4082,1.5061,1.5061,13
14,239.6667,243.4444,243.4444,-5.0833,-1.3056,-1.3056,1.3617,1.9153,1.9153,0.2803,0.8338,0.8338,14
15,233.6667,257.1111,257.1111,-27.7833,-4.3389,-4.3389,-0.5965,1.9018,1.9018,-3.4299,-0.9316,-0.9316,15
16,237.7778,252.4444,252.4444,-12.0222,2.6444,2.6444,0.4363,0.49,0.49,-1.1486,-1.0949,-1.0949,16
17,266.0,288.7778,288.7778,-6.3,16.4778,16.4778,3.8857,6.2951,6.2951,0.0798,2.4892,2.4892,17
18,258.3333,285.1111,285.1111,6.0333,32.8111,32.8111,2.4454,5.2859,5.2859,0.2456,3.086,3.086,18
19,259.3333,278.8889,278.8889,-1.6667,17.8889,17.8889,2.8863,6.2611,6.2611,0.3653,3.74,3.74,19
20,238.4444,256.8889,256.8889,-16.9056,1.5389,1.5389,-0.4648,2.5061,2.5061,-2.7288,0.2421,0.2421,20
21,229.0,258.7778,258.7778,-25.25,4.5278,4.5278,-0.9843,2.8371,2.8371,-3.1584,0.6631,0.6631,21
22,231.5556,258.4444,258.4444,-22.3444,4.5444,4.5444,-0.403,3.3558,3.3558,-1.9337,1.8251,1.8251,22
23,232.4444,259.5556,259.5556,-28.9056,-1.7944,-1.7944,-0.9489,2.1299,2.1299,-3.3983,-0.3195,-0.3195,23
24,235.4444,269.0,269.0,-37.1556,-3.6,-3.6,-1.3491,3.7453,3.7453,-5.4885,-0.3941,-0.3941,24
25,233.5556,265.0,265.0,-25.0444,6.4,6.4,-0.2999,3.3263,3.3263,-2.7296,0.8966,0.8966,25
26,244.1111,258.3333,258.3333,-9.7889,4.4333,4.4333,1.173,2.9538,2.9538,-1.684,0.0967,0.0967,26
27,247.3333,267.5556,267.5556,2.0333,22.2556,22.2556,2.509,4.9484,4.9484,1.2654,3.7049,3.7049,27
28,259.5556,274.8889,274.8889,5.5056,20.8389,20.8389,3.6538,5.058,5.058,1.7103,3.1146,3.1146,28
29,266.6667,287.3333,287.3333,7.2667,27.9333,27.9333,4.2417,7.6694,7.6694,2.8483,6.276,6.276,29
30,266.0,293.1111,293.1111,2.25,29.3611,29.3611,3.1971,6.9998,6.9998,0.4757,4.2784,4.2784,30
31,250.6667,269.4444,269.4444,-4.8833,13.8944,13.8944,2.4519,4.6873,4.6873,0.2346,2.47,2.47,31
32,255.5556,279.8889,279.8889,-3.6444,20.6889,20.6889,3.1194,6.2192,6.2192,1.0695,4.1694,4.1694,32
33,249.5556,274.8889,274.8889,-0.7444,24.5889,24.5889,2.6978,6.3168,6.3168,1.4299,5.049,5.049,33
34,256.8889,284.8889,284.8889,-2.3111,25.6889,25.6889,3.2578,6.8466,6.8466,1.448,5.0368,5.0368,34
35,270.6667,285.7778,285.7778,15.3667,30.4778,30.4778,5.9571,8.1994,8.1994,4.6562,6.8985,6.8985,35
36,248.8889,264.6667,264.6667,-6.0611,9.7167,9.7167,3.0198,4.7512,4.7512,1.3902,3.1216,3.1216,36
37,250.1111,266.1111,266.1111,-5.9389,10.0611,10.0611,2.8172,3.9481,3.9481,0.9907,2.1215,2.1215,37
38,257.4444,275.3333,275.3333,7.8944,25.7833,25.7833,2.6776,5.1382,5.1382,1.4631,3.9238,3.9238,38
39,251.4444,273.1111,273.1111,-6.8556,14.8111,14.8111,3.091,5.7671,5.7671,0.9266,3.6028,3.6028,39
40,243.4444,275.6667,275.6667,-6.3556,25.8667,25.8667,1.1429,4.4995,4.4995,0.4507,3.8074,3.8074,40
41,255.1111,282.7778,282.7778,-8.1389,19.5278,19.5278,3.0326,6.8217,6.8217,0.2175,4.0066,4.0066,41
42,241.1111,280.5556,280.5556,-8.4889,30.9556,30.9556,1.294,6.1717,6.1717,-0.223,4.6547,4.6547,42
43,254.4444,267.0,267.0,0.7444,13.3,13.3,3.1523,5.1045,5.1045,1.1516,3.1038,3.1038,43
44,242.1111,268.5556,268.5556,-3.1389,23.3056,23.3056,1.6139,5.1407,5.1407,1.3857,4.9125,4.9125,44
45,249.7778,276.0,276.0,-0.3722,25.85,25.85,2.2492,5.6752,5.6752,1.8229,5.2489,5.2489,45
46,234.5556,248.5556,248.5556,-16.7444,-2.7444,-2.7444,0.2711,1.3947,1.3947,-0.5847,0.5389,0.5389,46
47,237.4444,259.8889,259.8889,-16.8556,5.5889,5.5889,-0.1348,0.7424,0.7424,-0.9229,-0.0457,-0.0457,47
48,236.7778,253.3333,253.3333,-16.7222,-0.1667,-0.1667,-0.0029,1.5378,1.5378,-1.5703,-0.0296,-0.0296,48
49,233.8889,259.5556,259.5556,-20.6611,5.0056,5.0056,-0.1825,1.9841,1.9841,-1.2187,0.9479,0.9479,49
50,250.5556,258.8889,258.8889,-1.4944,6.8389,6.8389,0.9065,0.5084,0.5084,0.2534,-0.1447,-0.1447,50
51,236.5556,263.1111,263.1111,-19.7444,6.8111,6.8111,-0.5411,3.1888,3.1888,-1.9728,1.7571,1.7571,51
52,258.1111,287.3333,287.3333,3.6611,32.8833,32.8833,3.0119,5.4149,5.4149,1.6446,4.0476,4.0476,52
53,245.0,265.0,265.0,-12.15,7.85,7.85,2.3149,3.2236,3.2236,1.3394,2.248,2.248,53
54,247.6667,262.2222,262.2222,-4.0333,10.5222,10.5222,1.4666,2.2883,2.2883,-0.1258,0.696,0.696,54
55,246.2222,254.4444,254.4444,-4.0778,4.1444,4.1444,1.6093,1.4482,1.4482,1.1905,1.0294,1.0294,55
56,255.0,274.1111,274.1111,-10.4,8.7111,8.7111,1.8152,2.4496,2.4496,-0.3139,0.3205,0.3205,56
57,254.6667,278.2222,278.2222,-21.1833,2.3722,2.3722,2.7014,5.6656,5.6656,-1.2704,1.6937,1.6937,57
58,248.3333,266.2222,266.2222,-10.5167,7.3722,7.3722,1.2886,2.5085,2.5085,-0.0079,1.2121,1.2121,58
59,233.8889,264.6667,264.6667,-30.0111,0.7667,0.7667,-0.6148,2.4131,2.4131,-3.001,0.0269,0.0269,59
60,222.0,248.3333,248.3333,-26.85,-0.5167,-0.5167,-1.6255,-0.9667,-0.9667,-1.8662,-1.2074,-1.2074,60
61,236.5556,265.5556,265.5556,-19.9444,9.0556,9.0556,-0.3073,2.3265,2.3265,-1.3457,1.288,1.288,61
62,247.2222,272.1111,272.1111,-5.1778,19.7111,19.7111,2.0387,4.2616,4.2616,0.9009,3.1238,3.1238,62
63,250.8889,267.7778,267.7778,-3.8111,13.0778,13.0778,2.4357,4.5285,4.5285,1.0981,3.1909,3.1909,63
64,230.3333,251.1111,251.1111,-34.5667,-13.7889,-13.7889,-2.1801,0.767,0.767,-3.9928,-1.0456,-1.0456,64
65,226.4444,255.8889,255.8889,-26.1056,3.3389,3.3389,-1.6722,1.3819,1.3819,-2.9707,0.0834,0.0834,65
66,242.2222,262.2222,262.2222,-2.9778,17.0222,17.0222,0.489,3.1025,3.1025,0.2719,2.8855,2.8855,66
67,259.4444,288.6667,288.6667,2.9444,32.1667,32.1667,4.2402,7.7999,7.7999,3.245,6.8047,6.8047,67
68,246.2222,264.1111,264.1111,-0.6278,17.2611,17.2611,2.54,4.3007,4.3007,2.2884,4.0491,4.0491,68
69,233.0,256.3333,256.3333,-18.2,5.1333,5.1333,-0.0438,1.6257,1.6257,-1.2665,0.403,0.403,69
70,249.7778,273.7778,273.7778,3.6278,27.6278,27.6278,2.6667,5.5565,5.5565,1.6194,4.5092,4.5092,70
71,237.7778,257.6667,257.6667,-8.9222,10.9667,10.9667,0.5629,3.1239,3.1239,-0.9569,1.6041,1.6041,71
72,233.2222,260.6667,260.6667,-19.3278,8.1167,8.1167,-1.4372,2.5537,2.5537,-3.4496,0.5413,0.5413,72
73,247.0,255.2222,255.2222,-2.2,6.0222,6.0222,2.8986,2.6291,2.6291,1.2637,0.9942,0.9942,73
74,226.4444,244.2222,244.2222,-13.2056,4.5722,4.5722,-0.5231,0.3023,0.3023,-0.6361,0.1893,0.1893,74
75,236.5556,263.3333,263.3333,-2.3444,24.4333,24.4333,1.7397,4.7431,4.7431,1.1033,4.1067,4.1067,75
76,246.2222,265.5556,265.5556,8.0722,27.4056,27.4056,2.8893,5.0971,5.0971,2.2074,4.4152,4.4152,76
77,222.5556,239.7778,239.7778,-12.0444,5.1778,5.1778,-0.5248,0.4374,0.4374,-0.0476,0.9146,0.9146,77
78,230.4444,245.1111,245.1111,-6.2056,8.4611,8.4611,0.2932,1.6134,1.6134,0.1473,1.4675,1.4675,78
79,223.3333,239.7778,239.7778,-11.3667,5.0778,5.0778,-1.502,-0.5269,-0.5269,-2.6534,-1.6782,-1.6782,79
80,219.6667,236.4444,236.4444,-16.9333,-0.1556,-0.1556,-1.3245,0.1312,0.1312,-1.7802,-0.3245,-0.3245,80
81,206.6667,223.6667,223.6667,-27.3333,-10.3333,-10.3333,-2.6909,-2.2413,-2.2413,-4.1501,-3.7005,-3.7005,81
