Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
134.6667,168.1111,168.1111,1.1167,-2.1889,-2.1889,-0.9462,1.6378,1.6378,-0.5296,1.0799,1.0799,0
135.8889,168.1111,168.1111,3.6889,-4.8889,-4.8889,-0.2760,1.2024,1.2024,0.2026,0.6758,0.6758,1
124.4444,177.8889,177.8889,-9.0056,8.4889,8.4889,-1.9819,3.3989,3.3989,-1.9066,2.5416,2.5416,2
129.7778,163.1111,163.1111,-0.8722,-3.4889,-3.4889,-1.2174,1.5158,1.5158,-0.5758,0.4294,0.4294,3
129.6667,163.1111,163.1111,-4.6833,-1.1389,-1.1389,-0.4385,0.4610,0.4610,-0.5708,0.5421,0.5421,4
134.2222,164.8889,164.8889,2.0722,-2.6111,-2.6111,-0.2464,0.6215,0.6215,0.2088,-0.3491,-0.3491,5
131.7778,162.1111,162.1111,1.0278,3.1611,3.1611,-0.7871,0.6790,0.6790,-0.2338,0.6222,0.6222,6
134.0000,164.5556,164.5556,-1.2000,-3.6944,-3.6944,0.2236,1.0826,1.0826,0.1652,0.2432,0.2432,7
128.0000,169.6667,169.6667,-4.1000,5.9667,5.9667,-1.1748,2.2134,2.2134,-0.7068,1.3895,1.3895,8
134.4444,157.5556,157.5556,-0.0556,-2.0944,-2.0944,-0.3935,0.1788,0.1788,-0.2847,0.1288,0.1288,9
126.6667,165.0000,165.0000,-8.2333,1.2000,1.2000,-1.2422,1.1176,1.1176,-1.3321,0.7898,0.7898,10
126.0000,166.8889,166.8889,-6.6000,1.9389,1.9389,-1.5523,1.6316,1.6316,-1.2763,1.2009,1.2009,11
135.6667,167.6667,167.6667,0.0167,-0.1833,-0.1833,0.6769,1.9822,1.9822,0.7896,0.5811,0.5811,12
124.7778,165.6667,165.6667,-9.1722,4.1667,4.1667,-1.2929,2.5804,2.5804,-1.1615,2.0880,2.0880,13
132.6667,164.5556,164.5556,-3.0333,-0.7944,-0.7944,-0.5079,0.9379,0.9379,-0.5662,-0.0593,-0.0593,14
130.4444,160.2222,160.2222,-5.2056,-0.0778,-0.0778,0.1457,1.1005,1.1005,0.2856,0.3250,0.3250,15
128.0000,166.4444,166.4444,-7.8000,8.7444,8.7444,-0.9983,2.3169,2.3169,-0.9111,2.2772,2.2772,16
128.3333,156.7778,156.7778,-2.4167,-5.0722,-5.0722,-0.9480,0.0820,0.0820,-0.7780,-0.1758,-0.1758,17
136.8889,168.3333,168.3333,3.8889,2.0833,2.0833,0.8682,2.4920,2.4920,1.2386,1.6170,1.6170,18
