G3Amplitude1,G3Amplitude2,G3Amplitude3,G3freeAmplitude1,G3freeAmplitude2,G3freeAmplitude3,G3freexcent,G3freeycent
23786.2570265901,8.47469521800015e-12,53.2916538127139,119.503600329641,1.07229653570442e-12,18102.1629929824,27226.3236901959,51507.0961814204
15386.9075529971,3.97291954938512e-12,0.403835272359495,4499.38380837799,2.65442820739481e-14,2186.60961869575,27518.4613642582,52162.3095451963
13310.7004447245,17.8575901014929,828.697738162191,4469.46931729052,7.91402193144934,2265.27999694504,28149.4965871896,52670.4544708529
8580.58850401131,4277.72659153351,599.230896487143,4228.56074771467,2709.57490039414,321.254332477061,34701.5155411616,50654.6608677512
12241.2868718518,5315.81173208517,10356.9922978773,5073.49058215102,2911.27613568396,6860.34459358376,35606.6294870098,50196.6446027346
3530.12196256281,2.49624543388478e-14,0.0114815794481107,1528.40573206731,2.74268281426324e-14,307.30919155508,26458.6710753965,36626.6210674877
6224.70143217645,3092.95561155511,3433.98218253668,3.41525083412512e-05,6379.15072799575,3881.49791426076,27720.4356365328,37249.6832399458
4047.59696073924,13916.5078310593,8095.32454104786,177.344289758472,8920.29970437294,12018.9165150958,23405.6881735164,52716.4813570864
10921.9238152455,6234.87362627239,4440.39682702986,0.0610370117960678,8000.99648391972,8814.78779348548,22546.0984388446,52416.3878897134
9006.65145728732,4071.26926101918,5208.13911956415,555.433891237491,11509.7837172349,7037.85415405178,22828.9999935072,51445.2154737562
12545.4898603604,1007.95386484448,4184.14662951824,4602.65212481247,1016.15570648143,4614.26260847472,33488.3966889053,52185.4450617742
8870.69106874184,66.9531002741083,1949.21588829156,5617.89298440308,19.8642359130467,918.017156989485,38947.7164325772,46802.6471267113
6452.8746933833,1249.59194177801,3396.19329113775,1981.28551060325,699.161708323852,2400.6629512562,21323.2799069374,50339.7713766676
15279.5437963211,1230.67113190577,6964.18864176864,5473.13711368022,1206.46788153773,6017.53787449516,29196.4873751415,38927.6238140891
22011.8093115086,6288.94104689839,3517.55026507254,8247.89545534211,6509.01899165111,6036.82303002567,36166.6776265363,37976.5212090408
8188.65132559264,13.356087875501,2344.20201539409,2514.26212735519,49.7731745857251,2869.97580214265,36164.3943813624,39175.1794130669
9489.84125114708,1163.3392186394,2649.07003225388,4956.25382302205,664.35964882136,1581.95562341939,20102.0056692323,49500.4163366007
15896.316480388,2.58004211625246e-14,298.627128651962,6406.28370118486,2.24465264577732e-14,2.22044604925031e-14,20706.5863406875,52680.097693673
2643.7090497126,2.90510811117029e-13,118.969956884438,844.146904964557,3.34866635047228e-14,260.148200247152,25386.7169165827,46005.0000323882
17537.5230691715,770.112629606364,5428.89169198565,3579.43191004691,1474.59158118076,11098.6213645077,32615.4405199979,48140.8770417688
8465.56529458918,8022.62977840228,11094.8456236277,1.87956889995439e-08,5723.33849841462,15164.2268691759,30130,40798.0000000199
18302.9635487327,5585.87375624033,5781.06715225105,5913.98484700022,5081.22161646075,5243.19579470051,30824.0701339008,41255.1325193499
7980.61654690164,1017.40272354254,3365.94235340409,2074.07470703076,752.276214377035,3368.68236338608,25367.2531670509,48817.3505342844
1661.57860834608,158.731337476638,2250.43476110461,325.608337734445,122.744734684842,2090.05268837626,30329.4786531338,39058.0656442424
4912.40776691928,1837.63779476562,4948.39915700511,1272.61060101272,1473.51480853277,4808.81726799275,29813.847749791,45013.521235636
13314.2615612909,1935.13986863443,7260.07876709453,5593.79236728806,1657.62082183609,7298.28644214557,24838.6775669433,44279.2355876953
10254.0989025692,1801.50474030228,5709.72871025426,4774.01634940712,1133.75008038022,5388.00097451941,35568.8639342178,42381.2084656822
800.377313437741,4.26278220242684e-14,0.0972889958631296,2.61644316211957e-14,2.30782793568991e-14,153.427173359219,22352.3058912202,52570.8303059906
17736.5059780481,994.323634579417,4401.86588820562,7198.33112685081,506.31548753905,2615.46943178489,26388.9013219584,37224.4740011696
4743.02793581997,5603.19792192254,3374.23764732266,418.146029128766,5642.33927959261,3612.71927647826,29749.5574894421,38164.897764937
6553.69338691761,583.694016051569,3703.78867039933,3738.81786210928,390.412176875654,2974.23531596243,30956.9991011163,38024.7107843037
11832.6512646169,8286.45758206079,7151.96124635485,2.22044604925031e-14,14556.6488046296,8472.64774927418,21897.0987195125,52743.6371349213
10633.7196388103,2.71239241709118,106.242406228416,3247.16426223688,32.9743092109687,2864.64482713538,22579.7387152443,41476.2819918021
16860.2192183432,11817.7166529883,3410.10257937032,5005.87609619868,11302.6737712277,6657.39750542404,23159.9251785956,37824.9523929326
1414.40982706801,4.02631080508909e-14,0.0100626039258658,2.25039205783378e-08,3.24616857126938e-14,601.939718537673,23433.45897466,37561.4117339287
14911.6291025384,5370.46146115967,7235.73629152354,3901.42023658979,5927.61941717687,7739.4147938907,23209.944603866,38007.5352342663
3587.82870335843,2.32628038703883e-14,4.3829091384945,1015.07134804819,4.38816580040756e-14,287.12216877826,38895.4331249602,36494.5159099316
14434.1706371131,2576.36673388532,4683.23036576193,5775.24699699575,1815.99444483192,4148.98513624358,19262.4497685493,52889.1799873473
