G3Amplitude1,G3Amplitude2,G3Amplitude3,G3freeAmplitude1,G3freeAmplitude2,G3freeAmplitude3,G3freexcent,G3freeycent
7534.70769705738,2.36149056032252,146.170770784616,2.23334597871185e-10,7440.09492497027,888.74990856901,38893,55657
18839.4565942488,2.22044604925031e-14,4020.74341921903,5753.48068993293,2.64156444258714e-14,6117.69533488121,18395.7947614269,49167.0183539526
22835.3541832052,931.357508200221,3348.9432693389,9558.74577364689,3122.1078539037,1021.32729515949,18446.9547785975,49519.7783880679
17323.2029086943,11538.6033075662,11539.2540266739,6.70784564135964e-10,16877.9479049955,18995.6318866524,19908,50642
5678.84655777835,494.633361315342,3728.01889344612,2342.55247234822,347.67769649821,2560.81071027935,41878.9555172463,37688.0729399027
5686.50440391313,2235.51687169622,4893.74300418375,1971.1189434105,1782.09806511307,4791.22660408548,41754.4461322561,37438.6862115344
19640.6543128003,2167.29686436385,9766.44968287698,8998.1353102761,1628.9841664857,8672.95964418435,36903.1988811524,41571.6147473845
7673.95427371395,3.51413484101308e-12,10.0781529869688,1924.62501984087,2453.0259312789,2.33888214485909,36308.8404132534,41799.2081248389
8614.01434258413,3.63048988858817e-06,2993.7992297105,2085.00735535563,0.689254246309714,3600.87709319417,38957.9653730218,45467.0874416821
19652.2890554444,0.835528844842737,1899.50556000936,7842.71133776506,67.3269435264246,2669.32421660724,23648.6496600104,46766.4794692188
23120.7070378587,4940.93104269413,12114.6868178531,3675.32914508285,24228.739360754,7656.20687589859,40989.9999997024,52228.0000000271
12643.0133165975,479.617156513869,2677.51009506537,4565.57236486068,383.211661022905,3095.14905538847,23518.5265381162,50778.7465121375
33318.4234581936,2.53119403710278e-14,611.475369660487,12814.7734498345,2.82460219605885e-14,2828.35246088113,24266.5973137612,36028.7729432449
9732.24729326625,4660.93902838972,2674.91840195944,5086.3122439883,2939.95290514775,1660.21458509812,22877.9688388909,35602.3632721796
16385.2976059546,767.749488847914,1853.47490864569,6270.20300025765,440.191958645886,4905.85087295898,27479.1951450698,43563.9129281044
7684.10643306827,167.611519863937,2858.67163598979,3496.4365483634,150.258495196899,2590.07341588151,21537.1197649498,56970.0176684455
12267.3895390652,1465.57391603166,7831.25302979415,7192.54533896953,1003.74037892608,5559.27551365591,19246.7848122103,54387.0426704493
27630.2180969055,287.596656007558,7671.29177384178,8283.36734595074,82.707341198127,15510.0223416361,21021.3432318389,57261.048554191
10421.6685606049,749.3530552969,5753.09053720079,4352.47185436743,555.495313940386,5394.49477362584,20627.888714335,57398.2768628118
15647.5707770916,25717.6166251003,7183.96179073783,8523.6775746018,14707.216390657,6700.18767783262,30358.8619889392,57245.3940847563
16179.4786372223,1971.58724152034,6469.725277655,7742.32354186383,1200.36267241241,5388.29841877652,30291.2208144733,56850.3743411005
17266.411830286,0.00384381384880402,1338.43796239977,5536.83757319119,352.94266226904,5864.6938023187,22166.6623721898,48035.225358119
22054.6582842075,297.139572347325,4352.47658627745,9593.76666823029,480.194416220399,4672.73147219048,39635.5798286181,40846.8599212743
12524.9399330543,10075.7120712988,540.038740073667,6800.27325939637,7411.44933425912,591.071482659142,35016.0987821043,49030.6457334591
0,0,0,0,0,0,0,0
29027.1616706932,2645.08392362507,3916.42533313834,11026.7458002906,4104.09725065927,3630.91860735407,17080.2106483724,61188.9571630539
19575.6721301298,183.686699341867,4028.8255866847,6217.97310225017,129.608410487798,4740.91178915079,17607.993995939,61187.068634926
16183.1336886094,5997.26368743136,9961.2032522893,8932.48048979899,3023.59357384336,9158.98144747577,37342.0366435429,47806.9481774708
18245.3645447076,1263.99654867588,3840.01355350161,7959.69513594898,995.195037030278,3435.74996270102,20944.5346345603,46769.7144214083
3054.60894541246,3068.58141421101,3004.49642786858,1150.74878489994,1536.92369606114,1596.69524188052,30331.7165914327,35464.4885452053
13958.527661133,17.1376169813673,1290.08284806801,414.796222557483,0.704071925496435,14289.3454841909,38824.1985677084,59214.2320729187
4976.2145043484,39.7757739534281,541.742681051533,2244.56450794701,84.3058365540119,519.015257635017,25538.6541934765,42703.0000067805
