G3Amplitude1,G3Amplitude2,G3Amplitude3,G3freeAmplitude1,G3freeAmplitude2,G3freeAmplitude3,G3freexcent,G3freeycent
4212.20998926833,135.416580662481,4127.02182603057,2162.72051249888,76.4190287531378,2420.20117942619,42213.8383310243,58973.1777166021
10030.5401189758,3.87257033229748e-14,800.162806593436,3233.60302428265,3.24507353263434e-14,872.983069977458,30576.7588304496,53530.2847612636
5143.26620101689,113.680616233183,208.295770393172,1762.93445109863,331.564737118688,582.899866432278,23852.4383672149,49082.9689263608
10435.3900073902,2.24185892133546e-13,2545.6242558761,4367.80970620788,3.96317640238484e-14,1234.59794092761,25583.8217709391,42653.63764959
13256.9618205803,1920.12378446064,3694.42944386198,5111.68946259087,2325.58656970478,3332.36147882662,32173.3658474486,36515.7255867051
2621.99636392681,2.22053466905401e-14,2.22044604925031e-14,870.474509501486,4.33827665530108e-14,310.389239277908,26836.7894470419,48684.3522180219
21850.2666723342,1658.21007963541,5198.41800527026,7253.43992712997,1235.59391689196,10525.1018601694,41207.8314276202,40812.1059972912
22569.5795049459,1258.40998339527,3146.73936166393,9325.66908754777,787.248579945966,4767.51920605554,19654.4308923293,42662.3105713676
8252.99464440554,276.142546499112,1810.46147120041,1632.90551563634,318.189432207997,4304.780496521,14194.8741681085,46288.0102439257
25802.4628897089,1789.23880827074,8886.09627550236,2526.22009151931,23535.5092004268,7594.90759642093,14509,47780.5956743614
19440.0825854205,744.879187447709,2462.31300506643,6415.92340268604,964.741601103892,4976.31449060164,20876.5275006151,36143.1282490594
23688.4681860396,2.05374317899475e-10,1437.96541859855,9346.07390648097,112.867465161712,2022.89298883032,19499.8011956972,40394.5510767681
8716.85409802723,0.625934662514073,4424.08631028731,4483.3200002989,14.3949916435354,3138.62538888894,41714.7652899399,45213.096768921
3077.90659751466,9985.75045804287,7915.73566271651,1893.79077189548,2669.95455527891,2423.68410155708,14846.8485044975,38468.6602982291
3875.86482327206,0.0718043145698905,2333.89188501926,1066.31086671691,0.00328078391186645,2255.40536619852,14416.7182616582,38977.0268391526
4209.14719991623,4640.76446317406,1874.38306957152,6.9595106072705e-11,3951.71064191841,5529.67374503629,34575,62834
28082.7614274691,90.3857161061919,1298.37098450024,8926.90984169684,43.8509772926624,8211.75516353932,20671.8203217879,60804.8752327138
12623.8916836631,929.723838479765,895.259696592528,5922.97270226144,200.598782308477,466.956709255225,20693.1406427364,61520.7409041281
11007.5172559696,1680.02010974863,1898.14339331857,3290.87837420016,1695.08444661278,3625.53870306873,28152.0472415141,44058.2639611384
3239.19944469189,213.961081088092,1499.42823214899,1132.28620901964,247.30116463424,768.183631654115,29241.0211694177,47633.0465817693
13814.9996923209,3104.32027787623,11509.7394183789,4205.73771272069,2197.1599147596,7722.98640542885,32954.9377180964,47387.1366156043
