,Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
0,162.6667,172.6667,172.6667,11.2167,21.2167,21.2167,2.1276,2.987,2.987,2.3633,3.2226,3.2226,0.0
1,161.8889,175.7778,175.7778,9.3889,23.2778,23.2778,3.1852,4.567,4.567,3.2537,4.6356,4.6356,1.0
2,155.1111,155.1111,155.1111,4.1611,4.1611,4.1611,1.1605,1.1605,1.1605,0.8519,0.8519,0.8519,2.0
3,162.8889,162.8889,162.8889,14.2389,12.2389,12.2389,2.8959,2.8959,2.8959,1.9337,2.4087,2.4087,3.0
4,170.7778,170.7778,170.7778,29.2278,22.8778,22.8778,4.3135,4.3135,4.3135,4.4189,4.7083,4.7083,4.0
5,176.5556,176.5556,176.5556,31.9056,22.5556,22.5556,4.2566,4.2566,4.2566,4.1001,3.871,3.871,5.0
6,196.1111,196.1111,196.1111,40.2611,38.7111,38.7111,8.8545,8.8545,8.8545,7.5518,7.4197,7.4197,6.0
7,163.8889,163.8889,163.8889,25.4389,20.4389,20.4389,3.5305,3.5305,3.5305,4.0544,3.8662,3.8662,7.0
8,173.5556,173.5556,173.5556,27.5556,23.6556,23.6556,4.8119,4.8119,4.8119,4.4161,4.2606,4.2606,8.0
9,167.1111,167.1111,167.1111,21.3111,20.6611,20.6611,3.6972,3.6972,3.6972,2.9517,3.674,3.674,9.0
10,176.8889,176.8889,176.8889,36.2389,32.1889,32.1889,5.5427,5.5427,5.5427,5.3792,5.8116,5.8116,10.0
11,186.4444,186.4444,186.4444,38.5444,37.4444,37.4444,7.6989,7.6989,7.6989,6.6974,6.8814,6.8814,11.0
12,181.3333,181.3333,181.3333,39.3333,37.3333,37.3333,7.126,7.126,7.126,6.8167,7.161,7.161,12.0
13,157.2222,171.2222,171.2222,18.0722,31.5222,31.5222,3.3219,5.1155,5.1155,3.1501,5.2663,5.2663,13.0
14,168.3333,182.3333,182.3333,19.6833,29.4833,29.4833,5.4874,6.6188,6.6188,4.7652,6.5309,6.5309,14.0
15,175.2222,188.1111,188.1111,30.3222,34.8611,34.8611,5.484,6.9491,6.9491,5.7734,7.0164,7.0164,15.0
16,170.5556,183.5556,183.5556,28.3056,35.9556,35.9556,5.3537,7.1996,7.1996,5.2554,6.8839,6.8839,16.0
17,164.5556,174.1111,174.1111,23.1556,25.6611,25.6611,3.3902,5.2673,5.2673,3.2137,5.1999,5.1999,17.0
18,151.6667,171.0,171.0,2.5667,21.9,21.9,2.3968,4.698,4.698,1.6533,3.9545,3.9545,18.0
19,175.1111,175.1111,175.1111,29.2111,29.2111,29.2111,5.1903,5.1903,5.1903,5.3674,5.3674,5.3674,19.0
20,168.3333,168.3333,168.3333,24.7333,24.7333,24.7333,4.5073,4.5073,4.5073,4.6665,4.6665,4.6665,20.0
21,182.0,182.0,182.0,31.55,31.55,31.55,6.0346,6.0346,6.0346,6.0169,6.0169,6.0169,21.0
22,168.0,168.0,168.0,19.95,19.95,19.95,4.7533,4.7533,4.7533,4.2666,4.2666,4.2666,22.0
23,173.2222,173.2222,173.2222,33.2222,33.2222,33.2222,5.9227,5.9227,5.9227,5.9527,5.9527,5.9527,23.0
24,149.4444,157.4444,157.4444,12.7944,20.7944,20.7944,2.8919,3.8349,3.8349,3.7114,4.6543,4.6543,24.0
25,163.8889,172.8889,172.8889,20.5389,29.5389,29.5389,4.446,5.2216,5.2216,4.372,5.1477,5.1477,25.0
26,151.7778,165.4444,165.4444,11.7278,23.0444,23.0444,2.4953,4.1726,4.1726,2.5644,4.4141,4.4141,26.0
27,170.8889,170.8889,170.8889,31.1889,25.5889,25.5889,5.1519,5.1519,5.1519,5.0509,5.205,5.205,27.0
28,174.0,174.0,174.0,25.5,24.9,24.9,5.4236,5.4236,5.4236,4.4968,4.4981,4.4981,28.0
29,179.6667,179.6667,179.6667,42.3167,40.5667,40.5667,6.8217,6.8217,6.8217,7.0686,7.59,7.59,29.0
30,189.2222,189.2222,189.2222,42.5722,39.6722,39.6722,8.1268,8.1268,8.1268,7.3981,7.6104,7.6104,30.0
31,178.0,178.0,178.0,33.8,32.5,32.5,5.3043,5.3043,5.3043,5.4715,5.4184,5.4184,31.0
32,177.7778,177.7778,177.7778,33.1778,29.1278,29.1278,5.6816,5.6816,5.6816,5.2958,5.1477,5.1477,32.0
33,183.4444,183.4444,183.4444,42.6444,34.0444,34.0444,7.046,7.046,7.046,7.257,6.8863,6.8863,33.0
34,177.0,177.0,177.0,34.1,32.55,32.55,5.4101,5.4101,5.4101,5.0138,5.4352,5.4352,34.0
35,179.2222,179.2222,179.2222,32.3722,26.4222,26.4222,5.8541,5.8541,5.8541,5.0856,5.1519,5.1519,35.0
36,178.1111,178.1111,178.1111,32.0111,30.1611,30.1611,5.7376,5.7376,5.7376,4.7888,4.8337,4.8337,36.0
37,180.7778,180.7778,180.7778,36.8778,29.1278,29.1278,6.8758,6.8758,6.8758,6.3825,6.5306,6.5306,37.0
38,174.3333,174.3333,174.3333,36.2333,31.8833,31.8833,6.0466,6.0466,6.0466,6.0909,6.163,6.163,38.0
39,187.7778,187.7778,187.7778,40.6278,40.6278,40.6278,7.3718,7.3718,7.3718,7.0299,7.0299,7.0299,39.0
40,175.0,175.0,175.0,35.85,35.85,35.85,7.0724,7.0724,7.0724,7.3317,7.3317,7.3317,40.0
41,164.5556,164.5556,164.5556,23.7556,23.7556,23.7556,3.9563,3.9563,3.9563,3.9097,3.9097,3.9097,41.0
42,171.2222,171.2222,171.2222,22.2722,22.2722,22.2722,4.5503,4.5503,4.5503,4.0561,4.0561,4.0561,42.0
43,186.6667,186.6667,186.6667,32.5167,32.5167,32.5167,7.8639,7.8639,7.8639,6.8316,6.8316,6.8316,43.0
44,180.0,180.0,180.0,37.3,37.3,37.3,6.7892,6.7892,6.7892,6.9218,6.9218,6.9218,44.0
45,179.8889,179.8889,179.8889,28.6889,28.6889,28.6889,7.0785,7.0785,7.0785,6.7738,6.7738,6.7738,45.0
46,160.1111,170.8889,170.8889,12.7111,23.4889,23.4889,4.0471,5.3555,5.3555,3.7328,5.0412,5.0412,46.0
47,178.1111,190.8889,190.8889,27.8611,40.6389,40.6389,6.7691,8.5378,8.5378,6.6765,8.4453,8.4453,47.0
48,173.6667,190.6667,190.6667,31.7667,48.7667,48.7667,6.751,8.357,8.357,7.4071,9.0131,9.0131,48.0
49,170.2222,183.3333,183.3333,30.6222,43.7333,43.7333,6.6333,8.391,8.391,7.1888,8.9465,8.9465,49.0
50,163.6667,163.6667,163.6667,18.1167,18.1167,18.1167,4.1017,4.1017,4.1017,3.635,3.635,3.635,50.0
51,171.3333,171.3333,171.3333,22.2833,22.2833,22.2833,5.4273,5.4273,5.4273,4.6821,4.6821,4.6821,51.0
52,166.4444,166.4444,166.4444,24.8444,24.8444,24.8444,4.9761,4.9761,4.9761,5.0238,5.0238,5.0238,52.0
53,166.8889,166.8889,166.8889,28.9889,28.9889,28.9889,5.47,5.47,5.47,5.5676,5.5676,5.5676,53.0
54,164.0,164.0,164.0,25.05,25.05,25.05,4.6763,4.6763,4.6763,4.2879,4.2879,4.2879,54.0
55,165.7778,165.7778,165.7778,28.2278,28.2278,28.2278,5.3733,5.3733,5.3733,5.6403,5.6403,5.6403,55.0
56,177.3333,177.3333,177.3333,27.5833,27.5833,27.5833,6.7924,6.7924,6.7924,5.4214,5.4214,5.4214,56.0
