Quality,I_BG,Raw_I,Radius,Frames,Set_ID
28.03955078125,72.26190476190476,544.7619047619048,1.5,7,1
39.54632568359375,92.14285714285712,695.1428571428571,1.5,5,1
23.1002197265625,54.00000000000006,561.8571428571429,1.5,5,1
39.58489990234375,92.23809523809518,659.5238095238095,1.5,5,1
46.005615234375,99.0595238095237,689.5714285714286,1.5,6,1
42.640869140625,100.61904761904758,693.1904761904761,1.5,4,1
25.68194580078125,64.84523809523807,619.2380952380952,1.5,5,1
33.08892822265625,83.80952380952374,612.5714285714286,1.5,7,1
39.71697998046875,92.97619047619048,933.2380952380952,1.5,5,1
41.34521484375,91.80952380952384,644.8095238095239,1.5,6,1
46.08453369140625,101.45238095238098,811.952380952381,1.5,5,1
27.38458251953125,62.809523809523846,627.3809523809524,1.5,5,1
38.0450439453125,107.02380952380955,723.3809523809524,1.5,5,1
42.2313232421875,110.10714285714289,635.4285714285714,1.5,3,1
42.28021240234375,85.09523809523807,649.2380952380952,1.5,4,1
34.7591552734375,79.5,651.5714285714286,1.5,5,1
37.14837646484375,100.42857142857146,619.1428571428571,1.5,5,1
30.46087646484375,68.21428571428572,590.047619047619,1.5,4,1
35.65087890625,91.45238095238098,795.0952380952381,1.5,5,1
