Quality,I_BG,Raw_I,Radius,Frames,Set_ID
68.7958984375,155.142857142857,1051.428571428571,1.5,7,1
53.2164306640625,107.15476190476191,966.4761904761904,1.5,5,1
39.3836669921875,97.70238095238085,801.2380952380952,1.5,4,1
68.5281982421875,155.50000000000003,1059.0,1.5,5,1
57.28076171875,146.8690476190477,874.3333333333334,1.5,5,1
75.043212890625,175.80952380952374,1158.3809523809523,1.5,4,1
69.7442626953125,181.2261904761905,1163.142857142857,1.5,5,1
74.86517333984375,163.1309523809524,884.952380952381,1.5,3,1
63.1595458984375,140.53571428571433,956.047619047619,1.5,3,1
80.1961669921875,201.79761904761904,1018.3333333333334,1.5,7,1
92.34716796875,206.85714285714278,1104.428571428571,1.5,6,1
91.29296875,221.7857142857142,1782.0,1.5,5,1
66.701904296875,138.8928571428571,1044.2857142857142,1.5,4,1
73.60009765625,182.09523809523807,1132.0,1.5,7,1
44.8118896484375,135.22619047619048,988.1428571428572,1.5,7,1
45.7850341796875,142.59523809523807,715.2380952380952,1.5,4,1
71.881591796875,163.2261904761906,1178.6190476190477,1.5,6,1
