,Mean_X,Mean_Xm,Mean_Xt,Mean_BG_X,Mean_BG_Xm,Mean_BG_Xt,Mean_DoG_X,Mean_DoG_Xm,Mean_DoG_Xt,Mean_DoG_BG_X,Mean_DoG_BG_Xm,Mean_DoG_BG_Xt,Frame
0,280.0,280.0,280.0,41.2,41.2,41.2,12.1063,12.1063,12.1063,8.5144,8.5144,8.5144,0
1,291.7778,291.7778,291.7778,59.1778,59.1778,59.1778,13.4094,13.4094,13.4094,10.8757,10.8757,10.8757,1
2,273.1111,273.1111,273.1111,31.6611,31.6611,31.6611,11.6074,11.6074,11.6074,7.8622,7.8622,7.8622,2
3,266.5556,266.5556,266.5556,29.3056,29.3056,29.3056,9.6699,9.6699,9.6699,6.6551,6.6551,6.6551,3
4,268.2222,268.2222,268.2222,39.6722,39.6722,39.6722,10.1566,10.1566,10.1566,7.742,7.742,7.742,4
5,274.4444,274.4444,274.4444,45.1444,45.1444,45.1444,11.1965,11.1965,11.1965,9.6289,9.6289,9.6289,5
6,268.7778,268.7778,268.7778,37.3278,37.3278,37.3278,10.8709,10.8709,10.8709,7.7272,7.7272,7.7272,6
7,267.2222,267.2222,267.2222,31.4722,31.4722,31.4722,9.7083,9.7083,9.7083,6.5476,6.5476,6.5476,7
8,261.4444,261.4444,261.4444,31.7444,31.7444,31.7444,9.6199,9.6199,9.6199,7.2679,7.2679,7.2679,8
9,269.8889,269.8889,269.8889,33.1889,33.1889,33.1889,10.0244,10.0244,10.0244,7.5442,7.5442,7.5442,9
10,249.2222,249.2222,249.2222,17.7722,17.7722,17.7722,6.2205,6.2205,6.2205,3.753,3.753,3.753,10
11,267.5556,267.5556,267.5556,28.8556,28.8556,28.8556,9.975,9.975,9.975,6.9164,6.9164,6.9164,11
12,265.8889,265.8889,265.8889,28.0889,28.0889,28.0889,10.0773,10.0773,10.0773,6.5088,6.5088,6.5088,12
13,243.1111,243.1111,243.1111,6.0611,6.0611,6.0611,5.0609,5.0609,5.0609,1.2985,1.2985,1.2985,13
14,266.7778,266.7778,266.7778,32.4778,32.4778,32.4778,8.4182,8.4182,8.4182,5.5882,5.5882,5.5882,14
15,256.7778,256.7778,256.7778,17.5778,17.5778,17.5778,7.7659,7.7659,7.7659,3.588,3.588,3.588,15
16,260.2222,260.2222,260.2222,28.3722,28.3722,28.3722,9.1052,9.1052,9.1052,6.4076,6.4076,6.4076,16
17,255.0,255.0,255.0,20.5,20.5,20.5,7.7476,7.7476,7.7476,4.9286,4.9286,4.9286,17
18,255.6667,255.6667,255.6667,18.9167,18.9167,18.9167,8.1505,8.1505,8.1505,5.2479,5.2479,5.2479,18
19,266.4444,266.4444,266.4444,46.3944,46.3944,46.3944,12.0474,12.0474,12.0474,10.553,10.553,10.553,19
20,252.2222,252.2222,252.2222,27.3222,27.3222,27.3222,8.7931,8.7931,8.7931,6.8742,6.8742,6.8742,20
21,257.3333,257.3333,257.3333,27.6333,27.6333,27.6333,9.5147,9.5147,9.5147,6.9689,6.9689,6.9689,21
22,245.2222,245.2222,245.2222,20.1222,20.1222,20.1222,7.1708,7.1708,7.1708,4.89,4.89,4.89,22
23,273.2222,273.2222,273.2222,41.4222,41.4222,41.4222,12.8198,12.8198,12.8198,9.178,9.178,9.178,23
24,262.6667,262.6667,262.6667,26.8167,26.8167,26.8167,10.7989,10.7989,10.7989,7.5978,7.5978,7.5978,24
25,258.6667,258.6667,258.6667,34.1667,34.1667,34.1667,10.1464,10.1464,10.1464,7.1437,7.1437,7.1437,25
26,263.5556,263.5556,263.5556,28.8056,28.8056,28.8056,10.7206,10.7206,10.7206,7.1652,7.1652,7.1652,26
27,253.0,253.0,253.0,25.0,25.0,25.0,8.7734,8.7734,8.7734,6.4018,6.4018,6.4018,27
28,253.3333,253.3333,253.3333,37.0833,37.0833,37.0833,10.8823,10.8823,10.8823,9.8036,9.8036,9.8036,28
29,234.0,234.0,234.0,12.9,12.9,12.9,7.3147,7.3147,7.3147,4.5385,4.5385,4.5385,29
30,231.0,231.0,231.0,6.35,6.35,6.35,6.8696,6.8696,6.8696,3.5784,3.5784,3.5784,30
31,223.4444,223.4444,223.4444,9.6944,9.6944,9.6944,4.8045,4.8045,4.8045,2.7724,2.7724,2.7724,31
32,228.6667,228.6667,228.6667,-0.6333,-0.6333,-0.6333,5.2107,5.2107,5.2107,1.2969,1.2969,1.2969,32
33,224.2222,224.2222,224.2222,17.0722,17.0722,17.0722,7.1112,7.1112,7.1112,5.4238,5.4238,5.4238,33
34,213.6667,213.6667,213.6667,11.3667,11.3667,11.3667,5.2004,5.2004,5.2004,4.1986,4.1986,4.1986,34
35,228.7778,228.7778,228.7778,19.7778,19.7778,19.7778,7.3165,7.3165,7.3165,5.6021,5.6021,5.6021,35
36,223.4444,223.4444,223.4444,18.8444,18.8444,18.8444,5.0053,5.0053,5.0053,3.6701,3.6701,3.6701,36
37,215.4444,215.4444,215.4444,11.7444,11.7444,11.7444,4.366,4.366,4.366,3.2898,3.2898,3.2898,37
38,222.6667,222.6667,222.6667,12.2667,12.2667,12.2667,4.8299,4.8299,4.8299,3.3609,3.3609,3.3609,38
39,212.6667,212.6667,212.6667,0.5667,0.5667,0.5667,4.0545,4.0545,4.0545,2.3143,2.3143,2.3143,39
40,212.7778,212.7778,212.7778,0.4278,0.4278,0.4278,4.7212,4.7212,4.7212,2.6819,2.6819,2.6819,40
41,225.0,225.0,225.0,24.15,24.15,24.15,7.33,7.33,7.33,6.3942,6.3942,6.3942,41
42,211.4444,211.4444,211.4444,17.9944,17.9944,17.9944,5.5065,5.5065,5.5065,4.4864,4.4864,4.4864,42
43,225.0,225.0,225.0,24.3,24.3,24.3,7.2089,7.2089,7.2089,5.9474,5.9474,5.9474,43
44,213.1111,213.1111,213.1111,9.7611,9.7611,9.7611,4.5769,4.5769,4.5769,2.6499,2.6499,2.6499,44
45,228.1111,228.1111,228.1111,30.8111,30.8111,30.8111,7.5238,7.5238,7.5238,6.9602,6.9602,6.9602,45
46,218.2222,218.2222,218.2222,17.8722,17.8722,17.8722,6.0211,6.0211,6.0211,4.0786,4.0786,4.0786,46
47,213.4444,213.4444,213.4444,11.0944,11.0944,11.0944,4.4007,4.4007,4.4007,2.4606,2.4606,2.4606,47
48,216.2222,216.2222,216.2222,13.3722,13.3722,13.3722,4.2488,4.2488,4.2488,2.2746,2.2746,2.2746,48
49,210.7778,210.7778,210.7778,9.0278,9.0278,9.0278,3.6612,3.6612,3.6612,1.7771,1.7771,1.7771,49
50,206.8889,206.8889,206.8889,7.7389,7.7389,7.7389,3.4021,3.4021,3.4021,2.3746,2.3746,2.3746,50
51,219.4444,219.4444,219.4444,22.0944,22.0944,22.0944,5.9629,5.9629,5.9629,4.8877,4.8877,4.8877,51
52,205.6667,205.6667,205.6667,-2.9333,-2.9333,-2.9333,4.3518,4.3518,4.3518,2.8179,2.8179,2.8179,52
53,204.3333,204.3333,204.3333,8.6333,8.6333,8.6333,2.6723,2.6723,2.6723,1.6101,1.6101,1.6101,53
54,203.3333,203.3333,203.3333,0.4333,0.4333,0.4333,2.9088,2.9088,2.9088,1.9058,1.9058,1.9058,54
55,206.5556,206.5556,206.5556,8.6056,8.6056,8.6056,2.6204,2.6204,2.6204,1.213,1.213,1.213,55
56,211.7778,211.7778,211.7778,9.1778,9.1778,9.1778,4.3957,4.3957,4.3957,2.9028,2.9028,2.9028,56
57,188.2222,188.2222,188.2222,-9.3778,-9.3778,-9.3778,-0.2686,-0.2686,-0.2686,-1.341,-1.341,-1.341,57
58,198.5556,198.5556,198.5556,3.3056,3.3056,3.3056,2.2864,2.2864,2.2864,1.3477,1.3477,1.3477,58
59,197.8889,197.8889,197.8889,-1.3111,-1.3111,-1.3111,2.576,2.576,2.576,2.0208,2.0208,2.0208,59
60,204.0,204.0,204.0,-1.35,-1.35,-1.35,2.7513,2.7513,2.7513,0.9411,0.9411,0.9411,60
61,191.8889,191.8889,191.8889,-11.4611,-11.4611,-11.4611,1.3622,1.3622,1.3622,-0.216,-0.216,-0.216,61
62,194.2222,194.2222,194.2222,7.0722,7.0722,7.0722,2.7657,2.7657,2.7657,2.9803,2.9803,2.9803,62
63,197.1111,197.1111,197.1111,6.9111,6.9111,6.9111,3.0842,3.0842,3.0842,2.856,2.856,2.856,63
64,188.2222,188.2222,188.2222,-0.9278,-0.9278,-0.9278,0.9626,0.9626,0.9626,0.5993,0.5993,0.5993,64
65,180.4444,180.4444,180.4444,-21.2056,-21.2056,-21.2056,-0.3113,-0.3113,-0.3113,-1.6251,-1.6251,-1.6251,65
66,184.2222,184.2222,184.2222,-1.3778,-1.3778,-1.3778,0.623,0.623,0.623,0.5445,0.5445,0.5445,66
67,184.5556,184.5556,184.5556,-8.5444,-8.5444,-8.5444,1.2658,1.2658,1.2658,0.1501,0.1501,0.1501,67
68,187.1111,187.1111,187.1111,-0.7389,-0.7389,-0.7389,2.1816,2.1816,2.1816,1.9114,1.9114,1.9114,68
69,174.2222,174.2222,174.2222,-17.7278,-17.7278,-17.7278,-0.9263,-0.9263,-0.9263,-0.9656,-0.9656,-0.9656,69
70,183.0,183.0,183.0,-5.3,-5.3,-5.3,0.5552,0.5552,0.5552,0.1727,0.1727,0.1727,70
71,195.1111,195.1111,195.1111,5.6611,5.6611,5.6611,2.8192,2.8192,2.8192,3.2532,3.2532,3.2532,71
