37 37
55 55
40 40
50 50
27 27
30 30
26 26
44 44
33 33
42 42
54 54
59 59
41 41
36 36
36 36
48 48
105 105
88 88
36 36
38 38
46 46
47 47
28 28
31 31
29 29
72 72
30 30
41 41
34 34
56 56
86 86
35 35
26 26
54 54
60 60
48 48
38 38
53 53
28 28
41 41
33 33
63 63
44 44
64 64
43 43
41 41
36 36
41 41
39 39
37 37
44 44
108 108
41 41
50 50
51 51
65 65
72 72
61 61
47 47
29 29
27 27
45 45
49 49
26 26
44 44
42 42
46 46
46 46
57 57
52 52
47 47
30 30
43 43
40 40
36 36
50 50
47 47
42 42
67 67
127 127
110 110
105 105
37 37
36 36
60 60
99 99
37 37
61 61
78 78
72 72
58 58
45 45
64 64
53 53
43 43
57 57
78 78
59 59
42 42
69 69
46 46
27 27
83 83
58 58
55 55
42 42
62 62
81 81
95 95
43 43
36 36
69 69
43 43
33 33
47 47
61 61
70 70
76 76
32 32
47 47
88 88
48 48
31 31
49 49
54 54
68 68
73 73
41 41
38 38
58 58
80 80
62 62
58 58
45 45
28 28
73 73
52 52
49 49
120 120
43 43
54 54
63 63
105 105
71 71
39 39
38 38
43 43
47 47
63 63
47 47
40 40
55 55
24 24
46 46
68 68
30 30
52 52
43 43
63 63
41 41
33 33
53 53
73 73
60 60
59 59
75 75
44 44
45 45
48 48
36 36
37 37
31 31
36 36
52 52
45 45
34 34
31 31
62 62
30 30
74 74
32 32
65 65
47 47
42 42
50 50
55 55
76 76
45 45
64 64
70 70
22 22
17 17
38 38
34 34
38 38
58 58
35 35
35 35
58 58
33 33
37 37
51 51
48 48
57 57
34 34
32 32
35 35
55 55
47 47
36 36
28 28
45 45
62 62
42 42
45 45
45 45
66 66
39 39
63 63
37 37
40 40
66 66
52 52
35 35
85 85
36 36
66 66
59 59
52 52
46 46
39 39
34 34
40 40
55 55
35 35
51 51
45 45
37 37
28 28
39 39
56 56
21 21
46 46
31 31
63 63
76 76
54 54
47 47
46 46
41 41
28 28
40 40
39 39
31 31
40 40
25 25
40 40
36 36
23 23
47 47
31 31
36 36
68 68
55 55
69 69
46 46
34 34
36 36
53 53
61 61
56 56
36 36
30 30
84 84
71 71
36 36
71 71
41 41
35 35
60 60
61 61
34 34
108 108
46 46
113 113
28 28
43 43
52 52
38 38
26 26
39 39
40 40
37 37
67 67
43 43
47 47
92 92
55 55
44 44
53 53
53 53
33 33
37 37
66 66
40 40
49 49
56 56
59 59
61 61
43 43
38 38
28 28
74 74
37 37
47 47
38 38
23 23
101 101
63 63
28 28
48 48
56 56
52 52
49 49
32 32
64 64
39 39
74 74
55 55
63 63
106 106
38 38
43 43
120 120
22 22
122 122
31 31
61 61
74 74
80 80
46 46
43 43
63 63
43 43
112 112
62 62
87 87
25 25
43 43
101 101
58 58
65 65
42 42
26 26
33 33
49 49
43 43
43 43
44 44
62 62
51 51
46 46
40 40
33 33
47 47
34 34
21 21
51 51
43 43
30 30
60 60
54 54
48 48
53 53
50 50
41 41
92 92
44 44
72 72
