15 19
28 38
10 13
11 18
16 20
16 19
41 53
43 57
9 13
9 9
13 14
14 16
14 22
23 24
15 17
14 18
28 38
20 24
17 22
12 13
6 8
13 16
10 12
12 16
37 55
31 45
9 18
9 17
15 19
47 58
12 17
24 31
10 21
38 49
11 14
9 12
10 19
15 21
11 13
16 19
32 43
15 35
14 16
23 27
31 38
13 19
9 22
72 96
9 9
25 28
13 19
32 38
21 27
12 14
14 19
34 39
17 19
10 11
13 16
15 18
10 11
23 46
16 24
11 16
17 27
13 22
10 16
11 23
14 20
12 30
21 25
12 16
7 9
11 20
19 23
17 32
18 30
12 19
12 17
19 26
26 28
20 27
14 14
11 11
10 12
9 11
9 14
15 16
17 20
12 14
26 43
14 20
21 25
10 11
10 19
34 42
13 18
11 15
18 20
11 19
33 41
12 13
7 11
14 19
12 21
45 53
36 48
19 38
44 79
11 14
7 9
10 12
30 45
12 18
11 15
12 17
12 16
11 14
16 21
12 17
24 56
25 37
45 68
56 87
15 19
13 20
19 24
11 12
23 34
8 12
12 23
7 7
7 10
35 49
19 23
6 8
16 49
9 11
13 15
20 26
41 56
14 15
10 28
13 15
11 11
11 12
17 23
25 30
11 16
25 33
31 48
10 12
47 70
27 30
37 42
12 14
27 35
25 34
11 15
15 16
14 24
10 14
21 28
22 27
12 14
57 82
14 20
26 34
41 59
23 25
35 54
20 24
13 15
10 11
11 12
24 31
4 12
13 14
11 22
12 13
13 17
9 14
11 14
11 11
33 42
20 25
30 44
20 27
14 24
19 24
31 55
15 18
15 21
35 53
13 14
12 27
12 31
28 37
14 17
11 13
14 18
23 33
12 15
14 22
30 37
30 33
9 15
13 31
13 95
14 24
15 18
16 36
17 23
8 10
13 29
27 42
5 57
22 31
16 20
11 22
12 13
15 18
9 13
25 33
20 22
22 30
11 13
8 9
7 7
13 16
30 43
10 11
11 16
15 15
11 11
24 33
9 12
12 14
21 30
23 32
9 9
24 26
11 14
7 7
14 15
16 20
12 15
10 13
12 19
11 14
20 32
10 12
46 55
11 13
9 13
9 13
21 25
13 17
12 16
11 16
19 21
40 56
35 42
23 28
20 28
31 46
38 46
10 11
17 19
39 46
12 16
9 14
12 15
10 10
19 25
17 17
31 43
13 13
12 15
17 74
6 10
8 9
11 17
15 17
11 14
12 13
24 44
30 43
11 11
8 9
11 13
19 25
13 16
12 17
11 11
15 26
9 20
12 17
20 29
18 20
11 29
13 17
6 16
27 32
28 40
34 44
7 7
20 32
13 19
47 56
30 68
23 31
12 13
16 26
9 9
10 17
28 38
8 10
15 18
9 22
11 15
8 9
16 89
11 17
15 20
12 12
16 37
24 35
28 33
11 14
28 34
8 8
10 14
29 42
25 38
13 31
15 16
10 11
10 11
16 20
13 14
6 8
11 15
22 28
10 13
