33 41
10 36
13 14
17 18
12 16
13 16
16 19
11 28
27 44
23 31
11 12
10 10
13 16
12 18
18 22
12 20
13 32
17 23
20 27
10 10
11 25
11 12
25 34
14 17
17 28
14 19
30 33
18 31
10 15
13 32
10 16
14 15
13 27
11 13
12 13
9 10
13 19
14 19
29 37
11 11
16 25
10 24
12 22
97 129
11 12
27 39
26 32
10 10
13 17
5 12
12 17
13 16
18 25
12 12
19 36
8 10
27 39
26 44
15 20
12 17
38 54
19 29
19 37
28 39
26 45
15 17
15 16
9 15
12 12
12 15
15 18
29 32
18 24
11 14
12 18
22 28
9 31
11 18
12 15
17 20
26 44
8 8
16 21
35 56
30 41
16 26
6 15
13 15
17 37
29 40
18 27
43 63
14 16
12 14
13 13
19 27
13 18
12 14
9 11
12 20
9 12
13 16
37 91
37 47
16 17
46 58
23 34
10 12
10 12
12 23
7 7
11 18
33 43
23 35
15 22
13 29
12 14
13 22
13 24
9 11
10 14
28 41
19 36
13 55
28 32
16 25
17 49
11 15
18 20
17 21
17 23
6 6
19 26
16 18
35 41
16 19
13 15
15 21
15 21
13 15
24 29
11 12
13 14
10 15
16 18
12 18
14 37
21 24
28 52
17 18
35 53
7 10
34 44
10 13
23 35
20 25
22 25
13 18
8 11
12 33
13 16
11 13
51 74
17 20
15 19
16 18
17 24
11 14
15 20
12 18
31 43
10 11
17 21
13 21
12 18
13 17
15 15
10 16
13 14
18 21
24 40
18 22
12 15
20 26
37 50
15 24
31 42
7 7
12 27
13 14
10 11
9 15
16 22
15 29
29 39
13 15
16 37
56 71
13 17
12 14
49 73
13 16
10 13
18 23
4 6
10 12
15 23
23 32
6 8
8 10
10 11
8 9
12 13
31 41
10 13
22 26
27 36
12 16
11 11
8 10
36 46
11 13
11 18
10 14
7 10
10 17
7 7
19 26
12 18
31 36
11 16
73 94
9 11
8 10
16 18
13 21
9 13
11 11
14 25
8 21
12 16
32 40
13 15
13 17
13 14
44 56
12 15
11 12
12 17
7 7
17 20
10 12
12 17
17 31
8 9
26 36
16 30
9 23
15 23
14 18
35 44
45 61
23 28
22 33
48 57
16 20
18 24
21 23
12 13
43 61
26 43
19 24
11 13
6 6
11 12
12 20
12 18
37 58
13 25
28 34
13 14
13 18
7 10
91 172
11 19
12 16
21 30
10 10
46 72
14 21
11 12
18 23
13 15
13 17
24 29
11 14
11 17
46 62
13 18
19 30
10 12
9 9
10 12
6 8
11 20
16 23
15 18
23 30
38 49
10 12
8 11
41 59
47 59
4 4
18 26
16 31
28 68
12 12
36 59
13 19
18 23
13 22
18 25
8 8
12 14
38 50
27 40
8 15
18 22
10 12
10 11
22 28
15 23
24 34
19 28
11 15
15 16
27 29
14 19
24 33
29 40
12 13
18 19
25 40
7 7
19 24
25 31
24 27
8 63
8 9
10 10
11 14
16 24
26 31
15 19
12 13
23 40
12 13
7 10
20 24
12 15
20 26
15 25
48 69
11 12
13 29
13 15
12 15
8 12
16 43
17 20
13 14
7 10
11 27
12 28
12 27
14 20
16 23
20 22
10 12
19 27
15 16
4 6
14 17
9 11
19 27
20 119
10 11
21 29
9 18
10 10
17 19
7 8
11 13
10 17
9 18
13 18
25 34
24 35
21 30
48 55
14 14
25 39
12 18
16 24
13 18
14 15
10 12
48 62
10 16
10 11
14 15
13 18
14 21
13 23
18 43
10 13
11 11
11 15
9 9
11 13
13 17
25 31
9 10
17 45
12 28
20 29
23 31
11 14
11 24
9 15
23 28
29 41
34 51
37 55
30 49
10 16
19 24
16 21
21 22
3 3
33 39
42 55
12 13
15 19
9 10
36 43
41 53
24 29
13 37
23 32
22 35
24 30
14 26
8 11
33 48
7 17
13 13
34 39
8 13
7 39
15 21
15 20
11 25
11 12
55 74
9 51
12 22
11 13
13 17
15 17
11 18
12 14
11 19
33 44
19 28
22 32
5 5
16 22
17 21
22 24
17 24
23 31
14 22
12 19
72 90
12 16
35 53
21 30
14 20
14 16
34 46
11 15
11 17
13 17
12 18
10 11
10 13
11 11
27 55
11 15
18 33
48 70
24 29
10 11
10 12
9 12
19 24
12 13
56 77
29 38
48 58
17 21
11 12
5 6
13 15
31 34
17 22
21 23
18 26
9 15
20 24
36 50
55 79
17 23
14 19
20 24
26 35
12 12
12 13
11 12
26 31
20 27
27 40
14 18
15 16
55 80
17 25
12 15
16 20
15 16
26 38
15 20
26 40
9 11
21 33
22 33
15 18
13 21
24 58
8 12
13 19
14 17
14 20
59 77
19 28
13 13
37 45
12 17
25 39
23 27
22 37
34 42
18 25
10 10
53 71
15 20
14 23
19 22
15 28
43 59
14 16
10 17
10 10
23 36
11 11
42 53
47 61
24 27
53 66
20 26
23 33
18 30
14 19
8 9
21 29
12 12
26 35
10 12
16 31
28 43
21 26
13 14
12 18
17 24
19 24
10 19
14 24
29 42
17 27
14 22
20 26
15 23
33 42
29 36
33 40
19 24
14 25
27 43
14 15
13 20
21 24
18 22
24 28
17 22
10 11
11 15
12 13
15 27
13 17
16 22
15 17
12 15
45 56
31 43
13 17
37 47
24 30
6 7
23 30
17 22
5 6
36 46
22 32
11 15
18 22
11 21
11 11
12 18
17 21
29 59
14 18
8 11
11 16
12 16
38 48
11 16
21 34
35 51
12 13
11 13
18 25
5 7
27 38
20 30
8 8
43 60
11 13
13 20
48 60
24 27
12 29
18 27
12 12
12 16
7 14
33 42
8 15
16 21
19 28
56 69
17 26
16 27
34 48
36 54
28 35
31 42
15 17
13 15
12 16
12 15
16 21
26 33
12 23
13 21
18 26
15 27
20 24
12 14
17 20
53 73
20 24
17 26
28 36
17 20
9 11
16 21
19 23
13 14
24 30
53 79
11 12
11 14
15 18
31 43
17 20
41 55
65 82
23 30
7 9
12 22
17 20
10 11
13 34
42 54
12 14
8 9
22 27
13 33
9 11
22 33
20 29
10 11
11 15
12 18
25 33
10 11
8 31
10 12
14 18
15 17
26 34
9 11
10 14
32 41
11 17
11 11
11 16
19 24
6 8
21 24
35 44
46 69
17 21
28 36
35 44
13 18
46 61
28 42
17 22
11 15
18 18
9 10
23 28
20 30
52 61
41 51
11 14
18 24
9 16
18 22
11 11
20 28
12 15
17 20
16 50
25 37
15 21
29 40
20 27
16 22
11 13
12 13
31 36
37 58
33 45
37 55
14 14
27 38
22 30
29 43
13 20
8 9
17 21
7 11
22 27
40 52
14 20
21 25
20 28
16 20
9 11
16 18
10 11
9 14
13 16
16 17
14 20
10 15
16 27
7 8
11 14
27 33
19 24
14 19
34 89
11 13
18 21
14 14
9 11
13 19
26 37
34 59
13 15
16 27
41 55
12 15
17 17
15 19
12 16
48 61
9 13
30 31
21 24
38 51
16 17
5 6
38 47
11 25
11 12
37 48
18 26
14 16
26 32
22 27
44 61
13 27
7 7
26 37
14 16
14 15
31 45
16 33
33 79
23 33
20 25
11 13
38 48
38 59
11 14
10 16
25 35
23 26
33 43
7 8
11 14
12 20
23 34
14 16
54 71
35 50
7 8
70 103
40 49
18 20
15 20
10 11
16 21
14 17
16 21
29 41
12 16
13 37
27 37
12 19
28 37
11 12
57 67
58 79
11 15
11 13
21 29
35 47
11 21
30 35
14 18
32 41
12 16
14 15
15 28
17 22
18 24
25 29
19 23
17 32
12 13
25 31
19 27
13 16
37 47
22 27
7 9
11 14
11 12
12 13
19 25
18 24
12 13
32 51
17 17
17 22
22 27
15 34
10 14
34 46
32 45
9 10
13 23
7 8
23 28
22 32
35 47
8 15
14 22
11 15
21 25
16 25
20 28
47 64
35 39
16 17
13 20
2 2
13 15
11 18
10 12
26 36
12 21
14 14
41 52
15 23
8 8
11 17
36 53
38 50
54 81
11 14
15 26
14 15
41 60
13 14
32 42
23 30
18 24
16 21
20 29
13 14
34 41
38 50
16 27
14 27
14 18
18 28
17 22
12 19
8 12
42 56
14 18
19 33
10 26
17 21
11 14
25 33
12 19
18 23
19 26
12 16
50 61
10 13
20 29
27 36
23 28
28 46
68 99
11 16
13 15
21 28
13 13
35 48
20 23
27 34
20 28
12 13
16 18
40 53
31 42
27 41
23 30
22 24
12 16
15 19
25 31
19 23
7 8
14 16
11 21
19 25
12 16
11 14
16 20
22 28
8 16
15 26
16 26
16 25
9 9
11 12
7 10
15 19
10 10
10 10
18 25
16 25
15 20
11 19
8 11
45 63
8 9
10 11
11 14
12 15
14 17
27 36
14 22
38 61
18 24
15 32
9 10
19 30
21 27
13 15
38 53
31 60
8 24
22 24
46 65
18 19
14 22
12 15
39 51
23 27
6 8
13 15
12 17
12 16
6 7
20 27
12 13
9 16
9 12
49 64
7 9
16 37
14 25
28 29
10 11
24 33
8 17
15 17
23 28
13 18
14 17
14 22
36 61
9 14
15 18
11 15
10 16
14 19
11 12
22 33
12 15
21 28
7 12
12 18
13 15
13 18
9 26
14 14
17 26
8 13
16 16
32 54
10 13
10 14
35 51
10 11
12 13
12 17
21 31
18 30
23 32
19 22
19 22
11 12
8 11
16 21
20 25
13 16
11 13
10 12
11 15
11 13
6 7
21 29
47 64
10 15
13 17
23 29
9 9
13 17
13 17
24 34
21 29
18 28
8 14
8 8
11 18
29 40
10 13
34 44
17 20
22 39
12 24
11 21
27 32
6 7
9 13
11 12
27 34
11 14
20 30
29 40
31 36
13 20
17 17
41 61
27 36
36 48
16 21
11 12
12 12
7 7
11 16
19 25
11 30
43 65
11 30
19 27
42 55
20 26
22 28
20 26
11 16
30 42
16 20
12 13
19 24
9 13
8 13
40 77
13 15
29 36
14 23
10 11
17 21
13 19
12 14
28 52
38 58
22 25
12 14
47 66
11 12
19 22
9 15
24 28
13 17
14 16
20 24
11 13
11 13
15 35
17 22
7 8
41 49
14 26
17 21
29 36
12 41
25 33
39 57
72 103
28 34
15 27
16 18
13 19
11 13
32 45
6 9
10 10
13 20
11 21
11 15
16 19
6 7
17 26
18 22
13 16
23 31
11 18
13 17
14 29
32 38
11 13
14 16
23 33
8 20
15 16
15 16
43 54
10 16
14 16
12 15
9 11
19 27
19 20
13 13
13 19
22 32
11 12
19 26
15 19
11 15
20 22
6 14
20 28
24 33
53 70
29 39
10 13
