Quality,I_BG,Raw_I,Radius,Frames,Set_ID
18.321502685546875,43.48809523809524,378.5238095238095,1.5,6,1
25.995086669921875,68.73809523809524,401.8095238095238,1.5,7,1
12.98577880859375,34.17857142857139,346.8095238095238,1.5,4,1
14.17132568359375,37.95238095238096,314.6190476190476,1.5,4,1
27.258758544921875,64.82142857142861,421.1428571428572,1.5,6,1
17.242462158203125,42.797619047619044,340.5238095238095,1.5,4,1
25.006317138671875,63.25,352.2857142857143,1.5,6,1
14.064971923828123,31.88095238095238,280.2857142857143,1.5,4,1
19.2196044921875,45.86904761904759,352.0952380952381,1.5,5,1
17.964691162109375,36.34523809523813,355.95238095238096,1.5,7,1
18.98870849609375,47.642857142857174,435.7142857142857,1.5,6,1
17.441131591796875,42.059523809523796,366.57142857142856,1.5,6,1
22.611297607421875,48.65476190476186,430.04761904761904,1.5,5,1
17.522125244140625,31.76190476190476,317.6190476190476,1.5,4,1
16.996307373046875,34.154761904761926,376.9047619047619,1.5,4,1
20.00302124023437,53.154761904761926,394.0952380952381,1.5,4,1
17.111328125,41.035714285714334,351.1428571428572,1.5,4,1
16.880096435546875,36.72619047619048,326.1904761904762,1.5,5,1
17.421966552734375,37.02380952380952,319.42857142857144,1.5,4,1
19.960723876953125,41.48809523809524,438.2380952380952,1.5,5,1
